Anchor	Maize1	Maize2
Sobic.001G104800.1.v3.1	Zm00008a005074_T01.v1.1	NA
Sobic.006G029800.1.v3.1	Zm00008a007714_T01.v1.1	NA
Sobic.004G102500.1.v3.1	Zm00008a021606_T01.v1.1	Zm00008a018508_T01.v1.1
Sobic.006G250800.1.v3.1	Zm00008a006054_T01.v1.1	NA
Sobic.005G003300.1.v3.1	NA	Zm00008a008426_T01.v1.1
Sobic.001G010500.1.v3.1	Zm00008a005811_T01.v1.1	NA
Sobic.005G086300.1.v3.1	Zm00008a015157_T01.v1.1	Zm00008a010034_T01.v1.1
Sobic.009G160200.1.v3.1	Zm00008a025926_T01.v1.1	Zm00008a031149_T01.v1.1
Sobic.009G015800.1.v3.1	Zm00008a023893_T01.v1.1	NA
Sobic.003G269900.1.v3.1	Zm00008a014048_T01.v1.1	NA
Sobic.005G063900.1.v3.1	NA	Zm00008a008146_T01.v1.1
Sobic.004G116100.1.v3.1	Zm00008a021492_T01.v1.1	Zm00008a018432_T01.v1.1
Sobic.002G033700.1.v3.1	Zm00008a026793_T01.v1.1	NA
Sobic.001G175600.1.v3.1	Zm00008a004525_T01.v1.1	NA
Sobic.002G177300.1.v3.1	Zm00008a027795_T01.v1.1	NA
Sobic.010G170600.1.v3.1	Zm00008a034281_T01.v1.1,Zm00008a034433_T01.v1.1	NA
Sobic.007G145000.1.v3.1	Zm00008a003705_T01.v1.1	NA
Sobic.001G423700.1.v3.1	Zm00008a001057_T01.v1.1	Zm00008a035612_T01.v1.1
Sobic.004G262300.1.v3.1	Zm00008a022808_T01.v1.1	NA
Sobic.009G177400.1.v3.1	Zm00008a026059_T01.v1.1	NA
Sobic.003G219600.1.v3.1	NA	Zm00008a032088_T01.v1.1
Sobic.002G407000.1.v3.1	Zm00008a029569_T01.v1.1	NA
Sobic.007G198100.1.v3.1	Zm00008a003312_T01.v1.1	Zm00008a015751_T01.v1.1
Sobic.001G041500.1.v3.1	Zm00008a005599_T01.v1.1	NA
Sobic.002G341300.1.v3.1	Zm00008a029111_T01.v1.1	Zm00008a009573_T01.v1.1
Sobic.010G095200.1.v3.1	Zm00008a033316_T01.v1.1	Zm00008a025051_T01.v1.1
Sobic.001G174300.1.v3.1	Zm00008a004535_T01.v1.1	NA
Sobic.001G208100.1.v3.1	Zm00008a004093_T01.v1.1	NA
Sobic.005G103800.1.v3.1	Zm00008a015194_T01.v1.1	NA
Sobic.003G025600.1.v3.1	Zm00008a010783_T01.v1.1	Zm00008a030282_T01.v1.1
Sobic.003G285800.1.v3.1	Zm00008a013915_T01.v1.1	NA
Sobic.001G082700.1.v3.1	Zm00008a005249_T01.v1.1	NA
Sobic.001G502300.1.v3.1	Zm00008a000370_T01.v1.1	NA
Sobic.009G125600.1.v3.1	Zm00008a025726_T01.v1.1	NA
Sobic.004G279700.1.v3.1	NA	Zm00008a016967_T01.v1.1
Sobic.003G284400.1.v3.1	Zm00008a013919_T01.v1.1	NA
Sobic.009G006300.1.v3.1	Zm00008a023949_T01.v1.1	Zm00008a031883_T01.v1.1
Sobic.006G014400.1.v3.1	Zm00008a007936_T01.v1.1	NA
Sobic.004G176000.1.v3.1	Zm00008a022010_T01.v1.1	NA
Sobic.003G201600.1.v3.1	Zm00008a014508_T01.v1.1	NA
Sobic.010G217200.1.v3.1	Zm00008a034851_T01.v1.1	Zm00008a024623_T01.v1.1
Sobic.004G328300.1.v3.1	Zm00008a023238_T01.v1.1	Zm00008a017439_T01.v1.1
Sobic.007G209200.1.v3.1	Zm00008a003245_T01.v1.1	NA
Sobic.007G176100.1.v3.1	NA	Zm00008a018329_T01.v1.1
Sobic.009G033800.1.v3.1	Zm00008a037435_T01.v1.1	Zm00008a031764_T01.v1.1
Sobic.001G180200.1.v3.1	Zm00008a004487_T01.v1.1	Zm00008a019840_T01.v1.1
Sobic.007G172100.1.v3.1	Zm00008a003588_T01.v1.1	NA
Sobic.005G039700.1.v3.1	NA	Zm00008a008296_T01.v1.1
Sobic.008G095100.1.v3.1	NA	Zm00008a012121_T01.v1.1
Sobic.003G224600.1.v3.1	Zm00008a014402_T01.v1.1	NA
Sobic.001G318366.1.v3.1	Zm00008a001900_T01.v1.1	NA
Sobic.001G329600.1.v3.1	NA	Zm00008a035219_T01.v1.1
Sobic.001G465500.1.v3.1	Zm00008a000668_T01.v1.1	NA
Sobic.006G254000.1.v3.1	Zm00008a006039_T01.v1.1	NA
Sobic.002G263000.1.v3.1	Zm00008a028567_T01.v1.1	NA
Sobic.006G106700.1.v3.1	Zm00008a007179_T01.v1.1	NA
Sobic.001G233532.1.v3.1	Zm00008a004276_T01.v1.1	Zm00008a020078_T01.v1.1
Sobic.006G278800.1.v3.1	Zm00008a006759_T01.v1.1	NA
Sobic.004G316500.2.v3.1	Zm00008a023157_T01.v1.1	NA
Sobic.003G308300.1.v3.1	NA	Zm00008a033149_T01.v1.1
Sobic.001G198200.1.v3.1	Zm00008a004008_T01.v1.1	NA
Sobic.001G039700.1.v3.1	Zm00008a005607_T01.v1.1	Zm00008a019130_T01.v1.1
Sobic.006G234900.1.v3.1	Zm00008a006159_T01.v1.1	Zm00008a038686_T01.v1.1
Sobic.004G019700.1.v3.1	Zm00008a020804_T01.v1.1	NA
Sobic.005G145100.1.v3.1	Zm00008a017861_T01.v1.1	NA
Sobic.002G003800.1.v3.1	Zm00008a026642_T01.v1.1	NA
Sobic.003G361300.1.v3.1	Zm00008a013289_T01.v1.1	NA
Sobic.001G456800.2.v3.1	NA	Zm00008a035842_T01.v1.1
Sobic.009G162800.1.v3.1	Zm00008a025937_T01.v1.1	NA
Sobic.006G243200.1.v3.1	Zm00008a006105_T01.v1.1	NA
Sobic.010G105400.1.v3.1	Zm00008a033994_T01.v1.1	NA
Sobic.004G241200.1.v3.1	Zm00008a022959_T01.v1.1	NA
Sobic.004G191000.1.v3.1	Zm00008a022126_T01.v1.1	NA
Sobic.002G297700.1.v3.1	Zm00008a028724_T01.v1.1	Zm00008a009373_T01.v1.1
Sobic.005G021500.1.v3.1	Zm00008a017727_T01.v1.1	Zm00008a008376_T01.v1.1
Sobic.002G219500.1.v3.1	Zm00008a028200_T01.v1.1	NA
Sobic.007G135700.1.v3.1	Zm00008a003782_T01.v1.1	Zm00008a016209_T01.v1.1
Sobic.003G125900.1.v3.1	Zm00008a011552_T01.v1.1	NA
Sobic.003G017400.1.v3.1	Zm00008a010711_T01.v1.1	NA
Sobic.006G081500.1.v3.1	Zm00008a007365_T01.v1.1	NA
Sobic.005G048800.1.v3.1	Zm00008a018283_T01.v1.1	NA
Sobic.002G119200.1.v3.1	Zm00008a027346_T01.v1.1	NA
Sobic.002G370500.2.v3.1	Zm00008a029331_T01.v1.1	NA
Sobic.005G211500.1.v3.1	Zm00008a014911_T01.v1.1	NA
Sobic.004G099600.1.v3.1	Zm00008a021650_T01.v1.1	NA
Sobic.004G338000.1.v3.1	Zm00008a023295_T01.v1.1	NA
Sobic.003G420500.1.v3.1	Zm00008a012789_T01.v1.1	Zm00008a032538_T01.v1.1
Sobic.009G162900.1.v3.1	Zm00008a025939_T01.v1.1	NA
Sobic.009G030400.1.v3.1	Zm00008a023752_T01.v1.1,Zm00008a037395_T01.v1.1	NA
Sobic.001G507200.1.v3.1	Zm00008a000330_T01.v1.1	NA
Sobic.006G093200.1.v3.1	NA	Zm00008a037959_T01.v1.1
Sobic.003G105000.1.v3.1	Zm00008a011351_T01.v1.1	Zm00008a029949_T01.v1.1
Sobic.003G359100.1.v3.1	Zm00008a013307_T01.v1.1	NA
Sobic.001G063900.1.v3.1	Zm00008a005419_T01.v1.1	Zm00008a019253_T01.v1.1
Sobic.003G328300.2.v3.1	Zm00008a013568_T01.v1.1	Zm00008a033063_T01.v1.1
Sobic.010G185200.1.v3.1	Zm00008a034585_T01.v1.1	NA
Sobic.001G107900.1.v3.1	Zm00008a005044_T01.v1.1	NA
Sobic.002G072200.1.v3.1	Zm00008a027052_T01.v1.1	NA
Sobic.009G246200.1.v3.1	Zm00008a026545_T01.v1.1	NA
Sobic.003G311800.1.v3.1	NA	Zm00008a033133_T01.v1.1
Sobic.009G158900.1.v3.1	Zm00008a025918_T01.v1.1	NA
Sobic.009G069800.1.v3.1	Zm00008a025393_T01.v1.1	NA
Sobic.004G152900.1.v3.1	Zm00008a021829_T01.v1.1	NA
Sobic.002G124600.1.v3.1	Zm00008a027382_T01.v1.1	NA
Sobic.004G294900.5.v3.1	Zm00008a022531_T01.v1.1	Zm00008a016890_T01.v1.1
Sobic.001G178600.2.v3.1	Zm00008a004497_T01.v1.1	NA
Sobic.001G402400.1.v3.1	NA	Zm00008a035506_T01.v1.1
Sobic.010G244701.1.v3.1	Zm00008a020435_T01.v1.1	NA
Sobic.003G433750.1.v3.1	NA	Zm00008a032464_T01.v1.1
Sobic.002G369800.1.v3.1	Zm00008a029322_T01.v1.1	Zm00008a009741_T01.v1.1
Sobic.001G466900.4.v3.1	Zm00008a000677_T01.v1.1	Zm00008a035902_T01.v1.1
Sobic.001G080900.1.v3.1	Zm00008a005267_T01.v1.1	Zm00008a019352_T01.v1.1
Sobic.007G176400.1.v3.1	Zm00008a003611_T01.v1.1	NA
Sobic.002G197000.1.v3.1	Zm00008a027995_T01.v1.1	Zm00008a008866_T01.v1.1
Sobic.003G062500.1.v3.1	NA	Zm00008a030116_T01.v1.1
Sobic.001G159800.1.v3.1	Zm00008a004624_T01.v1.1	NA
Sobic.008G068200.1.v3.1	NA	Zm00008a012533_T01.v1.1
Sobic.004G055000.1.v3.1	Zm00008a021020_T01.v1.1	NA
Sobic.010G018500.2.v3.1	Zm00008a033868_T01.v1.1	NA
Sobic.004G164700.1.v3.1	Zm00008a021924_T01.v1.1	NA
Sobic.002G276000.1.v3.1	Zm00008a028679_T01.v1.1	Zm00008a009262_T01.v1.1
Sobic.002G005000.1.v3.1	NA	Zm00008a010537_T01.v1.1
Sobic.008G062400.1.v3.1	Zm00008a036652_T01.v1.1	NA
Sobic.002G172700.1.v3.1	Zm00008a027749_T01.v1.1	NA
Sobic.001G360200.1.v3.1	Zm00008a001580_T01.v1.1	NA
Sobic.003G294800.2.v3.1	Zm00008a013818_T01.v1.1	NA
Sobic.001G076600.1.v3.1	NA	Zm00008a019321_T01.v1.1
Sobic.009G186100.1.v3.1	Zm00008a026112_T01.v1.1	NA
Sobic.001G194800.1.v3.1	NA	Zm00008a019887_T01.v1.1
Sobic.008G019700.1.v3.1	NA	Zm00008a014838_T01.v1.1
Sobic.001G501000.1.v3.1	Zm00008a000382_T01.v1.1	Zm00008a036109_T01.v1.1
Sobic.002G254600.2.v3.1	Zm00008a028541_T01.v1.1	NA
Sobic.001G118100.1.v3.1	Zm00008a004972_T01.v1.1	Zm00008a019542_T01.v1.1
Sobic.003G328600.1.v3.1	Zm00008a013566_T01.v1.1	Zm00008a033062_T01.v1.1
Sobic.002G154600.1.v3.1	Zm00008a027656_T01.v1.1	NA
Sobic.001G527800.1.v3.1	Zm00008a000145_T01.v1.1	NA
Sobic.006G165100.2.v3.1	Zm00008a006644_T01.v1.1	Zm00008a038339_T01.v1.1
Sobic.001G475900.1.v3.1	Zm00008a000590_T01.v1.1	NA
Sobic.006G281700.1.v3.1	Zm00008a006799_T01.v1.1	NA
Sobic.004G357500.1.v3.1	Zm00008a023394_T01.v1.1	NA
Sobic.007G162300.1.v3.1	Zm00008a003519_T01.v1.1	Zm00008a015830_T01.v1.1
Sobic.010G276100.1.v3.1	Zm00008a020652_T01.v1.1	NA
Sobic.003G120800.1.v3.1	Zm00008a011508_T01.v1.1	NA
Sobic.007G032600.1.v3.1	Zm00008a037374_T01.v1.1	NA
Sobic.002G246700.1.v3.1	Zm00008a028427_T01.v1.1	NA
Sobic.004G165000.1.v3.1	Zm00008a021926_T01.v1.1	NA
Sobic.001G349700.1.v3.1	Zm00008a001666_T01.v1.1	Zm00008a035124_T01.v1.1
Sobic.001G462700.2.v3.1	Zm00008a000632_T01.v1.1	NA
Sobic.009G175900.1.v3.1	Zm00008a026046_T01.v1.1	Zm00008a031552_T01.v1.1
Sobic.010G112600.1.v3.1	NA	Zm00008a025112_T01.v1.1
Sobic.003G215700.1.v3.1	Zm00008a014606_T01.v1.1	Zm00008a032062_T01.v1.1
Sobic.002G272400.1.v3.1	Zm00008a028628_T01.v1.1	NA
Sobic.009G013400.1.v3.1	Zm00008a023916_T01.v1.1	Zm00008a031869_T01.v1.1
Sobic.010G050900.4.v3.1	Zm00008a033641_T01.v1.1	Zm00008a024341_T01.v1.1
Sobic.004G066300.1.v3.1	Zm00008a021131_T01.v1.1	NA
Sobic.003G027500.1.v3.1	NA	Zm00008a030269_T01.v1.1
Sobic.005G046250.1.v3.1	Zm00008a018267_T01.v1.1	NA
Sobic.007G204400.2.v3.1	Zm00008a003277_T01.v1.1	NA
Sobic.010G100000.1.v3.1	NA	Zm00008a025075_T01.v1.1
Sobic.002G351400.1.v3.1	Zm00008a029179_T01.v1.1	NA
Sobic.001G224300.1.v3.1	Zm00008a004234_T01.v1.1	NA
Sobic.003G221800.1.v3.1	NA	Zm00008a032102_T01.v1.1
Sobic.002G240700.1.v3.1	Zm00008a028382_T01.v1.1	NA
Sobic.004G034900.1.v3.1	Zm00008a020896_T01.v1.1	NA
Sobic.003G018000.1.v3.1	Zm00008a010730_T01.v1.1	NA
Sobic.002G315400.1.v3.1	Zm00008a028947_T01.v1.1	Zm00008a009472_T01.v1.1
Sobic.010G066300.1.v3.1	Zm00008a033531_T01.v1.1	NA
Sobic.002G254200.1.v3.1	Zm00008a028543_T01.v1.1	Zm00008a009153_T01.v1.1
Sobic.009G056700.1.v3.1	Zm00008a025275_T01.v1.1	NA
Sobic.007G089800.1.v3.1	Zm00008a037177_T01.v1.1	NA
Sobic.003G303200.1.v3.1	Zm00008a013760_T01.v1.1	Zm00008a033172_T01.v1.1
Sobic.009G042200.1.v3.1	Zm00008a037489_T01.v1.1	NA
Sobic.002G413500.2.v3.1	Zm00008a029606_T01.v1.1	Zm00008a009933_T01.v1.1
Sobic.001G308300.1.v3.1	Zm00008a001997_T01.v1.1	Zm00008a035073_T01.v1.1
Sobic.010G078200.1.v3.1	Zm00008a033434_T01.v1.1	NA
Sobic.006G193300.1.v3.1	NA	Zm00008a038370_T01.v1.1
Sobic.007G155300.1.v3.1	Zm00008a003465_T01.v1.1	Zm00008a015925_T01.v1.1
Sobic.003G331400.1.v3.1	Zm00008a013547_T01.v1.1	NA
Sobic.001G344300.1.v3.1	Zm00008a001694_T01.v1.1	NA
Sobic.004G349000.1.v3.1	Zm00008a023361_T01.v1.1	Zm00008a017334_T01.v1.1
Sobic.003G252300.1.v3.1	Zm00008a014189_T01.v1.1	NA
Sobic.003G408000.2.v3.1	NA	Zm00008a032602_T01.v1.1
Sobic.002G355300.1.v3.1	Zm00008a029209_T01.v1.1	Zm00008a009651_T01.v1.1
Sobic.010G059900.1.v3.1	NA	Zm00008a025245_T01.v1.1
Sobic.004G260200.1.v3.1	Zm00008a022827_T01.v1.1	NA
Sobic.002G076400.1.v3.1	NA	Zm00008a008520_T01.v1.1
Sobic.001G193200.1.v3.1	Zm00008a003970_T01.v1.1	Zm00008a019875_T01.v1.1
Sobic.006G052200.1.v3.1	Zm00008a007609_T01.v1.1	Zm00008a037786_T01.v1.1
Sobic.008G082200.1.v3.1	Zm00008a036888_T01.v1.1	NA
Sobic.009G236400.1.v3.1	Zm00008a026480_T01.v1.1	NA
Sobic.007G218500.1.v3.1	NA	Zm00008a018021_T01.v1.1
Sobic.005G008800.1.v3.1	Zm00008a017661_T01.v1.1	Zm00008a008410_T01.v1.1
Sobic.010G019400.1.v3.1	Zm00008a033859_T01.v1.1	Zm00008a024161_T01.v1.1
Sobic.002G363400.1.v3.1	Zm00008a029274_T01.v1.1	NA
Sobic.003G093400.1.v3.1	Zm00008a011255_T01.v1.1	NA
Sobic.003G123100.1.v3.1	Zm00008a011487_T01.v1.1	NA
Sobic.003G094200.1.v3.1	NA	Zm00008a029998_T01.v1.1
Sobic.006G138200.1.v3.1	Zm00008a006949_T01.v1.1	Zm00008a038195_T01.v1.1
Sobic.001G115800.1.v3.1	NA	Zm00008a019529_T01.v1.1
Sobic.005G122500.1.v3.1	NA	Zm00008a010113_T01.v1.1
Sobic.002G236500.1.v3.1	Zm00008a028365_T01.v1.1	NA
Sobic.006G068800.1.v3.1	Zm00008a007460_T01.v1.1	NA
Sobic.002G220600.1.v3.1	Zm00008a028209_T01.v1.1	NA
Sobic.002G123300.1.v3.1	Zm00008a027377_T01.v1.1	NA
Sobic.009G134900.1.v3.1	Zm00008a025779_T01.v1.1	NA
Sobic.004G059200.1.v3.1	Zm00008a021056_T01.v1.1	Zm00008a018691_T01.v1.1
Sobic.007G184600.2.v3.1	Zm00008a003416_T01.v1.1	NA
Sobic.003G035100.1.v3.1	Zm00008a010834_T01.v1.1	Zm00008a030227_T01.v1.1
Sobic.010G046400.1.v3.1	Zm00008a033675_T01.v1.1	NA
Sobic.002G353600.1.v3.1	NA	Zm00008a009638_T01.v1.1
Sobic.001G009800.1.v3.1	Zm00008a005819_T01.v1.1	Zm00008a019013_T01.v1.1
Sobic.007G142900.1.v3.1	Zm00008a003707_T01.v1.1	NA
Sobic.007G179800.1.v3.1	Zm00008a003639_T01.v1.1	Zm00008a018298_T01.v1.1
Sobic.004G348900.1.v3.1	Zm00008a023360_T01.v1.1	NA
Sobic.007G037200.1.v3.1	NA	Zm00008a015587_T01.v1.1
Sobic.010G232500.1.v3.1	Zm00008a020339_T01.v1.1	NA
Sobic.001G303100.1.v3.1	Zm00008a002036_T01.v1.1	Zm00008a035043_T01.v1.1
Sobic.009G238300.1.v3.1	Zm00008a026493_T01.v1.1	Zm00008a030822_T01.v1.1
Sobic.004G201200.2.v3.1	Zm00008a022213_T01.v1.1	NA
Sobic.009G216900.1.v3.1	Zm00008a026333_T01.v1.1	Zm00008a030677_T01.v1.1
Sobic.002G088000.1.v3.1	NA	Zm00008a008679_T01.v1.1
Sobic.006G219200.1.v3.1	Zm00008a006262_T01.v1.1	NA
Sobic.003G144200.1.v3.1	Zm00008a011688_T01.v1.1	NA
Sobic.001G424400.1.v3.1	Zm00008a001052_T01.v1.1	NA
Sobic.010G063801.1.v3.1	Zm00008a033558_T01.v1.1	NA
Sobic.007G081300.1.v3.1	NA	Zm00008a015419_T01.v1.1
Sobic.002G252600.1.v3.1	NA	Zm00008a009145_T01.v1.1
Sobic.007G030900.1.v3.1	Zm00008a023609_T01.v1.1,Zm00008a037385_T01.v1.1	NA
Sobic.008G174300.1.v3.1	Zm00008a002971_T01.v1.1	NA
Sobic.003G300100.1.v3.1	Zm00008a013790_T01.v1.1	Zm00008a033196_T01.v1.1
Sobic.007G125300.1.v3.1	Zm00008a003857_T01.v1.1	Zm00008a016147_T01.v1.1
Sobic.008G147800.1.v3.1	NA	Zm00008a012167_T01.v1.1
Sobic.007G015400.1.v3.1	NA	Zm00008a015674_T01.v1.1
Sobic.010G230000.1.v3.1	Zm00008a020275_T01.v1.1	NA
Sobic.001G220500.1.v3.1	Zm00008a004187_T01.v1.1	Zm00008a020015_T01.v1.1
Sobic.009G053700.3.v3.1	Zm00008a025300_T01.v1.1	NA
Sobic.001G439400.1.v3.1	Zm00008a000916_T01.v1.1	NA
Sobic.007G146600.1.v3.1	Zm00008a003688_T01.v1.1	Zm00008a015971_T01.v1.1
Sobic.010G007500.1.v3.1	NA	Zm00008a024093_T01.v1.1
Sobic.004G184200.1.v3.1	Zm00008a022074_T01.v1.1	NA
Sobic.001G488500.4.v3.1	Zm00008a000477_T01.v1.1	NA
Sobic.006G015900.1.v3.1	Zm00008a007915_T01.v1.1	NA
Sobic.002G088600.2.v3.1	Zm00008a027152_T01.v1.1	NA
Sobic.003G381700.1.v3.1	Zm00008a013103_T01.v1.1	Zm00008a032757_T01.v1.1
Sobic.003G235300.1.v3.1	NA	Zm00008a032165_T01.v1.1
Sobic.010G190200.1.v3.1	NA	Zm00008a024734_T01.v1.1
Sobic.004G124300.1.v3.1	Zm00008a021426_T01.v1.1	NA
Sobic.002G310600.1.v3.1	Zm00008a028907_T01.v1.1	Zm00008a009446_T01.v1.1
Sobic.004G262900.1.v3.1	Zm00008a022803_T01.v1.1	NA
Sobic.009G114500.1.v3.1	Zm00008a025582_T01.v1.1	NA
Sobic.010G181500.1.v3.1	Zm00008a034542_T01.v1.1	NA
Sobic.009G154500.1.v3.1	Zm00008a025870_T01.v1.1	Zm00008a031211_T01.v1.1
Sobic.002G300700.1.v3.1	Zm00008a028697_T01.v1.1	NA
Sobic.001G397500.1.v3.1	Zm00008a001276_T01.v1.1	Zm00008a035476_T01.v1.1
Sobic.010G164800.1.v3.1	Zm00008a034429_T01.v1.1	NA
Sobic.008G051900.2.v3.1	Zm00008a036535_T01.v1.1	Zm00008a012573_T01.v1.1
Sobic.007G187200.2.v3.1	Zm00008a003404_T01.v1.1	Zm00008a017913_T01.v1.1
Sobic.004G123600.2.v3.1	Zm00008a021435_T01.v1.1	NA
Sobic.002G376400.1.v3.1	NA	Zm00008a009786_T01.v1.1
Sobic.002G362200.1.v3.1	Zm00008a029261_T01.v1.1	NA
Sobic.003G223900.1.v3.1	Zm00008a014403_T01.v1.1	Zm00008a032108_T01.v1.1
Sobic.006G024700.1.v3.1	Zm00008a007851_T01.v1.1	Zm00008a037642_T01.v1.1
Sobic.002G347400.2.v3.1	Zm00008a029152_T01.v1.1	NA
Sobic.002G276100.1.v3.1	Zm00008a028680_T01.v1.1	Zm00008a009263_T01.v1.1
Sobic.009G105300.1.v3.1	Zm00008a025631_T01.v1.1	NA
Sobic.001G433200.1.v3.1	Zm00008a000972_T01.v1.1	NA
Sobic.008G188700.3.v3.1	Zm00008a003039_T01.v1.1	NA
Sobic.010G125200.1.v3.1	Zm00008a034112_T01.v1.1	NA
Sobic.001G541601.1.v3.1	Zm00008a000043_T01.v1.1	NA
Sobic.002G093800.2.v3.1	NA	Zm00008a008694_T01.v1.1
Sobic.003G034900.2.v3.1	Zm00008a010833_T01.v1.1	NA
Sobic.001G004400.1.v3.1	Zm00008a005853_T01.v1.1	Zm00008a018992_T01.v1.1
Sobic.003G087000.1.v3.1	Zm00008a011230_T01.v1.1	Zm00008a030034_T01.v1.1
Sobic.009G212600.1.v3.1	Zm00008a026295_T01.v1.1	NA
Sobic.006G280900.2.v3.1	NA	Zm00008a038928_T01.v1.1
Sobic.001G331900.1.v3.1	Zm00008a001808_T01.v1.1	Zm00008a035198_T01.v1.1
Sobic.003G445900.1.v3.1	Zm00008a012603_T01.v1.1	NA
Sobic.001G136400.1.v3.1	Zm00008a004819_T01.v1.1	NA
Sobic.003G327100.1.v3.1	Zm00008a013587_T01.v1.1	Zm00008a033066_T01.v1.1
Sobic.010G095800.1.v3.1	Zm00008a033312_T01.v1.1	NA
Sobic.001G201500.1.v3.1	NA	Zm00008a019925_T01.v1.1
Sobic.005G026600.1.v3.1	Zm00008a017762_T01.v1.1	NA
Sobic.004G241900.1.v3.1	Zm00008a022954_T01.v1.1	Zm00008a017620_T01.v1.1
Sobic.002G143200.1.v3.1	Zm00008a027447_T01.v1.1	NA
Sobic.002G390100.1.v3.1	NA	Zm00008a009831_T01.v1.1
Sobic.010G188500.1.v3.1	Zm00008a034794_T01.v1.1	NA
Sobic.004G070100.1.v3.1	Zm00008a021180_T01.v1.1	Zm00008a018650_T01.v1.1
Sobic.001G493800.1.v3.1	Zm00008a000440_T01.v1.1	Zm00008a036136_T01.v1.1
Sobic.005G112000.1.v3.1	Zm00008a015325_T01.v1.1	NA
Sobic.002G313800.1.v3.1	Zm00008a028932_T01.v1.1	Zm00008a009466_T01.v1.1
Sobic.001G297500.1.v3.1	Zm00008a002038_T01.v1.1	Zm00008a035007_T01.v1.1
Sobic.008G152800.2.v3.1	Zm00008a002857_T01.v1.1	Zm00008a012194_T01.v1.1
Sobic.004G229300.1.v3.1	Zm00008a023042_T01.v1.1	Zm00008a017573_T01.v1.1
Sobic.001G507100.1.v3.1	Zm00008a000332_T01.v1.1	NA
Sobic.006G142200.1.v3.1	Zm00008a006918_T01.v1.1	Zm00008a038222_T01.v1.1
Sobic.001G363000.1.v3.1	Zm00008a001556_T01.v1.1	NA
Sobic.009G209200.1.v3.1	Zm00008a026217_T01.v1.1	NA
Sobic.009G184900.1.v3.1	Zm00008a026106_T01.v1.1	NA
Sobic.006G138000.1.v3.1	Zm00008a006951_T01.v1.1	Zm00008a038194_T01.v1.1
Sobic.003G337000.1.v3.1	Zm00008a013491_T01.v1.1	Zm00008a033024_T01.v1.1
Sobic.003G072300.2.v3.1	Zm00008a011110_T01.v1.1	Zm00008a030095_T01.v1.1
Sobic.006G201300.1.v3.1	NA	Zm00008a038546_T01.v1.1
Sobic.003G414700.1.v3.1	Zm00008a012836_T01.v1.1	Zm00008a032559_T01.v1.1
Sobic.009G195600.1.v3.1	NA	Zm00008a031630_T01.v1.1
Sobic.009G056200.1.v3.1	Zm00008a025282_T01.v1.1	NA
Sobic.001G313500.1.v3.1	Zm00008a001947_T01.v1.1	Zm00008a035234_T01.v1.1
Sobic.009G032500.1.v3.1	Zm00008a037410_T01.v1.1	Zm00008a031771_T01.v1.1
Sobic.007G039100.1.v3.1	Zm00008a037329_T01.v1.1	NA
Sobic.002G055900.1.v3.1	Zm00008a026948_T01.v1.1	NA
Sobic.003G352000.2.v3.1	Zm00008a013355_T01.v1.1	NA
Sobic.001G058500.1.v3.1	NA	Zm00008a019225_T01.v1.1
Sobic.004G204000.1.v3.1	Zm00008a022237_T01.v1.1	NA
Sobic.010G261800.1.v3.1	NA	Zm00008a024439_T01.v1.1
Sobic.001G183000.1.v3.1	Zm00008a004479_T01.v1.1	NA
Sobic.002G332400.1.v3.1	Zm00008a029047_T01.v1.1	Zm00008a009532_T01.v1.1
Sobic.009G180550.1.v3.1	NA	Zm00008a031579_T01.v1.1
Sobic.004G033000.1.v3.1	Zm00008a020880_T01.v1.1	Zm00008a018869_T01.v1.1
Sobic.004G025000.1.v3.1	Zm00008a020829_T01.v1.1	NA
Sobic.006G271300.1.v3.1	NA	Zm00008a038873_T01.v1.1
Sobic.003G322100.1.v3.1	Zm00008a013625_T01.v1.1	NA
Sobic.002G074500.12.v3.1	Zm00008a027074_T01.v1.1	NA
Sobic.004G007600.1.v3.1	Zm00008a020728_T01.v1.1	Zm00008a018916_T01.v1.1
Sobic.002G305100.1.v3.1	Zm00008a028864_T01.v1.1	NA
Sobic.010G045966.1.v3.1	NA	Zm00008a024309_T01.v1.1
Sobic.008G103200.1.v3.1	Zm00008a036689_T01.v1.1	NA
Sobic.002G330500.1.v3.1	Zm00008a029036_T01.v1.1	NA
Sobic.003G410200.1.v3.1	NA	Zm00008a032584_T01.v1.1
Sobic.003G250400.1.v3.1	NA	Zm00008a032227_T01.v1.1
Sobic.006G134200.2.v3.1	Zm00008a006981_T01.v1.1	NA
Sobic.001G410200.1.v3.1	Zm00008a001157_T01.v1.1	Zm00008a035553_T01.v1.1
Sobic.002G022400.1.v3.1	Zm00008a026738_T01.v1.1	Zm00008a010576_T01.v1.1
Sobic.003G320600.1.v3.1	Zm00008a013642_T01.v1.1	NA
Sobic.002G257100.1.v3.1	Zm00008a028516_T01.v1.1	NA
Sobic.010G186200.1.v3.1	Zm00008a034601_T01.v1.1	Zm00008a024779_T01.v1.1
Sobic.002G051100.1.v3.1	Zm00008a026914_T01.v1.1	NA
Sobic.001G183300.1.v3.1	Zm00008a004475_T01.v1.1	NA
Sobic.010G076900.1.v3.1	NA	Zm00008a024926_T01.v1.1
Sobic.006G170800.1.v3.1	Zm00008a006611_T01.v1.1	NA
Sobic.006G065400.2.v3.1	Zm00008a007491_T01.v1.1	NA
