Cluster_ID	Genes	Maize_Gene	Best_Sb	Best_Sb_dS	Best_Os	Best_Os_dS
Cluster_0786	Zm00008a001902,Zm00008a001910,Zm00008a001900,Zm00008a001897,Zm00008a001906,Zm00008a001907,Zm00008a001904,Zm00008a001905,Zm00008a001899,Zm00008a001901	Zm00008a001901	Sobic.001G318600.2	0.5297	NA	NA
Cluster_0786	Zm00008a001902,Zm00008a001910,Zm00008a001900,Zm00008a001897,Zm00008a001906,Zm00008a001907,Zm00008a001904,Zm00008a001905,Zm00008a001899,Zm00008a001901	Zm00008a001902	Sobic.001G318300.1	0.3092	NA	NA
Cluster_0786	Zm00008a001902,Zm00008a001910,Zm00008a001900,Zm00008a001897,Zm00008a001906,Zm00008a001907,Zm00008a001904,Zm00008a001905,Zm00008a001899,Zm00008a001901	Zm00008a001904	Sobic.001G318200.1	0.5347	NA	NA
Cluster_0786	Zm00008a001902,Zm00008a001910,Zm00008a001900,Zm00008a001897,Zm00008a001906,Zm00008a001907,Zm00008a001904,Zm00008a001905,Zm00008a001899,Zm00008a001901	Zm00008a001905	Sobic.001G317600.1	0.2397	NA	NA
Cluster_0786	Zm00008a001902,Zm00008a001910,Zm00008a001900,Zm00008a001897,Zm00008a001906,Zm00008a001907,Zm00008a001904,Zm00008a001905,Zm00008a001899,Zm00008a001901	Zm00008a001907	Sobic.001G317300.1	0.5519	NA	NA
Cluster_0787	Zm00008a001921,Zm00008a001922	Zm00008a001921	Sobic.001G316100.1	0.4030	NA	NA
Cluster_0787	Zm00008a001921,Zm00008a001922	Zm00008a001922	Sobic.001G316000.1	0.2522	NA	NA
Cluster_0788	Zm00008a000264,Zm00008a000262,Zm00008a000263	Zm00008a000262	Sobic.001G514400.1	0.2292	OS03T0134900-01	1.4561
Cluster_0788	Zm00008a000264,Zm00008a000262,Zm00008a000263	Zm00008a000263	Sobic.001G514300.2	0.5191	NA	NA
Cluster_0789	Zm00008a001946,Zm00008a001945	Zm00008a001945	Sobic.001G313600.1	0.3971	OS10T0537400-00	1.4684
Cluster_0791	Zm00008a001969,Zm00008a001974,Zm00008a001973,Zm00008a001971,Zm00008a001979	Zm00008a001979	Sobic.001G310300.1	0.5043	OS10T0543800-00	2.6018
Cluster_0792	Zm00008a001999,Zm00008a001987	Zm00008a001987	Sobic.001G309600.1	0.2264	NA	NA
Cluster_0792	Zm00008a001999,Zm00008a001987	Zm00008a001999	Sobic.001G308100.1	0.3223	OS10T0546900-00	1.5422
Cluster_0793	Zm00008a000272,Zm00008a000285,Zm00008a000287	Zm00008a000272	Sobic.003G221500.1	0.1392	OS01T0617700-01	0.7375
Cluster_0794	Zm00008a002003,Zm00008a002004,Zm00008a002018	Zm00008a002018	Sobic.001G305800.3	0.1871	OS10T0552400-01	1.0615
Cluster_0796	Zm00008a002013,Zm00008a002012	Zm00008a002012	Sobic.001G307700.1	0.4087	NA	NA
Cluster_0797	Zm00008a002017,Zm00008a002016	Zm00008a002017	Sobic.001G305900.1	0.1402	OS10T0548800-01	0.6938
Cluster_0802	Zm00008a002061,Zm00008a002057,Zm00008a002056,Zm00008a002059,Zm00008a002058	Zm00008a002057	Sobic.001G300500.1	0.3259	NA	NA
Cluster_0802	Zm00008a002061,Zm00008a002057,Zm00008a002056,Zm00008a002059,Zm00008a002058	Zm00008a002058	Sobic.001G300900.2	0.1868	NA	NA
Cluster_0802	Zm00008a002061,Zm00008a002057,Zm00008a002056,Zm00008a002059,Zm00008a002058	Zm00008a002059	Sobic.001G301000.1	2.7003	NA	NA
Cluster_0802	Zm00008a002061,Zm00008a002057,Zm00008a002056,Zm00008a002059,Zm00008a002058	Zm00008a002061	Sobic.001G301600.1	0.4532	NA	NA
Cluster_0804	Zm00008a002068,Zm00008a002071,Zm00008a002067	Zm00008a002067	Sobic.001G302400.1	0.3647	NA	NA
Cluster_0804	Zm00008a002068,Zm00008a002071,Zm00008a002067	Zm00008a002071	Sobic.001G302500.1	0.3489	NA	NA
Cluster_0805	Zm00008a002073,Zm00008a002072	Zm00008a002072	Sobic.001G302800.1	0.4623	NA	NA
Cluster_0807	Zm00008a000305,Zm00008a000304	Zm00008a000305	Sobic.001G510700.1	0.3947	OS03T0139200-01	0.9177
Cluster_0808	Zm00008a000309,Zm00008a000308	Zm00008a000308	Sobic.001G510300.1	0.4466	NA	NA
Cluster_0808	Zm00008a000309,Zm00008a000308	Zm00008a000309	Sobic.001G510400.1	0.3115	NA	NA
Cluster_0810	Zm00008a000318,Zm00008a000319	Zm00008a000318	Sobic.001G508532.1	0.3513	NA	NA
Cluster_0810	Zm00008a000318,Zm00008a000319	Zm00008a000319	Sobic.001G508466.1	0.1441	NA	NA
Cluster_0811	Zm00008a002151,Zm00008a002152	Zm00008a002152	Sobic.001G287500.1	0.0901	NA	NA
Cluster_0812	Zm00008a002166,Zm00008a002169,Zm00008a002170	Zm00008a002169	Sobic.001G289900.2	0.1119	NA	NA
Cluster_0813	Zm00008a002176,Zm00008a002177	Zm00008a002176	Sobic.001G290200.1	0.1498	NA	NA
Cluster_0814	Zm00008a006330,Zm00008a006329	Zm00008a006329	Sobic.001G095432.1	3.0342	NA	NA
Cluster_0815	Zm00008a007832,Zm00008a007835,Zm00008a007836,Zm00008a007837	Zm00008a007832	Sobic.006G027300.1	0.5311	OS04T0185600-00	1.3178
Cluster_0815	Zm00008a007832,Zm00008a007835,Zm00008a007836,Zm00008a007837	Zm00008a007835	Sobic.006G026900.1	0.3714	OS04T0186800-00	1.8018
Cluster_0817	Zm00008a007843,Zm00008a007844	Zm00008a007843	Sobic.006G026200.1	0.5275	NA	NA
Cluster_0818	Zm00008a007849,Zm00008a007848	Zm00008a007849	Sobic.002G117000.1	0.1138	OS07T0418200-01	0.6057
Cluster_0819	Zm00008a007858,Zm00008a007859	Zm00008a007859	Sobic.006G024500.1	0.1391	OS09T0115500-01	0.6865
Cluster_0821	Zm00008a006349,Zm00008a006348	Zm00008a006349	Sobic.006G207500.3	0.2755	OS04T0606700-01	1.2632
Cluster_0823	Zm00008a007875,Zm00008a007860,Zm00008a007870	Zm00008a007860	Sobic.006G023000.1	0.8427	NA	NA
Cluster_0824	Zm00008a006352,Zm00008a006353	Zm00008a006353	Sobic.006G207000.1	0.1896	OS04T0606200-01	1.3821
Cluster_0825	Zm00008a007885,Zm00008a007886	Zm00008a007885	Sobic.006G021000.1	0.5645	NA	NA
Cluster_0826	Zm00008a007890,Zm00008a007891	Zm00008a007891	Sobic.007G101900.2	1.8467	NA	NA
Cluster_0827	Zm00008a006356,Zm00008a006357	Zm00008a006356	Sobic.006G206700.1	0.2783	OS04T0605300-01	1.1601
Cluster_0828	Zm00008a007904,Zm00008a007900	Zm00008a007900	Sobic.006G016800.1	0.5193	NA	NA
Cluster_0831	Zm00008a006363,Zm00008a006362,Zm00008a006365,Zm00008a006364	Zm00008a006362	Sobic.006G205700.1	0.3386	NA	NA
Cluster_0831	Zm00008a006363,Zm00008a006362,Zm00008a006365,Zm00008a006364	Zm00008a006364	Sobic.006G205500.1	0.2841	NA	NA
Cluster_0833	Zm00008a007912,Zm00008a007911	Zm00008a007912	Sobic.002G417800.1	0.6077	OS07T0679300-01	1.2449
Cluster_0835	Zm00008a007940,Zm00008a007941	Zm00008a007941	Sobic.006G013500.1	0.1946	NA	NA
Cluster_0837	Zm00008a006381,Zm00008a006380	Zm00008a006380	Sobic.006G203200.1	0.2850	NA	NA
Cluster_0838	Zm00008a007966,Zm00008a007967	Zm00008a007966	Sobic.006G010500.2	0.6160	NA	NA
Cluster_0840	Zm00008a006385,Zm00008a006384,Zm00008a006383	Zm00008a006383	Sobic.006G203000.1	0.4618	NA	NA
Cluster_0840	Zm00008a006385,Zm00008a006384,Zm00008a006383	Zm00008a006384	Sobic.006G202600.1	0.3197	NA	NA
Cluster_0840	Zm00008a006385,Zm00008a006384,Zm00008a006383	Zm00008a006385	Sobic.006G202500.1	0.3005	NA	NA
Cluster_0846	Zm00008a008019,Zm00008a008018	Zm00008a008018	Sobic.006G000900.1	0.1979	NA	NA
Cluster_0849	Zm00008a006419,Zm00008a006406	Zm00008a006419	Sobic.006G200200.1	0.3718	NA	NA
Cluster_0852	Zm00008a008040,Zm00008a008038,Zm00008a008028,Zm00008a008035,Zm00008a008034	Zm00008a008034	Sobic.004G191600.1	0.1651	NA	NA
Cluster_0856	Zm00008a006422,Zm00008a006423	Zm00008a006422	Sobic.006G199400.1	0.4152	NA	NA
Cluster_0856	Zm00008a006422,Zm00008a006423	Zm00008a006423	Sobic.006G199200.1	0.0586	NA	NA
Cluster_0861	Zm00008a008101,Zm00008a008100	Zm00008a008100	Sobic.005G101900.1	0.3644	NA	NA
Cluster_0864	Zm00008a006451,Zm00008a006450	Zm00008a006450	Sobic.006G195200.1	0.3042	NA	NA
Cluster_0864	Zm00008a006451,Zm00008a006450	Zm00008a006451	Sobic.006G195000.1	0.2034	NA	NA
Cluster_0866	Zm00008a006454,Zm00008a006453	Zm00008a006454	Sobic.006G194100.1	0.1840	NA	NA
Cluster_0868	Zm00008a008131,Zm00008a008132	Zm00008a008131	Sobic.005G065300.1	0.5189	NA	NA
Cluster_0869	Zm00008a008138,Zm00008a008133,Zm00008a008137	Zm00008a008137	Sobic.005G065700.1	0.2344	NA	NA
Cluster_0870	Zm00008a006460,Zm00008a006461	Zm00008a006461	Sobic.006G193100.1	0.0738	OS04T0585100-01	0.4981
Cluster_0871	Zm00008a006466,Zm00008a006467	Zm00008a006466	Sobic.006G192600.1	0.1300	OS04T0584700-01	0.8951
Cluster_0873	Zm00008a008163,Zm00008a008162,Zm00008a008161,Zm00008a008160,Zm00008a008156	Zm00008a008156	Sobic.005G061700.1	0.7172	NA	NA
Cluster_0873	Zm00008a008163,Zm00008a008162,Zm00008a008161,Zm00008a008160,Zm00008a008156	Zm00008a008163	NA	NA	OS11T0179700-00	2.9792
Cluster_0875	Zm00008a008170,Zm00008a008172	Zm00008a008170	Sobic.001G014700.1	0.7959	OS03T0845600-01	1.5750
Cluster_0875	Zm00008a008170,Zm00008a008172	Zm00008a008172	Sobic.005G228900.1	1.9969	OS11T0704600-01	3.5660
Cluster_0881	Zm00008a008215,Zm00008a008214	Zm00008a008214	Sobic.006G274866.1	1.3992	NA	NA
Cluster_0882	Zm00008a006488,Zm00008a006489	Zm00008a006488	Sobic.006G189300.1	0.2729	NA	NA
Cluster_0883	Zm00008a008221,Zm00008a008218	Zm00008a008218	Sobic.006G216600.1	1.4501	NA	NA
Cluster_0885	Zm00008a005940,Zm00008a005941	Zm00008a005940	Sobic.006G267000.1	0.7341	OS04T0677300-01	3.0645
Cluster_0886	Zm00008a008257,Zm00008a008256	Zm00008a008256	Sobic.005G042800.1	0.4584	NA	NA
Cluster_0886	Zm00008a008257,Zm00008a008256	Zm00008a008257	Sobic.005G042700.1	0.8687	NA	NA
Cluster_0887	Zm00008a008259,Zm00008a008264,Zm00008a008260,Zm00008a008262,Zm00008a008274,Zm00008a008277	Zm00008a008277	Sobic.009G194100.2	0.3986	NA	NA
Cluster_0891	Zm00008a008329,Zm00008a008328	Zm00008a008328	Sobic.005G032900.1	0.6201	NA	NA
Cluster_0892	Zm00008a008330,Zm00008a008331	Zm00008a008330	Sobic.005G032600.1	0.1680	NA	NA
Cluster_0893	Zm00008a006512,Zm00008a006513	Zm00008a006513	Sobic.006G186300.2	0.7701	NA	NA
Cluster_0894	Zm00008a008335,Zm00008a008322	Zm00008a008322	Sobic.005G034500.1	0.7932	NA	NA
Cluster_0896	Zm00008a008351,Zm00008a008352	Zm00008a008352	Sobic.005G028800.1	0.1645	NA	NA
Cluster_0898	Zm00008a008369,Zm00008a008365	Zm00008a008369	Sobic.005G024300.1	0.2945	NA	NA
Cluster_0899	Zm00008a008368,Zm00008a008367	Zm00008a008367	Sobic.005G024900.1	0.3558	NA	NA
Cluster_0900	Zm00008a006525,Zm00008a006524	Zm00008a006524	Sobic.006G184800.1	0.3640	NA	NA
Cluster_0900	Zm00008a006525,Zm00008a006524	Zm00008a006525	Sobic.006G184700.1	0.2857	OS04T0572200-00	1.1568
Cluster_0901	Zm00008a008405,Zm00008a008407	Zm00008a008405	Sobic.005G014200.1	0.7471	NA	NA
Cluster_0901	Zm00008a008405,Zm00008a008407	Zm00008a008407	Sobic.005G013400.1	0.6651	OS11T0116600-00	1.9999
Cluster_0903	Zm00008a008417,Zm00008a008416	Zm00008a008416	Sobic.001G086700.1	0.7190	NA	NA
Cluster_0903	Zm00008a008417,Zm00008a008416	Zm00008a008417	Sobic.008G006100.1	0.1623	NA	NA
Cluster_0906	Zm00008a008457,Zm00008a008455	Zm00008a008457	Sobic.002G154000.1	0.1363	NA	NA
Cluster_0907	Zm00008a008469,Zm00008a008466	Zm00008a008466	Sobic.002G111700.6	0.0875	OS07T0299800-01	0.5864
Cluster_0910	Zm00008a008498,Zm00008a008490	Zm00008a008498	Sobic.002G082100.1	0.1947	NA	NA
Cluster_0911	Zm00008a008494,Zm00008a008493	Zm00008a008493	Sobic.002G083100.1	0.5658	NA	NA
Cluster_0911	Zm00008a008494,Zm00008a008493	Zm00008a008494	Sobic.002G083000.1	0.3529	OS07T0232900-01	1.1513
Cluster_0912	Zm00008a008522,Zm00008a008521	Zm00008a008522	Sobic.002G076100.2	0.1438	NA	NA
Cluster_0913	Zm00008a006551,Zm00008a006552	Zm00008a006552	Sobic.006G178200.1	0.4607	NA	NA
Cluster_0914	Zm00008a008528,Zm00008a008527	Zm00008a008527	Sobic.002G074000.1	0.2812	OS07T0207100-01	0.9465
Cluster_0916	Zm00008a008535,Zm00008a008536	Zm00008a008535	Sobic.002G150400.1	0.8002	OS09T0267400-01	3.0247
Cluster_0918	Zm00008a008565,Zm00008a008564	Zm00008a008564	Sobic.002G142500.1	0.1486	NA	NA
Cluster_0919	Zm00008a008574,Zm00008a008568	Zm00008a008574	Sobic.002G139800.1	0.4180	NA	NA
Cluster_0920	Zm00008a006565,Zm00008a006566	Zm00008a006565	Sobic.006G176600.1	0.1959	NA	NA
Cluster_0921	Zm00008a008585,Zm00008a008584,Zm00008a008586	Zm00008a008585	Sobic.002G137100.2	0.1654	NA	NA
Cluster_0922	Zm00008a008588,Zm00008a008587	Zm00008a008588	Sobic.002G136100.1	0.1960	OS09T0569100-01	1.1074
Cluster_0923	Zm00008a006569,Zm00008a006571	Zm00008a006571	Sobic.006G176300.1	0.3022	NA	NA
Cluster_0924	Zm00008a008626,Zm00008a008620,Zm00008a008629,Zm00008a008635	Zm00008a008626	Sobic.002G130700.1	0.4545	NA	NA
Cluster_0927	Zm00008a008624,Zm00008a008631,Zm00008a008627,Zm00008a008636	Zm00008a008636	Sobic.002G128600.1	0.4663	OS02T0590400-03	0.8112
Cluster_0928	Zm00008a008638,Zm00008a008637	Zm00008a008637	Sobic.002G129000.1	0.1635	NA	NA
Cluster_0929	Zm00008a006576,Zm00008a006582,Zm00008a006581	Zm00008a006576	Sobic.006G174600.1	0.6502	OS04T0556500-01	1.4699
Cluster_0929	Zm00008a006576,Zm00008a006582,Zm00008a006581	Zm00008a006581	Sobic.006G174000.1	0.2559	NA	NA
Cluster_0930	Zm00008a008655,Zm00008a008651	Zm00008a008651	Sobic.002G125300.1	0.3940	OS07T0448100-01	1.4723
Cluster_0932	Zm00008a006583,Zm00008a006579	Zm00008a006579	Sobic.006G173800.1	0.1894	NA	NA
Cluster_0932	Zm00008a006583,Zm00008a006579	Zm00008a006583	Sobic.006G173700.1	0.1515	NA	NA
Cluster_0933	Zm00008a008680,Zm00008a008679	Zm00008a008679	Sobic.002G085700.1	0.5309	NA	NA
Cluster_0934	Zm00008a008691,Zm00008a008692	Zm00008a008691	Sobic.002G092200.2	0.1223	OS07T0249200-02	0.5267
Cluster_0938	Zm00008a008761,Zm00008a008762	Zm00008a008761	Sobic.002G165800.2	0.2041	OS06T0485100-03	0.7942
Cluster_0940	Zm00008a006598,Zm00008a006599	Zm00008a006598	Sobic.006G171900.1	0.1769	NA	NA
Cluster_0940	Zm00008a006598,Zm00008a006599	Zm00008a006599	Sobic.006G171801.1	0.2236	NA	NA
Cluster_0941	Zm00008a006601,Zm00008a006603	Zm00008a006601	Sobic.006G171600.1	0.3543	OS02T0659100-01	3.7537
Cluster_0941	Zm00008a006601,Zm00008a006603	Zm00008a006603	Sobic.006G171500.2	0.8133	NA	NA
Cluster_0942	Zm00008a005955,Zm00008a005956	Zm00008a005955	Sobic.006G265000.1	0.4428	NA	NA
Cluster_0944	Zm00008a005960,Zm00008a005957	Zm00008a005957	Sobic.006G264300.3	0.1204	OS04T0674400-01	0.5491
Cluster_0945	Zm00008a008808,Zm00008a008809	Zm00008a008809	Sobic.002G186100.1	0.5797	NA	NA
Cluster_0947	Zm00008a008828,Zm00008a008825	Zm00008a008825	Sobic.002G187100.1	0.4869	NA	NA
Cluster_0947	Zm00008a008828,Zm00008a008825	Zm00008a008828	Sobic.002G187200.1	0.2246	NA	NA
Cluster_0948	Zm00008a008838,Zm00008a008835	Zm00008a008835	Sobic.002G188800.1	0.4556	OS04T0305700-01	3.4534
Cluster_0950	Zm00008a008856,Zm00008a008855	Zm00008a008855	Sobic.002G195000.1	1.2989	NA	NA
Cluster_0950	Zm00008a008856,Zm00008a008855	Zm00008a008856	NA	NA	OS09T0397700-02	99.0000
Cluster_0952	Zm00008a008884,Zm00008a008896	Zm00008a008884	Sobic.002G198500.1	0.3341	OS09T0410700-00	1.2384
Cluster_0952	Zm00008a008884,Zm00008a008896	Zm00008a008896	Sobic.002G202600.1	0.2714	NA	NA
Cluster_0953	Zm00008a008920,Zm00008a008919	Zm00008a008919	Sobic.002G204700.1	0.4862	OS09T0421600-00	1.6026
Cluster_0954	Zm00008a008927,Zm00008a008926	Zm00008a008926	Sobic.002G209100.1	0.2663	NA	NA
Cluster_0954	Zm00008a008927,Zm00008a008926	Zm00008a008927	Sobic.002G209200.1	0.1557	NA	NA
Cluster_0955	Zm00008a008933,Zm00008a008934	Zm00008a008933	Sobic.005G196300.1	0.5097	NA	NA
Cluster_0955	Zm00008a008933,Zm00008a008934	Zm00008a008934	Sobic.002G108900.1	0.3421	NA	NA
Cluster_0956	Zm00008a008938,Zm00008a008935,Zm00008a008936	Zm00008a008935	Sobic.002G209800.1	0.1373	OS09T0431750-00	3.0054
Cluster_0960	Zm00008a008997,Zm00008a008998	Zm00008a008998	Sobic.002G223100.2	0.3649	NA	NA
Cluster_0961	Zm00008a009002,Zm00008a009001	Zm00008a009001	Sobic.002G222700.1	0.3426	OS09T0452800-01	1.3607
Cluster_0961	Zm00008a009002,Zm00008a009001	Zm00008a009002	Sobic.002G222600.1	0.4055	NA	NA
Cluster_0962	Zm00008a009003,Zm00008a009004	Zm00008a009004	Sobic.002G123600.3	1.0051	NA	NA
Cluster_0963	Zm00008a009015,Zm00008a009016	Zm00008a009015	Sobic.002G220000.1	0.1383	NA	NA
Cluster_0966	Zm00008a006614,Zm00008a006630,Zm00008a006629	Zm00008a006614	Sobic.006G170000.1	0.3530	NA	NA
Cluster_0966	Zm00008a006614,Zm00008a006630,Zm00008a006629	Zm00008a006629	Sobic.006G168200.1	0.4438	NA	NA
Cluster_0967	Zm00008a009038,Zm00008a009043,Zm00008a009042	Zm00008a009042	Sobic.002G228200.1	0.3660	NA	NA
Cluster_0967	Zm00008a009038,Zm00008a009043,Zm00008a009042	Zm00008a009043	Sobic.002G228500.1	0.3578	NA	NA
Cluster_0969	Zm00008a009059,Zm00008a009060	Zm00008a009059	Sobic.002G230900.1	0.2269	OS09T0466100-02	0.8605
Cluster_0973	Zm00008a009091,Zm00008a009092,Zm00008a009093	Zm00008a009091	Sobic.002G238100.1	0.4095	NA	NA
Cluster_0973	Zm00008a009091,Zm00008a009092,Zm00008a009093	Zm00008a009093	Sobic.002G238400.2	0.1214	OS09T0478400-01	0.3373
Cluster_0974	Zm00008a006637,Zm00008a006636	Zm00008a006636	Sobic.006G166800.1	0.3037	OS02T0653200-01	1.5581
Cluster_0974	Zm00008a006637,Zm00008a006636	Zm00008a006637	Sobic.006G166700.1	0.2958	NA	NA
Cluster_0979	Zm00008a009163,Zm00008a009164	Zm00008a009163	Sobic.002G255700.1	0.3513	OS09T0502500-01	1.9299
Cluster_0979	Zm00008a009163,Zm00008a009164	Zm00008a009164	Sobic.002G256300.1	0.0920	OS09T0504700-01	1.1793
Cluster_0981	Zm00008a009188,Zm00008a009187	Zm00008a009187	Sobic.002G259400.1	0.1871	NA	NA
Cluster_0983	Zm00008a009199,Zm00008a009200	Zm00008a009200	Sobic.002G262100.1	0.1550	NA	NA
Cluster_0984	Zm00008a009218,Zm00008a009217	Zm00008a009217	Sobic.002G265400.1	0.3881	NA	NA
Cluster_0984	Zm00008a009218,Zm00008a009217	Zm00008a009218	Sobic.002G265900.1	0.2666	NA	NA
Cluster_0985	Zm00008a009228,Zm00008a009227	Zm00008a009227	Sobic.002G267600.1	0.6633	NA	NA
Cluster_0985	Zm00008a009228,Zm00008a009227	Zm00008a009228	Sobic.009G187600.3	1.8631	NA	NA
Cluster_0987	Zm00008a009245,Zm00008a009244	Zm00008a009244	Sobic.007G193800.1	0.2018	NA	NA
Cluster_0988	Zm00008a009254,Zm00008a009248,Zm00008a009253	Zm00008a009248	Sobic.002G272700.1	0.3401	NA	NA
Cluster_0988	Zm00008a009254,Zm00008a009248,Zm00008a009253	Zm00008a009253	Sobic.002G273800.1	0.2199	NA	NA
Cluster_0988	Zm00008a009254,Zm00008a009248,Zm00008a009253	Zm00008a009254	NA	NA	OS09T0530300-01	1.4382
Cluster_0990	Zm00008a009292,Zm00008a009293	Zm00008a009292	Sobic.002G282100.1	0.4084	OS09T0542700-00	1.3662
Cluster_0991	Zm00008a009300,Zm00008a009298,Zm00008a009299,Zm00008a009296	Zm00008a009298	Sobic.002G283000.1	0.5070	OS09T0544000-01	3.6261
Cluster_0992	Zm00008a009308,Zm00008a009309,Zm00008a009317,Zm00008a009316,Zm00008a009315,Zm00008a009314,Zm00008a009313,Zm00008a009312,Zm00008a009311,Zm00008a009310	Zm00008a009315	Sobic.002G285800.1	0.4338	NA	NA
Cluster_0994	Zm00008a009335,Zm00008a009334	Zm00008a009335	Sobic.002G290100.1	0.1513	NA	NA
Cluster_0995	Zm00008a009337,Zm00008a009338	Zm00008a009338	Sobic.002G290400.1	0.1804	NA	NA
Cluster_0996	Zm00008a009368,Zm00008a009369,Zm00008a009367	Zm00008a009367	Sobic.002G296900.2	0.1830	NA	NA
Cluster_0996	Zm00008a009368,Zm00008a009369,Zm00008a009367	Zm00008a009369	Sobic.002G297000.1	0.1736	NA	NA
Cluster_0997	Zm00008a009395,Zm00008a009394	Zm00008a009394	Sobic.002G303300.1	0.2975	OS07T0483500-02	0.6427
Cluster_1001	Zm00008a009419,Zm00008a009420	Zm00008a009419	Sobic.002G307700.1	nan	NA	NA
Cluster_1002	Zm00008a006666,Zm00008a006667	Zm00008a006666	Sobic.006G162400.1	0.2969	OS04T0539100-01	1.0651
Cluster_1002	Zm00008a006666,Zm00008a006667	Zm00008a006667	Sobic.006G162300.3	0.2406	NA	NA
Cluster_1005	Zm00008a009454,Zm00008a009449,Zm00008a009448,Zm00008a009452,Zm00008a009453	Zm00008a009454	Sobic.002G312000.1	0.2099	OS07T0503900-01	1.1650
Cluster_1006	Zm00008a009479,Zm00008a009480	Zm00008a009479	Sobic.002G317500.1	0.5230	NA	NA
Cluster_1007	Zm00008a009482,Zm00008a009481	Zm00008a009482	Sobic.002G318300.1	0.2681	NA	NA
Cluster_1008	Zm00008a009506,Zm00008a009507	Zm00008a009506	Sobic.002G326000.1	0.3881	NA	NA
Cluster_1008	Zm00008a009506,Zm00008a009507	Zm00008a009507	Sobic.002G326100.1	0.2686	NA	NA
Cluster_1009	Zm00008a009515,Zm00008a009514,Zm00008a009510,Zm00008a009513,Zm00008a009512,Zm00008a009508,Zm00008a009509	Zm00008a009512	Sobic.002G327201.1	0.4428	NA	NA
Cluster_1011	Zm00008a009526,Zm00008a009527	Zm00008a009527	Sobic.002G330600.1	0.1411	NA	NA
Cluster_1014	Zm00008a009558,Zm00008a009561,Zm00008a009562,Zm00008a009553,Zm00008a009552,Zm00008a009554,Zm00008a009557	Zm00008a009554	Sobic.002G338100.1	0.1473	OS07T0558500-01	0.5043
Cluster_1014	Zm00008a009558,Zm00008a009561,Zm00008a009562,Zm00008a009553,Zm00008a009552,Zm00008a009554,Zm00008a009557	Zm00008a009558	Sobic.002G339300.1	0.0730	NA	NA
Cluster_1015	Zm00008a006675,Zm00008a006676	Zm00008a006676	Sobic.006G161500.1	0.1004	NA	NA
Cluster_1016	Zm00008a009586,Zm00008a009585,Zm00008a009590	Zm00008a009586	Sobic.002G343600.1	0.4249	OS07T0568700-02	1.2034
Cluster_1020	Zm00008a009641,Zm00008a009640	Zm00008a009640	Sobic.002G369600.1	0.5345	OS07T0148200-01	0.8535
Cluster_1027	Zm00008a009696,Zm00008a009695	Zm00008a009695	Sobic.002G362700.1	0.1490	NA	NA
Cluster_1028	Zm00008a009704,Zm00008a009703	Zm00008a009703	Sobic.004G234100.1	0.1691	NA	NA
Cluster_1028	Zm00008a009704,Zm00008a009703	Zm00008a009704	Sobic.004G234000.1	0.3477	OS02T0751900-01	2.1443
Cluster_1034	Zm00008a009743,Zm00008a009744	Zm00008a009743	Sobic.002G368800.1	0.2708	OS01T0341200-01	1.5493
Cluster_1036	Zm00008a009775,Zm00008a009774,Zm00008a009776	Zm00008a009776	Sobic.002G374500.1	0.3254	NA	NA
Cluster_1037	Zm00008a006696,Zm00008a006695	Zm00008a006695	Sobic.006G159200.1	0.9738	NA	NA
Cluster_1037	Zm00008a006696,Zm00008a006695	Zm00008a006696	Sobic.006G159100.1	0.3409	OS04T0532800-01	1.8735
Cluster_1038	Zm00008a006701,Zm00008a006699,Zm00008a006698	Zm00008a006699	Sobic.006G158600.1	0.2522	NA	NA
Cluster_1038	Zm00008a006701,Zm00008a006699,Zm00008a006698	Zm00008a006701	Sobic.006G158500.1	0.2020	NA	NA
Cluster_1039	Zm00008a009823,Zm00008a009822,Zm00008a009824	Zm00008a009822	Sobic.002G392100.1	0.5093	OS07T0639000-01	2.3885
Cluster_1039	Zm00008a009823,Zm00008a009822,Zm00008a009824	Zm00008a009823	Sobic.002G391800.1	1.1497	NA	NA
Cluster_1040	Zm00008a009833,Zm00008a009834	Zm00008a009833	Sobic.002G388900.1	0.6100	NA	NA
Cluster_1042	Zm00008a009874,Zm00008a009875	Zm00008a009874	Sobic.002G400400.1	0.5138	NA	NA
Cluster_1043	Zm00008a009895,Zm00008a009896	Zm00008a009895	Sobic.002G405100.2	0.1737	NA	NA
Cluster_1045	Zm00008a009920,Zm00008a009922	Zm00008a009922	Sobic.002G412300.2	0.2481	NA	NA
Cluster_1046	Zm00008a009919,Zm00008a009921	Zm00008a009921	Sobic.002G412200.1	0.1594	OS07T0671100-01	1.9279
Cluster_1050	Zm00008a006714,Zm00008a006715	Zm00008a006714	Sobic.006G156600.2	0.1114	NA	NA
Cluster_1050	Zm00008a006714,Zm00008a006715	Zm00008a006715	Sobic.006G156300.1	0.1111	NA	NA
Cluster_1051	Zm00008a009988,Zm00008a009989	Zm00008a009988	Sobic.002G229500.1	2.6071	NA	NA
Cluster_1053	Zm00008a009999,Zm00008a009998,Zm00008a010001,Zm00008a010000	Zm00008a009999	Sobic.002G429400.2	0.2777	OS07T0693800-02	3.7609
Cluster_1053	Zm00008a009999,Zm00008a009998,Zm00008a010001,Zm00008a010000	Zm00008a010001	Sobic.002G430100.1	0.3735	OS07T0693800-01	2.7239
Cluster_1054	Zm00008a010022,Zm00008a010020	Zm00008a010020	Sobic.005G089200.1	0.6581	OS11T0239500-01	2.0055
