Cluster_ID	Genes	Maize_Gene	Best_Sb	Best_Sb_dS	Best_Os	Best_Os_dS
Cluster_0508	Zm00001d029700,Zm00001d029701,Zm00001d029702,Zm00001d029703,Zm00001d029704,Zm00001d029706,Zm00001d029707,Zm00001d029708,Zm00001d029696,Zm00001d029699	Zm00001d029699	Sobic.001G318500.1	0.6092	NA	NA
Cluster_0508	Zm00001d029700,Zm00001d029701,Zm00001d029702,Zm00001d029703,Zm00001d029704,Zm00001d029706,Zm00001d029707,Zm00001d029708,Zm00001d029696,Zm00001d029699	Zm00001d029700	Sobic.001G318700.1	0.3797	NA	NA
Cluster_0508	Zm00001d029700,Zm00001d029701,Zm00001d029702,Zm00001d029703,Zm00001d029704,Zm00001d029706,Zm00001d029707,Zm00001d029708,Zm00001d029696,Zm00001d029699	Zm00001d029701	Sobic.001G318600.2	0.5618	NA	NA
Cluster_0508	Zm00001d029700,Zm00001d029701,Zm00001d029702,Zm00001d029703,Zm00001d029704,Zm00001d029706,Zm00001d029707,Zm00001d029708,Zm00001d029696,Zm00001d029699	Zm00001d029703	Sobic.001G318200.1	0.3371	NA	NA
Cluster_0508	Zm00001d029700,Zm00001d029701,Zm00001d029702,Zm00001d029703,Zm00001d029704,Zm00001d029706,Zm00001d029707,Zm00001d029708,Zm00001d029696,Zm00001d029699	Zm00001d029704	Sobic.001G317600.1	0.2927	NA	NA
Cluster_0508	Zm00001d029700,Zm00001d029701,Zm00001d029702,Zm00001d029703,Zm00001d029704,Zm00001d029706,Zm00001d029707,Zm00001d029708,Zm00001d029696,Zm00001d029699	Zm00001d029707	Sobic.001G317300.1	0.3054	NA	NA
Cluster_0509	Zm00001d027580,Zm00001d027578	Zm00001d027580	Sobic.001G512300.1	0.1962	NA	NA
Cluster_0510	Zm00001d029720,Zm00001d029721	Zm00001d029720	Sobic.001G316100.1	0.3993	NA	NA
Cluster_0510	Zm00001d029720,Zm00001d029721	Zm00001d029721	Sobic.001G316000.1	0.2256	NA	NA
Cluster_0511	Zm00001d029730,Zm00001d029729	Zm00001d029730	Sobic.001G315200.1	0.6153	NA	NA
Cluster_0513	Zm00001d029793,Zm00001d029801,Zm00001d029799	Zm00001d029801	Sobic.001G310300.1	0.5396	OS10T0543800-00	1.9906
Cluster_0514	Zm00001d027599,Zm00001d027604,Zm00001d027605,Zm00001d027601	Zm00001d027599	Sobic.001G510300.1	0.3427	NA	NA
Cluster_0514	Zm00001d027599,Zm00001d027604,Zm00001d027605,Zm00001d027601	Zm00001d027601	Sobic.001G510400.1	0.3292	NA	NA
Cluster_0516	Zm00001d029857,Zm00001d029858,Zm00001d029859	Zm00001d029857	Sobic.010G003600.1	3.8664	OS06T0104800-00	2.6064
Cluster_0517	Zm00001d027621,Zm00001d027622	Zm00001d027621	Sobic.001G508532.1	0.3278	NA	NA
Cluster_0517	Zm00001d027621,Zm00001d027622	Zm00001d027622	Sobic.001G508466.1	0.1320	NA	NA
Cluster_0518	Zm00001d029906,Zm00001d029899,Zm00001d029903,Zm00001d029913,Zm00001d029907	Zm00001d029903	Sobic.001G300500.1	0.3589	NA	NA
Cluster_0518	Zm00001d029906,Zm00001d029899,Zm00001d029903,Zm00001d029913,Zm00001d029907	Zm00001d029906	Sobic.001G300900.2	0.2298	NA	NA
Cluster_0518	Zm00001d029906,Zm00001d029899,Zm00001d029903,Zm00001d029913,Zm00001d029907	Zm00001d029907	Sobic.001G301000.1	1.1424	NA	NA
Cluster_0518	Zm00001d029906,Zm00001d029899,Zm00001d029903,Zm00001d029913,Zm00001d029907	Zm00001d029913	Sobic.001G301600.1	0.9457	NA	NA
Cluster_0519	Zm00001d029922,Zm00001d029924	Zm00001d029922	Sobic.001G302400.1	0.3414	NA	NA
Cluster_0519	Zm00001d029922,Zm00001d029924	Zm00001d029924	Sobic.001G302500.1	0.3725	NA	NA
Cluster_0520	Zm00001d029933,Zm00001d029932	Zm00001d029932	Sobic.001G302800.1	0.4969	NA	NA
Cluster_0521	Zm00001d029973,Zm00001d029972	Zm00001d029972	Sobic.002G229500.1	3.3087	NA	NA
Cluster_0522	Zm00001d027643,Zm00001d027642,Zm00001d027638,Zm00001d027639	Zm00001d027638	Sobic.001G506900.1	0.3406	NA	NA
Cluster_0522	Zm00001d027643,Zm00001d027642,Zm00001d027638,Zm00001d027639	Zm00001d027639	Sobic.001G506800.1	0.3564	NA	NA
Cluster_0522	Zm00001d027643,Zm00001d027642,Zm00001d027638,Zm00001d027639	Zm00001d027642	Sobic.001G506600.1	0.6240	NA	NA
Cluster_0522	Zm00001d027643,Zm00001d027642,Zm00001d027638,Zm00001d027639	Zm00001d027643	Sobic.001G506500.1	0.5519	OS03T0144500-01	1.5750
Cluster_0525	Zm00001d002319,Zm00001d002320	Zm00001d002319	Sobic.006G214500.1	0.1918	OS04T0615100-01	0.7780
Cluster_0526	Zm00001d004305,Zm00001d004306,Zm00001d004301,Zm00001d004308	Zm00001d004301	Sobic.006G027300.1	0.4914	OS04T0185600-00	1.3198
Cluster_0526	Zm00001d004305,Zm00001d004306,Zm00001d004301,Zm00001d004308	Zm00001d004305	Sobic.006G026900.1	0.3857	OS04T0186800-00	1.8190
Cluster_0527	Zm00001d004326,Zm00001d004322	Zm00001d004326	Sobic.006G026200.1	0.3644	NA	NA
Cluster_0528	Zm00001d004331,Zm00001d004328	Zm00001d004328	Sobic.006G026100.2	0.2839	NA	NA
Cluster_0530	Zm00001d004364,Zm00001d004371,Zm00001d004355	Zm00001d004355	Sobic.006G023000.1	0.8625	NA	NA
Cluster_0531	Zm00001d002349,Zm00001d002350,Zm00001d002351	Zm00001d002349	Sobic.006G211500.1	0.1260	NA	NA
Cluster_0531	Zm00001d002349,Zm00001d002350,Zm00001d002351	Zm00001d002350	Sobic.006G211400.1	0.2594	NA	NA
Cluster_0532	Zm00001d004387,Zm00001d004389,Zm00001d004388	Zm00001d004387	Sobic.006G021000.1	0.5809	NA	NA
Cluster_0533	Zm00001d004414,Zm00001d004417	Zm00001d004414	Sobic.006G016800.1	0.3199	NA	NA
Cluster_0537	Zm00001d004457,Zm00001d004458	Zm00001d004458	Sobic.006G013500.1	0.2077	NA	NA
Cluster_0541	Zm00001d002393,Zm00001d002394	Zm00001d002394	Sobic.006G207000.1	0.2146	OS04T0606200-01	1.5534
Cluster_0542	Zm00001d001800,Zm00001d001802	Zm00001d001800	Sobic.006G270500.1	0.1334	NA	NA
Cluster_0544	Zm00001d002399,Zm00001d002402	Zm00001d002402	Sobic.006G206700.1	0.2641	OS04T0605300-01	1.0346
Cluster_0545	Zm00001d004589,Zm00001d004572,Zm00001d004586,Zm00001d004591	Zm00001d004586	Sobic.004G191600.1	0.1795	NA	NA
Cluster_0546	Zm00001d002409,Zm00001d002412,Zm00001d002410	Zm00001d002412	Sobic.006G205500.1	0.3107	NA	NA
Cluster_0549	Zm00001d002435,Zm00001d002434,Zm00001d002436	Zm00001d002434	Sobic.006G203000.1	0.4539	NA	NA
Cluster_0549	Zm00001d002435,Zm00001d002434,Zm00001d002436	Zm00001d002435	Sobic.006G202600.1	0.3628	NA	NA
Cluster_0549	Zm00001d002435,Zm00001d002434,Zm00001d002436	Zm00001d002436	Sobic.006G202500.1	0.2994	NA	NA
Cluster_0550	Zm00001d002446,Zm00001d002447	Zm00001d002447	Sobic.006G201700.1	0.1775	NA	NA
Cluster_0553	Zm00001d004689,Zm00001d004687	Zm00001d004687	Sobic.005G101900.1	0.3896	NA	NA
Cluster_0555	Zm00001d004721,Zm00001d004728,Zm00001d004730,Zm00001d004729,Zm00001d004725	Zm00001d004721	Sobic.005G066000.1	0.1592	NA	NA
Cluster_0555	Zm00001d004721,Zm00001d004728,Zm00001d004730,Zm00001d004729,Zm00001d004725	Zm00001d004730	Sobic.005G065700.1	0.2117	NA	NA
Cluster_0556	Zm00001d002473,Zm00001d002474	Zm00001d002474	Sobic.006G200200.1	0.3962	NA	NA
Cluster_0557	Zm00001d002482,Zm00001d002476	Zm00001d002476	Sobic.006G199800.1	0.4528	OS04T0594100-01	1.6683
Cluster_0558	Zm00001d004754,Zm00001d004753,Zm00001d004758	Zm00001d004753	Sobic.005G061700.1	0.6670	OS11T0180000-01	99.0000
Cluster_0558	Zm00001d004754,Zm00001d004753,Zm00001d004758	Zm00001d004758	Sobic.005G061200.1	1.9090	OS11T0179700-00	2.9715
Cluster_0559	Zm00001d004763,Zm00001d004768	Zm00001d004763	Sobic.001G014700.1	0.7616	OS03T0845600-01	1.5111
Cluster_0559	Zm00001d004763,Zm00001d004768	Zm00001d004768	Sobic.005G228900.1	1.4466	OS11T0704600-01	3.7155
Cluster_0562	Zm00001d004796,Zm00001d004797,Zm00001d004794	Zm00001d004796	Sobic.009G194100.2	0.6058	NA	NA
Cluster_0564	Zm00001d001818,Zm00001d001817	Zm00001d001817	Sobic.006G268800.1	0.2888	NA	NA
Cluster_0566	Zm00001d004841,Zm00001d004839	Zm00001d004839	Sobic.006G216600.1	1.4501	NA	NA
Cluster_0567	Zm00001d002514,Zm00001d002515	Zm00001d002514	Sobic.006G195200.1	0.2892	NA	NA
Cluster_0567	Zm00001d002514,Zm00001d002515	Zm00001d002515	Sobic.006G195000.1	0.2027	NA	NA
Cluster_0568	Zm00001d004882,Zm00001d004881	Zm00001d004881	Sobic.005G042800.1	0.4612	NA	NA
Cluster_0568	Zm00001d004882,Zm00001d004881	Zm00001d004882	Sobic.005G042700.1	1.0376	NA	NA
Cluster_0569	Zm00001d004887,Zm00001d004884,Zm00001d004888	Zm00001d004887	Sobic.009G194100.2	0.6209	NA	NA
Cluster_0570	Zm00001d002523,Zm00001d002522,Zm00001d002521,Zm00001d002520,Zm00001d002530	Zm00001d002521	Sobic.006G194100.1	0.2405	NA	NA
Cluster_0570	Zm00001d002523,Zm00001d002522,Zm00001d002521,Zm00001d002520,Zm00001d002530	Zm00001d002522	Sobic.006G194000.1	0.6398	NA	NA
Cluster_0570	Zm00001d002523,Zm00001d002522,Zm00001d002521,Zm00001d002520,Zm00001d002530	Zm00001d002530	Sobic.006G193600.1	0.1440	NA	NA
Cluster_0575	Zm00001d004978,Zm00001d004977	Zm00001d004978	Sobic.005G028800.1	0.1590	NA	NA
Cluster_0576	Zm00001d002553,Zm00001d002551	Zm00001d002553	Sobic.004G140400.1	0.2042	NA	NA
Cluster_0577	Zm00001d004994,Zm00001d004995	Zm00001d004995	Sobic.005G025100.1	1.1478	OS11T0442900-01	1.5873
Cluster_0578	Zm00001d002556,Zm00001d002557	Zm00001d002556	Sobic.006G190850.1	0.5647	NA	NA
Cluster_0578	Zm00001d002556,Zm00001d002557	Zm00001d002557	Sobic.006G190700.1	0.6134	NA	NA
Cluster_0579	Zm00001d005001,Zm00001d005002	Zm00001d005001	Sobic.005G024900.1	0.3242	NA	NA
Cluster_0580	Zm00001d005012,Zm00001d005013	Zm00001d005013	Sobic.005G021500.1	0.1414	NA	NA
Cluster_0582	Zm00001d005056,Zm00001d005057	Zm00001d005056	Sobic.005G014200.1	0.6330	OS11T0116600-00	3.1399
Cluster_0582	Zm00001d005056,Zm00001d005057	Zm00001d005057	Sobic.005G013400.1	0.5548	NA	NA
Cluster_0583	Zm00001d002570,Zm00001d002572	Zm00001d002570	Sobic.006G189300.1	0.2703	NA	NA
Cluster_0586	Zm00001d005075,Zm00001d005076,Zm00001d005077	Zm00001d005075	Sobic.001G086700.1	0.5357	NA	NA
Cluster_0587	Zm00001d002576,Zm00001d002568	Zm00001d002568	Sobic.006G189700.1	0.5197	NA	NA
Cluster_0587	Zm00001d002576,Zm00001d002568	Zm00001d002576	Sobic.006G188700.1	0.3400	NA	NA
Cluster_0588	Zm00001d001835,Zm00001d001833	Zm00001d001835	Sobic.006G266800.1	0.3223	NA	NA
Cluster_0589	Zm00001d005190,Zm00001d005189	Zm00001d005189	Sobic.002G083100.1	0.5344	NA	NA
Cluster_0589	Zm00001d005190,Zm00001d005189	Zm00001d005190	Sobic.002G083000.1	0.3719	OS07T0232900-01	1.1420
Cluster_0592	Zm00001d005307,Zm00001d005300	Zm00001d005300	Sobic.002G141300.1	0.4083	OS09T0106700-01	3.4805
Cluster_0592	Zm00001d005307,Zm00001d005300	Zm00001d005307	Sobic.002G139800.1	0.3888	NA	NA
Cluster_0593	Zm00001d002618,Zm00001d002620	Zm00001d002618	Sobic.006G184800.1	0.3518	NA	NA
Cluster_0593	Zm00001d002618,Zm00001d002620	Zm00001d002620	Sobic.006G184700.1	0.3010	OS04T0572200-00	1.0513
Cluster_0594	Zm00001d005324,Zm00001d005325	Zm00001d005324	Sobic.002G137100.2	0.1600	NA	NA
Cluster_0597	Zm00001d005391,Zm00001d005375,Zm00001d005381	Zm00001d005391	Sobic.002G130700.1	0.4159	NA	NA
Cluster_0598	Zm00001d005378,Zm00001d005377,Zm00001d005383,Zm00001d005392	Zm00001d005392	Sobic.002G128600.1	0.3662	OS02T0590400-03	0.7850
Cluster_0599	Zm00001d002626,Zm00001d002629	Zm00001d002626	Sobic.006G184000.1	0.1969	NA	NA
Cluster_0599	Zm00001d002626,Zm00001d002629	Zm00001d002629	Sobic.006G183900.1	0.2426	NA	NA
Cluster_0600	Zm00001d005421,Zm00001d005410	Zm00001d005410	Sobic.002G125300.1	0.3940	OS07T0448100-01	1.4723
Cluster_0602	Zm00001d005465,Zm00001d005464	Zm00001d005464	Sobic.002G091200.1	1.1561	OS07T0247000-02	2.0523
Cluster_0602	Zm00001d005465,Zm00001d005464	Zm00001d005465	Sobic.002G091300.1	0.8507	NA	NA
Cluster_0604	Zm00001d002625,Zm00001d002631	Zm00001d002631	Sobic.006G183500.1	0.1120	OS04T0569400-00	0.5150
Cluster_0605	Zm00001d005615,Zm00001d005616	Zm00001d005615	Sobic.002G172800.1	0.1299	OS09T0327500-00	0.7565
Cluster_0605	Zm00001d005615,Zm00001d005616	Zm00001d005616	Sobic.002G172900.2	0.2147	NA	NA
Cluster_0606	Zm00001d005680,Zm00001d005678	Zm00001d005678	Sobic.002G187100.1	0.2853	NA	NA
Cluster_0606	Zm00001d005680,Zm00001d005678	Zm00001d005680	Sobic.002G187200.1	0.2034	NA	NA
Cluster_0608	Zm00001d005719,Zm00001d005722,Zm00001d005717,Zm00001d005716	Zm00001d005716	Sobic.002G194900.3	0.9730	OS09T0397700-02	2.4179
Cluster_0608	Zm00001d005719,Zm00001d005722,Zm00001d005717,Zm00001d005716	Zm00001d005722	Sobic.002G195000.1	1.9311	NA	NA
Cluster_0609	Zm00001d005750,Zm00001d005740	Zm00001d005740	Sobic.002G198500.1	0.3796	OS09T0410700-00	1.2674
Cluster_0609	Zm00001d005750,Zm00001d005740	Zm00001d005750	Sobic.002G202600.1	0.3122	NA	NA
Cluster_0610	Zm00001d005782,Zm00001d005783	Zm00001d005782	Sobic.002G209100.1	0.2641	NA	NA
Cluster_0610	Zm00001d005782,Zm00001d005783	Zm00001d005783	Sobic.002G209200.1	0.1479	NA	NA
Cluster_0611	Zm00001d005788,Zm00001d005786,Zm00001d005787	Zm00001d005786	Sobic.002G209800.1	0.1373	OS09T0431750-00	3.0054
Cluster_0614	Zm00001d005860,Zm00001d005859	Zm00001d005859	Sobic.002G222700.1	0.2760	OS09T0452800-01	1.1564
Cluster_0614	Zm00001d005860,Zm00001d005859	Zm00001d005860	Sobic.002G222600.1	0.4666	NA	NA
Cluster_0615	Zm00001d005878,Zm00001d005879	Zm00001d005878	Sobic.002G220000.1	0.1147	NA	NA
Cluster_0616	Zm00001d005905,Zm00001d005910,Zm00001d005909	Zm00001d005909	Sobic.002G228200.1	0.3289	NA	NA
Cluster_0616	Zm00001d005905,Zm00001d005910,Zm00001d005909	Zm00001d005910	Sobic.002G228500.1	0.3432	NA	NA
Cluster_0617	Zm00001d005933,Zm00001d005935,Zm00001d005934	Zm00001d005933	Sobic.002G231800.2	0.4053	NA	NA
Cluster_0618	Zm00001d005940,Zm00001d005936	Zm00001d005936	Sobic.002G232800.1	0.3429	NA	NA
Cluster_0618	Zm00001d005940,Zm00001d005936	Zm00001d005940	Sobic.002G233000.1	0.1959	NA	NA
Cluster_0620	Zm00001d005974,Zm00001d005973	Zm00001d005973	Sobic.002G238100.1	0.3056	NA	NA
Cluster_0621	Zm00001d002699,Zm00001d002698	Zm00001d002699	Sobic.006G176300.1	0.3059	NA	NA
Cluster_0622	Zm00001d006014,Zm00001d006013	Zm00001d006013	Sobic.002G245600.1	0.2876	OS09T0485800-01	1.8085
Cluster_0623	Zm00001d006035,Zm00001d006034	Zm00001d006034	Sobic.002G249000.1	0.1923	NA	NA
Cluster_0625	Zm00001d006066,Zm00001d006067	Zm00001d006066	Sobic.002G255500.3	nan	NA	NA
Cluster_0626	Zm00001d002708,Zm00001d002705	Zm00001d002705	Sobic.006G173800.1	0.1791	NA	NA
Cluster_0626	Zm00001d002708,Zm00001d002705	Zm00001d002708	Sobic.006G173700.1	0.1594	NA	NA
Cluster_0627	Zm00001d006145,Zm00001d006137,Zm00001d006140	Zm00001d006137	Sobic.002G265400.1	0.4807	NA	NA
Cluster_0628	Zm00001d006147,Zm00001d006142	Zm00001d006147	Sobic.002G266000.1	0.1173	OS09T0518500-01	0.4689
Cluster_0631	Zm00001d006170,Zm00001d006169	Zm00001d006169	Sobic.002G269100.1	0.3445	OS09T0522100-00	1.2821
Cluster_0631	Zm00001d006170,Zm00001d006169	Zm00001d006170	Sobic.002G269500.1	1.5324	NA	NA
Cluster_0632	Zm00001d006193,Zm00001d006199,Zm00001d006203	Zm00001d006193	Sobic.002G272700.1	0.3354	NA	NA
Cluster_0632	Zm00001d006193,Zm00001d006199,Zm00001d006203	Zm00001d006203	Sobic.002G273800.1	0.2068	OS09T0530300-01	1.4374
Cluster_0634	Zm00001d006260,Zm00001d006261,Zm00001d006263	Zm00001d006263	Sobic.002G283000.1	0.5175	OS09T0544000-01	3.6754
Cluster_0635	Zm00001d006278,Zm00001d006282,Zm00001d006283,Zm00001d006280,Zm00001d006281,Zm00001d006279,Zm00001d006285,Zm00001d006277,Zm00001d006276,Zm00001d006275,Zm00001d006274	Zm00001d006279	Sobic.002G285800.1	0.2975	NA	NA
Cluster_0639	Zm00001d006342,Zm00001d006341,Zm00001d006340	Zm00001d006340	Sobic.002G296900.2	0.1953	NA	NA
Cluster_0640	Zm00001d002729,Zm00001d002728,Zm00001d002727	Zm00001d002727	Sobic.006G171900.1	0.1857	NA	NA
Cluster_0640	Zm00001d002729,Zm00001d002728,Zm00001d002727	Zm00001d002729	Sobic.006G171801.1	0.1802	NA	NA
Cluster_0641	Zm00001d006370,Zm00001d006371	Zm00001d006371	Sobic.002G303300.1	0.2652	OS07T0483500-02	0.6157
Cluster_0643	Zm00001d002732,Zm00001d002731	Zm00001d002731	Sobic.006G171600.1	0.3705	OS02T0659100-01	3.7584
Cluster_0643	Zm00001d002732,Zm00001d002731	Zm00001d002732	Sobic.006G171500.2	0.7766	NA	NA
Cluster_0645	Zm00001d006449,Zm00001d006446,Zm00001d006450	Zm00001d006449	Sobic.002G311700.1	0.2563	NA	NA
Cluster_0645	Zm00001d006449,Zm00001d006446,Zm00001d006450	Zm00001d006450	Sobic.002G312000.1	0.2105	OS07T0503900-01	1.1194
Cluster_0650	Zm00001d006505,Zm00001d006506	Zm00001d006505	Sobic.002G320800.1	0.9052	OS07T0520600-02	2.2934
Cluster_0651	Zm00001d006516,Zm00001d006515	Zm00001d006515	Sobic.002G322500.1	0.6355	NA	NA
Cluster_0651	Zm00001d006516,Zm00001d006515	Zm00001d006516	Sobic.002G322600.1	0.5620	OS07T0524400-00	3.1533
Cluster_0652	Zm00001d006526,Zm00001d006525	Zm00001d006525	Sobic.002G326000.1	0.4637	NA	NA
Cluster_0652	Zm00001d006526,Zm00001d006525	Zm00001d006526	Sobic.002G326100.1	0.2672	NA	NA
Cluster_0653	Zm00001d006527,Zm00001d006531,Zm00001d006535,Zm00001d006536	Zm00001d006535	Sobic.002G327700.2	0.9490	NA	NA
Cluster_0656	Zm00001d002747,Zm00001d002744,Zm00001d002748	Zm00001d002744	Sobic.006G170100.1	0.2715	OS04T0550200-01	0.3462
Cluster_0656	Zm00001d002747,Zm00001d002744,Zm00001d002748	Zm00001d002747	Sobic.006G170000.1	0.3872	NA	NA
Cluster_0657	Zm00001d006684,Zm00001d006683	Zm00001d006683	Sobic.002G369600.1	0.5200	OS07T0148200-01	0.8653
Cluster_0661	Zm00001d006776,Zm00001d006777	Zm00001d006776	Sobic.002G366000.1	0.4323	NA	NA
Cluster_0662	Zm00001d006778,Zm00001d006779	Zm00001d006778	Sobic.002G366300.1	0.1655	NA	NA
Cluster_0663	Zm00001d002761,Zm00001d002760,Zm00001d002762	Zm00001d002760	Sobic.006G168200.1	0.4169	NA	NA
Cluster_0663	Zm00001d002761,Zm00001d002760,Zm00001d002762	Zm00001d002761	Sobic.006G167900.1	0.3549	NA	NA
Cluster_0665	Zm00001d006936,Zm00001d006937,Zm00001d006933	Zm00001d006933	Sobic.002G392100.1	0.5247	OS07T0639000-01	2.6549
Cluster_0665	Zm00001d006936,Zm00001d006937,Zm00001d006933	Zm00001d006936	Sobic.002G391800.1	1.2801	NA	NA
Cluster_0666	Zm00001d006941,Zm00001d006940	Zm00001d006941	Sobic.002G390400.1	0.1005	OS07T0637200-01	0.7259
Cluster_0667	Zm00001d006947,Zm00001d006948	Zm00001d006947	Sobic.002G388900.1	0.6156	NA	NA
Cluster_0669	Zm00001d007129,Zm00001d007125,Zm00001d007127	Zm00001d007129	Sobic.002G412300.2	0.2331	NA	NA
Cluster_0670	Zm00001d007160,Zm00001d007161	Zm00001d007161	Sobic.002G416700.1	0.6488	NA	NA
Cluster_0675	Zm00001d007227,Zm00001d007228	Zm00001d007228	Sobic.002G430100.1	0.3437	OS07T0693800-01	2.4386
Cluster_0676	Zm00001d007258,Zm00001d007257	Zm00001d007257	Sobic.005G089200.1	0.6121	NA	NA
Cluster_0676	Zm00001d007258,Zm00001d007257	Zm00001d007258	Sobic.005G089000.1	0.5394	OS11T0239500-01	1.4040
Cluster_0678	Zm00001d007334,Zm00001d007337	Zm00001d007334	Sobic.005G120900.1	0.4072	NA	NA
Cluster_0680	Zm00001d007349,Zm00001d007347	Zm00001d007347	Sobic.005G121700.1	0.4907	NA	NA
Cluster_0680	Zm00001d007349,Zm00001d007347	Zm00001d007349	Sobic.005G121800.1	0.4063	NA	NA
Cluster_0681	Zm00001d007367,Zm00001d007368	Zm00001d007367	Sobic.005G190700.1	0.5887	NA	NA
Cluster_0682	Zm00001d007403,Zm00001d007400	Zm00001d007400	Sobic.005G134400.2	1.7558	NA	NA
Cluster_0682	Zm00001d007403,Zm00001d007400	Zm00001d007403	Sobic.005G136200.1	3.2793	NA	NA
Cluster_0685	Zm00001d007467,Zm00001d007469,Zm00001d007468	Zm00001d007468	Sobic.005G153000.2	0.1613	NA	NA
Cluster_0686	Zm00001d007477,Zm00001d007474	Zm00001d007477	Sobic.005G155100.1	0.2650	OS10T0112700-01	0.6135
Cluster_0691	Zm00001d002812,Zm00001d002814	Zm00001d002812	Sobic.006G162400.1	0.2253	OS04T0539100-01	1.0187
Cluster_0691	Zm00001d002812,Zm00001d002814	Zm00001d002814	Sobic.006G162300.3	0.2018	NA	NA
Cluster_0692	Zm00001d007555,Zm00001d007531,Zm00001d007559,Zm00001d007548,Zm00001d007534	Zm00001d007531	Sobic.005G168000.1	0.1980	NA	NA
Cluster_0696	Zm00001d007603,Zm00001d007602	Zm00001d007603	Sobic.005G181700.1	0.8016	NA	NA
Cluster_0697	Zm00001d007623,Zm00001d007618,Zm00001d007620,Zm00001d007616,Zm00001d007604	Zm00001d007604	Sobic.005G186200.1	0.5503	NA	NA
Cluster_0698	Zm00001d007635,Zm00001d007632	Zm00001d007632	Sobic.005G195800.1	0.1722	NA	NA
Cluster_0699	Zm00001d007670,Zm00001d007672,Zm00001d007675,Zm00001d007658,Zm00001d007667,Zm00001d007665,Zm00001d007661	Zm00001d007661	Sobic.005G199400.1	0.1461	NA	NA
Cluster_0704	Zm00001d007757,Zm00001d007755	Zm00001d007755	Sobic.002G071000.1	0.1603	NA	NA
Cluster_0705	Zm00001d007762,Zm00001d007764	Zm00001d007762	Sobic.002G069000.2	0.1749	NA	NA
Cluster_0705	Zm00001d007762,Zm00001d007764	Zm00001d007764	Sobic.002G068800.1	0.2533	OS07T0194800-02	0.8242
Cluster_0706	Zm00001d007782,Zm00001d007777	Zm00001d007782	Sobic.002G063900.4	0.1399	OS07T0227700-01	0.6930
Cluster_0707	Zm00001d007780,Zm00001d007793,Zm00001d007790	Zm00001d007793	Sobic.002G060101.1	0.3958	NA	NA
Cluster_0708	Zm00001d007810,Zm00001d007819,Zm00001d007815	Zm00001d007819	Sobic.002G056200.1	0.5833	NA	NA
Cluster_0709	Zm00001d007843,Zm00001d007848	Zm00001d007843	Sobic.002G025000.1	1.3247	NA	NA
Cluster_0711	Zm00001d007908,Zm00001d007909	Zm00001d007908	Sobic.002G041800.1	0.4155	NA	NA
Cluster_0712	Zm00001d007924,Zm00001d007918	Zm00001d007918	Sobic.002G040500.1	0.3762	NA	NA
Cluster_0712	Zm00001d007924,Zm00001d007918	Zm00001d007924	Sobic.002G000400.1	0.4665	NA	NA
Cluster_0715	Zm00001d002848,Zm00001d002845,Zm00001d002847	Zm00001d002847	Sobic.006G158600.1	0.2522	NA	NA
Cluster_0715	Zm00001d002848,Zm00001d002845,Zm00001d002847	Zm00001d002848	Sobic.006G158500.1	0.2020	NA	NA
Cluster_0718	Zm00001d002893,Zm00001d002888	Zm00001d002888	Sobic.006G276600.1	0.7409	OS04T0687800-01	2.2410
Cluster_0718	Zm00001d002893,Zm00001d002888	Zm00001d002893	Sobic.006G277100.1	0.5940	NA	NA
Cluster_0719	Zm00001d002901,Zm00001d002899,Zm00001d002898,Zm00001d002897,Zm00001d002902	Zm00001d002897	Sobic.006G277500.1	0.5981	NA	NA
Cluster_0719	Zm00001d002901,Zm00001d002899,Zm00001d002898,Zm00001d002897,Zm00001d002902	Zm00001d002899	Sobic.006G277600.1	0.5408	NA	NA
Cluster_0720	Zm00001d002905,Zm00001d002906	Zm00001d002905	Sobic.006G278000.1	0.2928	OS04T0689400-01	1.1109
Cluster_0720	Zm00001d002905,Zm00001d002906	Zm00001d002906	Sobic.006G278100.1	0.7365	NA	NA
Cluster_0723	Zm00001d002907,Zm00001d002915	Zm00001d002915	Sobic.008G098600.2	0.3446	OS12T0488800-01	0.9884
Cluster_0724	Zm00001d001908,Zm00001d001909,Zm00001d001910	Zm00001d001909	Sobic.006G258800.1	0.1751	NA	NA
Cluster_0725	Zm00001d002958,Zm00001d002959	Zm00001d002958	Sobic.006G154500.1	0.3942	NA	NA
Cluster_0727	Zm00001d002968,Zm00001d002967	Zm00001d002968	Sobic.006G153300.2	0.2346	OS05T0439300-01	1.0014
Cluster_0728	Zm00001d002974,Zm00001d002972	Zm00001d002972	Sobic.006G152801.1	0.1925	OS04T0524900-00	0.6216
Cluster_0728	Zm00001d002974,Zm00001d002972	Zm00001d002974	Sobic.006G152500.1	0.2465	NA	NA
Cluster_0729	Zm00001d003015,Zm00001d003016	Zm00001d003015	Sobic.006G148900.1	0.5726	NA	NA
Cluster_0729	Zm00001d003015,Zm00001d003016	Zm00001d003016	Sobic.006G148800.1	0.6174	NA	NA
Cluster_0732	Zm00001d003046,Zm00001d003045,Zm00001d003044	Zm00001d003044	Sobic.006G145400.4	0.2168	NA	NA
Cluster_0733	Zm00001d001927,Zm00001d001924	Zm00001d001924	Sobic.006G257500.1	0.2723	OS04T0667400-01	2.3393
Cluster_0733	Zm00001d001927,Zm00001d001924	Zm00001d001927	Sobic.006G257400.2	0.1844	OS04T0667200-01	0.5665
