Cluster_ID	Cluster_Genes	Maize_Gene	Sorghum_Gene	Orzya_Gene	Note
Cluster_0593	Zm00001d002618,Zm00001d002620	Zm00001d002620	Sobic.006G184700.1	OS04T0572200-00	Other_Orthologue
Cluster_0594	Zm00001d005324,Zm00001d005325	Zm00001d005324	Sobic.002G137100.2	NA	Orthofinder_Only
Cluster_0599	Zm00001d002629,Zm00001d002626	Zm00001d002629	Sobic.006G183900.1	NA	Both
Cluster_0599	Zm00001d002629,Zm00001d002626	Zm00001d002626	Sobic.006G184000.1	NA	Other_Orthologue
Cluster_0604	Zm00001d002631,Zm00001d002625	Zm00001d002631	Sobic.006G183500.1	NA	Both
Cluster_0609	Zm00001d005750,Zm00001d005740	Zm00001d005750	Sobic.002G202600.1	NA	Both
Cluster_0609	Zm00001d005750,Zm00001d005740	Zm00001d005740	Sobic.002G198500.1	OS09T0410700-00	Other_Orthologue
Cluster_0614	Zm00001d005859,Zm00001d005860	Zm00001d005859	Sobic.002G222700.1	NA	Both
Cluster_0614	Zm00001d005859,Zm00001d005860	Zm00001d005860	Sobic.002G222600.1	NA	Other_Orthologue
Cluster_0618	Zm00001d005936,Zm00001d005940	Zm00001d005936	Sobic.002G232800.1	NA	Both
Cluster_0618	Zm00001d005936,Zm00001d005940	Zm00001d005940	Sobic.002G233000.1	NA	Other_Orthologue
Cluster_0621	Zm00001d002698,Zm00001d002699	Zm00001d002698	Sobic.002G161200.1	NA	SynMap_Chosen
Cluster_0621	Zm00001d002698,Zm00001d002699	Zm00001d002699	Sobic.006G176300.1	NA	Other_Orthologue
Cluster_0623	Zm00001d006034,Zm00001d006035	Zm00001d006034	Sobic.002G249000.1	NA	Both
Cluster_0625	Zm00001d006066,Zm00001d006067	Zm00001d006066	Sobic.002G255500.3	NA	Orthofinder_Only
Cluster_0631	Zm00001d006169,Zm00001d006170	Zm00001d006169	Sobic.002G269100.1	NA	Both
Cluster_0631	Zm00001d006169,Zm00001d006170	Zm00001d006170	Sobic.002G269500.1	NA	Other_Orthologue
Cluster_0641	Zm00001d006371,Zm00001d006370	Zm00001d006371	Sobic.002G303300.1	NA	Both
Cluster_0642	Zm00001d006402,Zm00001d006401	Zm00001d006402	Sobic.002G306100.1	NA	BLAST
Cluster_0643	Zm00001d002732,Zm00001d002731	Zm00001d002732	Sobic.006G171500.2	NA	Both
Cluster_0643	Zm00001d002732,Zm00001d002731	Zm00001d002731	Sobic.006G171600.1	OS02T0659100-01	Other_Orthologue
Cluster_0644	Zm00001d006434,Zm00001d006433	Zm00001d006433	Sobic.002G309500.1	NA	BLAST
Cluster_0648	Zm00001d006494,Zm00001d006493	Zm00001d006494	Sobic.002G318300.1	NA	BLAST
Cluster_0651	Zm00001d006516,Zm00001d006515	Zm00001d006516	Sobic.002G322600.1	NA	Both
Cluster_0651	Zm00001d006516,Zm00001d006515	Zm00001d006515	Sobic.002G322500.1	NA	Other_Orthologue
Cluster_0655	Zm00001d006587,Zm00001d006592	Zm00001d006587	Sobic.002G338000.1	NA	BLAST
Cluster_0666	Zm00001d006941,Zm00001d006940	Zm00001d006941	Sobic.002G390400.1	NA	Both
Cluster_0671	Zm00001d007167,Zm00001d007166	Zm00001d007167	Sobic.002G417300.1	NA	BLAST
Cluster_0675	Zm00001d007228,Zm00001d007227	Zm00001d007228	Sobic.002G430100.1	NA	Both
Cluster_0676	Zm00001d007258,Zm00001d007257	Zm00001d007258	Sobic.005G089000.1	NA	Both
Cluster_0676	Zm00001d007258,Zm00001d007257	Zm00001d007257	Sobic.005G089200.1	NA	Other_Orthologue
Cluster_0677	Zm00001d007259,Zm00001d007261	Zm00001d007259	Sobic.005G088900.2	NA	BLAST
Cluster_0680	Zm00001d007349,Zm00001d007347	Zm00001d007349	Sobic.005G121800.2	NA	SynMap_Chosen
Cluster_0680	Zm00001d007349,Zm00001d007347	Zm00001d007347	Sobic.005G121700.1	NA	Other_Orthologue
Cluster_0698	Zm00001d007632,Zm00001d007635	Zm00001d007632	Sobic.005G195800.3	NA	SynMap_Chosen
Cluster_0700	Zm00001d007677,Zm00001d007679	Zm00001d007679	Sobic.005G200900.1	NA	BLAST
Cluster_0705	Zm00001d007762,Zm00001d007764	Zm00001d007764	Sobic.002G068800.1	NA	Both
Cluster_0705	Zm00001d007762,Zm00001d007764	Zm00001d007762	Sobic.002G069000.2	NA	Other_Orthologue
Cluster_0709	Zm00001d007848,Zm00001d007843	Zm00001d007848	Sobic.002G029000.1	NA	SynMap_Chosen
Cluster_0709	Zm00001d007848,Zm00001d007843	Zm00001d007843	Sobic.002G025000.1	NA	Other_Orthologue
Cluster_0711	Zm00001d007909,Zm00001d007908	Zm00001d007908	Sobic.002G041800.1	NA	Orthofinder_Only
Cluster_0718	Zm00001d002893,Zm00001d002888	Zm00001d002888	Sobic.006G276600.1	OS04T0687800-01	Orthofinder_Only
Cluster_0718	Zm00001d002893,Zm00001d002888	Zm00001d002893	Sobic.006G277100.1	NA	Orthofinder_Only
Cluster_0736	Zm00001d001930,Zm00001d001929	Zm00001d001930	Sobic.002G404400.1	OS07T0659900-01	Orthofinder_Only
Cluster_0749	Zm00001d001974,Zm00001d001973	Zm00001d001973	Sobic.006G251600.1	NA	Both
Cluster_0749	Zm00001d001974,Zm00001d001973	Zm00001d001974	Sobic.006G251500.1	OS04T0661200-01	Other_Orthologue
Cluster_0750	Zm00001d003257,Zm00001d003258	Zm00001d003257	Sobic.006G126000.1	NA	SynMap_Chosen
Cluster_0750	Zm00001d003257,Zm00001d003258	Zm00001d003258	Sobic.006G125900.1	OS04T0484900-01	Other_Orthologue
Cluster_0751	Zm00001d003273,Zm00001d003274	Zm00001d003274	Sobic.006G122700.1	NA	Both
Cluster_0753	Zm00001d003294,Zm00001d003295	Zm00001d003294	Sobic.006G120200.1	NA	BLAST_Leftmost
Cluster_0754	Zm00001d001993,Zm00001d001986	Zm00001d001993	Sobic.006G249000.1	NA	Both
Cluster_0762	Zm00001d003482,Zm00001d003485	Zm00001d003485	Sobic.006G101100.1	NA	Both
Cluster_0762	Zm00001d003482,Zm00001d003485	Zm00001d003482	Sobic.006G101300.1	NA	Other_Orthologue
Cluster_0765	Zm00001d003497,Zm00001d003499	Zm00001d003497	Sobic.006G100200.1	NA	Both
Cluster_0765	Zm00001d003497,Zm00001d003499	Zm00001d003499	Sobic.006G100100.1	NA	Other_Orthologue
Cluster_0768	Zm00001d003525,Zm00001d003524	Zm00001d003525	Sobic.006G096000.1	NA	SynMap_Chosen
Cluster_0768	Zm00001d003525,Zm00001d003524	Zm00001d003524	Sobic.006G096400.1	NA	Other_Orthologue
Cluster_0771	Zm00001d003613,Zm00001d003612	Zm00001d003612	Sobic.006G088000.1	NA	Both
Cluster_0776	Zm00001d003661,Zm00001d003662	Zm00001d003661	Sobic.006G082600.1	NA	BLAST_Leftmost
Cluster_0781	Zm00001d002075,Zm00001d002079	Zm00001d002075	Sobic.006G240700.1	NA	SynMap_Chosen
Cluster_0781	Zm00001d002075,Zm00001d002079	Zm00001d002079	Sobic.006G240500.1	NA	Other_Orthologue
Cluster_0783	Zm00001d003713,Zm00001d003714	Zm00001d003713	Sobic.006G077300.1	NA	BLAST
Cluster_0785	Zm00001d003723,Zm00001d003727	Zm00001d003723	Sobic.006G076500.1	NA	BLAST
Cluster_0788	Zm00001d002100,Zm00001d002101	Zm00001d002100	NA	OS04T0643500-00	BLAST
Cluster_0791	Zm00001d003852,Zm00001d003850	Zm00001d003850	Sobic.006G062900.1	NA	SynMap_Chosen
Cluster_0791	Zm00001d003852,Zm00001d003850	Zm00001d003852	Sobic.006G063100.3	NA	Other_Orthologue
Cluster_0792	Zm00001d003859,Zm00001d003861	Zm00001d003859	Sobic.006G061700.1	NA	Both
Cluster_0792	Zm00001d003859,Zm00001d003861	Zm00001d003861	Sobic.006G061300.1	NA	Other_Orthologue
Cluster_0794	Zm00001d002137,Zm00001d002138	Zm00001d002137	Sobic.006G234300.1	NA	Both
Cluster_0794	Zm00001d002137,Zm00001d002138	Zm00001d002138	Sobic.006G234200.1	NA	Other_Orthologue
Cluster_0795	Zm00001d002150,Zm00001d002149	Zm00001d002150	Sobic.006G232100.1	NA	Both
Cluster_0800	Zm00001d003961,Zm00001d003962	Zm00001d003961	Sobic.006G051300.1	NA	Both
Cluster_0804	Zm00001d002192,Zm00001d002193	Zm00001d002193	Sobic.006G228100.1	NA	Both
Cluster_0816	Zm00001d002261,Zm00001d002260	Zm00001d002261	Sobic.006G220500.2	NA	SynMap_Chosen
Cluster_0816	Zm00001d002261,Zm00001d002260	Zm00001d002260	Sobic.006G220600.3	NA	Other_Orthologue
Cluster_0821	Zm00001d002302,Zm00001d002304	Zm00001d002302	Sobic.006G216500.1	NA	Orthofinder_Only
Cluster_0826	Zm00001d041232,Zm00001d041236	Zm00001d041232	Sobic.008G186400.1	NA	SynMap_Chosen
Cluster_0826	Zm00001d041232,Zm00001d041236	Zm00001d041236	Sobic.008G186300.1	NA	Other_Orthologue
Cluster_0827	Zm00001d041293,Zm00001d041291	Zm00001d041293	Sobic.008G175200.1	NA	Both
Cluster_0828	Zm00001d039664,Zm00001d039663	Zm00001d039663	Sobic.003G049800.1	NA	BLAST
Cluster_0833	Zm00001d041416,Zm00001d041418	Zm00001d041416	Sobic.008G156900.1	NA	Both
Cluster_0833	Zm00001d041416,Zm00001d041418	Zm00001d041418	Sobic.008G157000.1	NA	Other_Orthologue
Cluster_0836	Zm00001d041556,Zm00001d041553	Zm00001d041556	Sobic.008G135200.1	NA	Both
Cluster_0836	Zm00001d041556,Zm00001d041553	Zm00001d041553	Sobic.008G135600.1	NA	Other_Orthologue
Cluster_0839	Zm00001d039711,Zm00001d039712	Zm00001d039711	Sobic.003G054400.1	NA	Both
Cluster_0839	Zm00001d039711,Zm00001d039712	Zm00001d039712	Sobic.003G054900.1	NA	Other_Orthologue
Cluster_0841	Zm00001d041576,Zm00001d041580	Zm00001d041576	Sobic.008G133700.1	NA	Both
Cluster_0849	Zm00001d041816,Zm00001d041817	Zm00001d041816	Sobic.008G063300.1	NA	Both
Cluster_0851	Zm00001d039758,Zm00001d039762	Zm00001d039758	Sobic.003G059400.1	NA	Both
Cluster_0856	Zm00001d042019,Zm00001d042022	Zm00001d042022	Sobic.003G436800.1	NA	Both
Cluster_0856	Zm00001d042019,Zm00001d042022	Zm00001d042019	Sobic.003G437400.1	NA	Other_Orthologue
Cluster_0858	Zm00001d042080,Zm00001d042078	Zm00001d042080	Sobic.003G428000.1	NA	Both
Cluster_0863	Zm00001d042114,Zm00001d042115	Zm00001d042114	Sobic.003G424500.1	NA	BLAST
Cluster_0868	Zm00001d042148,Zm00001d042147	Zm00001d042148	Sobic.003G421100.1	NA	Both
Cluster_0870	Zm00001d042150,Zm00001d042151	Zm00001d042151	Sobic.003G420900.1	NA	BLAST
Cluster_0874	Zm00001d042189,Zm00001d042190	Zm00001d042189	Sobic.003G418100.1	NA	Both
Cluster_0875	Zm00001d042196,Zm00001d042197	Zm00001d042196	Sobic.003G417800.1	NA	SynMap_Chosen
Cluster_0875	Zm00001d042196,Zm00001d042197	Zm00001d042197	Sobic.003G417700.1	NA	Other_Orthologue
Cluster_0879	Zm00001d042237,Zm00001d042239	Zm00001d042239	Sobic.003G414700.1	NA	SynMap_Chosen
Cluster_0879	Zm00001d042237,Zm00001d042239	Zm00001d042237	Sobic.003G415000.1	NA	Other_Orthologue
Cluster_0883	Zm00001d042336,Zm00001d042337	Zm00001d042336	Sobic.003G404700.1	NA	Orthofinder_Only
Cluster_0883	Zm00001d042336,Zm00001d042337	Zm00001d042337	Sobic.003G404600.1	NA	Orthofinder_Only
Cluster_0892	Zm00001d042588,Zm00001d042593	Zm00001d042588	Sobic.003G381400.1	NA	Both
Cluster_0892	Zm00001d042588,Zm00001d042593	Zm00001d042593	Sobic.003G380900.1	NA	Other_Orthologue
Cluster_0894	Zm00001d039882,Zm00001d039883	Zm00001d039882	Sobic.003G075100.1	NA	BLAST
Cluster_0895	Zm00001d042656,Zm00001d042654	Zm00001d042654	Sobic.003G374100.1	NA	BLAST
Cluster_0897	Zm00001d042690,Zm00001d042689	Zm00001d042690	Sobic.003G370500.1	NA	BLAST
Cluster_0899	Zm00001d042729,Zm00001d042730	Zm00001d042729	Sobic.003G367400.1	NA	BLAST
Cluster_0900	Zm00001d042740,Zm00001d042739	Zm00001d042739	Sobic.003G366700.1	NA	Orthofinder_Only
Cluster_0902	Zm00001d042753,Zm00001d042752	Zm00001d042753	Sobic.003G365900.1	NA	Both
Cluster_0903	Zm00001d042761,Zm00001d042760	Zm00001d042761	Sobic.003G365300.1	NA	Both
Cluster_0903	Zm00001d042761,Zm00001d042760	Zm00001d042760	Sobic.003G365400.1	OS01T0862600-01	Other_Orthologue
Cluster_0907	Zm00001d042869,Zm00001d042868	Zm00001d042869	Sobic.003G355500.1	NA	SynMap_Chosen
Cluster_0907	Zm00001d042869,Zm00001d042868	Zm00001d042868	Sobic.003G355600.1	NA	Other_Orthologue
Cluster_0910	Zm00001d042923,Zm00001d042924	Zm00001d042923	Sobic.003G350600.1	NA	BLAST_Leftmost
Cluster_0911	Zm00001d042934,Zm00001d042933	Zm00001d042934	Sobic.003G349600.1	NA	Both
Cluster_0911	Zm00001d042934,Zm00001d042933	Zm00001d042933	Sobic.003G349700.1	NA	Other_Orthologue
Cluster_0916	Zm00001d039901,Zm00001d039902	Zm00001d039901	Sobic.003G077500.1	NA	Both
Cluster_0919	Zm00001d043102,Zm00001d043103	Zm00001d043102	Sobic.003G333600.1	NA	BLAST
Cluster_0924	Zm00001d043221,Zm00001d043220	Zm00001d043221	Sobic.003G322900.1	NA	Both
Cluster_0928	Zm00001d043375,Zm00001d043374	Zm00001d043375	Sobic.003G304000.1	NA	SynMap_Chosen
Cluster_0928	Zm00001d043375,Zm00001d043374	Zm00001d043374	Sobic.003G304100.1	NA	Other_Orthologue
Cluster_0930	Zm00001d043379,Zm00001d043380	Zm00001d043380	Sobic.003G305300.1	OS01T0763700-01	Orthofinder_Only
Cluster_0932	Zm00001d043480,Zm00001d043478	Zm00001d043480	Sobic.003G296700.1	NA	Both
Cluster_0934	Zm00001d043519,Zm00001d043517	Zm00001d043519	Sobic.003G290900.1	NA	Both
Cluster_0935	Zm00001d043544,Zm00001d043547	Zm00001d043544	Sobic.003G287600.1	NA	SynMap_Chosen
Cluster_0935	Zm00001d043544,Zm00001d043547	Zm00001d043547	Sobic.003G287700.1	NA	Other_Orthologue
Cluster_0937	Zm00001d043619,Zm00001d043620	Zm00001d043620	Sobic.003G279200.1	NA	BLAST
Cluster_0943	Zm00001d043682,Zm00001d043683	Zm00001d043682	Sobic.003G274400.1	NA	BLAST_Leftmost
Cluster_0946	Zm00001d043766,Zm00001d043762	Zm00001d043766	Sobic.003G267100.1	NA	Both
Cluster_0946	Zm00001d043766,Zm00001d043762	Zm00001d043762	Sobic.003G267700.1	NA	Other_Orthologue
Cluster_0947	Zm00001d043771,Zm00001d043770	Zm00001d043771	Sobic.003G266600.1	NA	SynMap_Chosen
Cluster_0950	Zm00001d043800,Zm00001d043798	Zm00001d043800	Sobic.003G262600.1	NA	SynMap_Chosen
Cluster_0950	Zm00001d043800,Zm00001d043798	Zm00001d043798	Sobic.003G262700.1	NA	Other_Orthologue
Cluster_0951	Zm00001d043806,Zm00001d043808	Zm00001d043806	Sobic.003G262100.1	NA	Both
Cluster_0951	Zm00001d043806,Zm00001d043808	Zm00001d043808	Sobic.003G261900.1	OS01T0688600-01	Other_Orthologue
Cluster_0955	Zm00001d043871,Zm00001d043870	Zm00001d043871	Sobic.003G255800.1	NA	Both
Cluster_0955	Zm00001d043871,Zm00001d043870	Zm00001d043870	Sobic.003G256000.1	NA	Other_Orthologue
Cluster_0958	Zm00001d043915,Zm00001d043914	Zm00001d043915	Sobic.003G252100.1	NA	Both
Cluster_0959	Zm00001d043927,Zm00001d043928	Zm00001d043928	Sobic.003G250900.1	NA	SynMap_Chosen
Cluster_0959	Zm00001d043927,Zm00001d043928	Zm00001d043927	Sobic.003G250900.1	NA	Other_Orthologue
Cluster_0960	Zm00001d043944,Zm00001d043945	Zm00001d043944	Sobic.003G249400.1	NA	Both
Cluster_0960	Zm00001d043944,Zm00001d043945	Zm00001d043945	Sobic.003G249300.1	OS01T0666500-01	Other_Orthologue
Cluster_0963	Zm00001d044017,Zm00001d044018	Zm00001d044018	Sobic.003G241900.1	NA	BLAST
Cluster_0966	Zm00001d044053,Zm00001d044052	Zm00001d044053	Sobic.003G239200.1	NA	Both
Cluster_0970	Zm00001d044134,Zm00001d044133	Zm00001d044133	Sobic.003G229800.1	NA	BLAST_Leftmost
Cluster_0973	Zm00001d044220,Zm00001d044221	Zm00001d044221	Sobic.003G221500.1	NA	SynMap_Chosen
Cluster_0973	Zm00001d044220,Zm00001d044221	Zm00001d044220	Sobic.003G221500.1	OS01T0617700-01	Other_Orthologue
Cluster_0975	Zm00001d044273,Zm00001d044274	Zm00001d044273	Sobic.003G195900.1	NA	BLAST
Cluster_0978	Zm00001d044317,Zm00001d044316	Zm00001d044317	Sobic.003G201400.1	NA	SynMap_Chosen
Cluster_0978	Zm00001d044317,Zm00001d044316	Zm00001d044316	Sobic.003G201200.1	NA	Other_Orthologue
Cluster_0980	Zm00001d044340,Zm00001d044339	Zm00001d044339	Sobic.003G203500.1	NA	SynMap_Chosen
Cluster_0980	Zm00001d044340,Zm00001d044339	Zm00001d044340	Sobic.003G203600.1	NA	Other_Orthologue
Cluster_0984	Zm00001d044373,Zm00001d044372	Zm00001d044373	Sobic.003G205600.1	NA	BLAST
Cluster_0986	Zm00001d044386,Zm00001d044385	Zm00001d044386	Sobic.003G207800.1	NA	Both
Cluster_0986	Zm00001d044386,Zm00001d044385	Zm00001d044385	Sobic.003G207600.1	OS01T0596100-01	Other_Orthologue
Cluster_0989	Zm00001d044431,Zm00001d044430	Zm00001d044431	Sobic.003G214400.2	NA	BLAST
Cluster_1000	Zm00001d044642,Zm00001d044644	Zm00001d044642	Sobic.008G016200.1	NA	BLAST_Leftmost
Cluster_1001	Zm00001d044647,Zm00001d044646	Zm00001d044647	Sobic.008G016800.1	NA	Both
Cluster_1001	Zm00001d044647,Zm00001d044646	Zm00001d044646	Sobic.008G016300.1	NA	Other_Orthologue
Cluster_1005	Zm00001d040034,Zm00001d040035	Zm00001d040034	Sobic.003G088800.1	NA	SynMap_Chosen
Cluster_1005	Zm00001d040034,Zm00001d040035	Zm00001d040035	Sobic.003G088900.1	OS01T0126900-01	Other_Orthologue
Cluster_1008	Zm00001d039363,Zm00001d039364	Zm00001d039363	Sobic.003G017800.1	NA	BLAST
Cluster_1009	Zm00001d040090,Zm00001d040091	Zm00001d040090	Sobic.003G096300.1	NA	BLAST
Cluster_1012	Zm00001d040152,Zm00001d040148	Zm00001d040148	Sobic.003G102200.1	NA	Both
Cluster_1012	Zm00001d040152,Zm00001d040148	Zm00001d040152	Sobic.003G102300.1	NA	Other_Orthologue
Cluster_1013	Zm00001d040161,Zm00001d040162	Zm00001d040161	Sobic.003G103200.1	NA	Both
Cluster_1019	Zm00001d040302,Zm00001d040301	Zm00001d040302	Sobic.003G117800.1	NA	Both
Cluster_1019	Zm00001d040302,Zm00001d040301	Zm00001d040301	Sobic.003G117700.1	OS01T0257400-01	Other_Orthologue
Cluster_1025	Zm00001d040448,Zm00001d040449	Zm00001d040448	Sobic.003G130900.1	NA	BLAST
Cluster_1029	Zm00001d040509,Zm00001d040508	Zm00001d040508	Sobic.003G135400.2	NA	BLAST
Cluster_1030	Zm00001d040539,Zm00001d040540	Zm00001d040539	Sobic.003G137100.1	NA	BLAST
Cluster_1033	Zm00001d040583,Zm00001d040582	Zm00001d040582	Sobic.003G141100.1	NA	BLAST
Cluster_1036	Zm00001d040639,Zm00001d040638	Zm00001d040638	Sobic.003G147300.1	NA	SynMap_Chosen
Cluster_1036	Zm00001d040639,Zm00001d040638	Zm00001d040639	Sobic.003G147401.1	OS01T0311400-00	Other_Orthologue
Cluster_1037	Zm00001d040650,Zm00001d040649	Zm00001d040650	Sobic.003G148400.1	NA	SynMap_Chosen
Cluster_1037	Zm00001d040650,Zm00001d040649	Zm00001d040649	Sobic.003G148300.1	NA	Other_Orthologue
Cluster_1041	Zm00001d040702,Zm00001d040705	Zm00001d040702	Sobic.003G151900.1	NA	Orthofinder_Only
Cluster_1041	Zm00001d040702,Zm00001d040705	Zm00001d040705	Sobic.003G152000.1	NA	Orthofinder_Only
Cluster_1043	Zm00001d040712,Zm00001d040711	Zm00001d040712	Sobic.003G152400.2	NA	SynMap_Chosen
Cluster_1046	Zm00001d040757,Zm00001d040759	Zm00001d040757	Sobic.003G155700.1	NA	Both
Cluster_1049	Zm00001d040818,Zm00001d040820	Zm00001d040818	Sobic.003G162400.1	NA	Both
Cluster_1049	Zm00001d040818,Zm00001d040820	Zm00001d040820	Sobic.003G162500.1	NA	Other_Orthologue
Cluster_1053	Zm00001d039532,Zm00001d039531	Zm00001d039532	Sobic.003G037500.1	NA	SynMap_Chosen
Cluster_1053	Zm00001d039532,Zm00001d039531	Zm00001d039531	Sobic.003G037400.1	NA	Other_Orthologue
Cluster_1056	Zm00001d040933,Zm00001d040934	Zm00001d040934	Sobic.003G167900.1	NA	BLAST
Cluster_1057	Zm00001d039563,Zm00001d039564	Zm00001d039563	Sobic.003G199300.1	NA	Orthofinder_Only
Cluster_1059	Zm00001d040954,Zm00001d040953	Zm00001d040953	Sobic.003G166500.1	NA	BLAST_Leftmost
Cluster_1060	Zm00001d039268,Zm00001d039269	Zm00001d039268	Sobic.003G004100.1	NA	Both
Cluster_1063	Zm00001d039274,Zm00001d039276	Zm00001d039274	Sobic.003G004800.2	NA	BLAST
Cluster_1064	Zm00001d039628,Zm00001d039629	Zm00001d039629	Sobic.003G045600.1	NA	BLAST
Cluster_1066	Zm00001d039633,Zm00001d039631	Zm00001d039631	Sobic.003G045700.1	NA	BLAST
Cluster_1068	Zm00001d041136,Zm00001d041124	Zm00001d041124	NA	OS12T0239200-01	SynMap_Chosen
Cluster_1068	Zm00001d041136,Zm00001d041124	Zm00001d041136	Sobic.008G086200.1	NA	Other_Orthologue
Cluster_1076	Zm00001d048968,Zm00001d048962	Zm00001d048968	Sobic.005G091000.1	NA	SynMap_Chosen
Cluster_1076	Zm00001d048968,Zm00001d048962	Zm00001d048962	Sobic.005G091300.2	NA	Other_Orthologue
Cluster_1079	Zm00001d048982,Zm00001d048983	Zm00001d048982	Sobic.005G088900.2	NA	BLAST
Cluster_1083	Zm00001d048985,Zm00001d048987	Zm00001d048987	Sobic.005G088200.1	NA	SynMap_Chosen
Cluster_1083	Zm00001d048985,Zm00001d048987	Zm00001d048985	Sobic.005G088300.1	NA	Other_Orthologue
Cluster_1085	Zm00001d050726,Zm00001d050728	Zm00001d050728	NA	OS02T0551400-01	SynMap_Chosen
Cluster_1085	Zm00001d050726,Zm00001d050728	Zm00001d050726	Sobic.002G320500.1	NA	Other_Orthologue
Cluster_1088	Zm00001d050805,Zm00001d050803	Zm00001d050805	Sobic.004G182300.2	NA	Both
Cluster_1091	Zm00001d050965,Zm00001d050967	Zm00001d050965	Sobic.004G202100.1	NA	BLAST
Cluster_1095	Zm00001d048618,Zm00001d048617	Zm00001d048618	Sobic.005G226500.1	NA	SynMap_Chosen
Cluster_1095	Zm00001d048618,Zm00001d048617	Zm00001d048617	Sobic.005G227200.1	NA	Other_Orthologue
Cluster_1098	Zm00001d051225,Zm00001d051223	Zm00001d051225	Sobic.004G225900.1	NA	Both
Cluster_1098	Zm00001d051225,Zm00001d051223	Zm00001d051223	Sobic.004G225800.1	OS02T0636600-00	Other_Orthologue
Cluster_1099	Zm00001d049077,Zm00001d049078	Zm00001d049077	Sobic.005G104600.1	NA	BLAST
Cluster_1103	Zm00001d051336,Zm00001d051335	Zm00001d051336	Sobic.004G297700.1	NA	BLAST
Cluster_1104	Zm00001d051350,Zm00001d051355	Zm00001d051355	NA	OS02T0656600-00	SynMap_Chosen
Cluster_1104	Zm00001d051350,Zm00001d051355	Zm00001d051350	Sobic.004G295600.1	NA	Other_Orthologue
Cluster_1105	Zm00001d049087,Zm00001d049086	Zm00001d049087	Sobic.005G106700.1	NA	BLAST
Cluster_1106	Zm00001d051370,Zm00001d051371	Zm00001d051370	Sobic.004G294200.1	NA	SynMap_Chosen
Cluster_1106	Zm00001d051370,Zm00001d051371	Zm00001d051371	Sobic.004G294100.1	OS02T0659500-01	Other_Orthologue
Cluster_1107	Zm00001d051373,Zm00001d051374	Zm00001d051374	Sobic.004G293700.1	NA	BLAST
Cluster_1111	Zm00001d051419,Zm00001d051418	Zm00001d051419	Sobic.004G286700.1	NA	SynMap_Chosen
Cluster_1111	Zm00001d051419,Zm00001d051418	Zm00001d051418	Sobic.004G286800.1	OS02T0668900-00	Other_Orthologue
Cluster_1112	Zm00001d051460,Zm00001d051468	Zm00001d051460	Sobic.004G281400.1	NA	BLAST
Cluster_1122	Zm00001d051876,Zm00001d051877	Zm00001d051876	Sobic.004G350700.1	NA	Both
Cluster_1122	Zm00001d051876,Zm00001d051877	Zm00001d051877	Sobic.004G350600.1	NA	Other_Orthologue
Cluster_1124	Zm00001d052036,Zm00001d052035	Zm00001d052036	Sobic.004G330000.1	NA	SynMap_Chosen
Cluster_1124	Zm00001d052036,Zm00001d052035	Zm00001d052035	Sobic.004G330100.1	OS02T0796000-00	Other_Orthologue
Cluster_1125	Zm00001d052038,Zm00001d052037	Zm00001d052038	Sobic.004G329800.1	NA	BLAST
Cluster_1126	Zm00001d052067,Zm00001d052066	Zm00001d052067	Sobic.004G323500.1	NA	Both
Cluster_1127	Zm00001d052083,Zm00001d052082	Zm00001d052083	Sobic.004G321400.1	NA	Both
Cluster_1131	Zm00001d052170,Zm00001d052168	Zm00001d052168	Sobic.004G308500.1	NA	Orthofinder_Only
Cluster_1131	Zm00001d052170,Zm00001d052168	Zm00001d052170	Sobic.004G308200.1	NA	Orthofinder_Only
Cluster_1132	Zm00001d052206,Zm00001d052205	Zm00001d052206	Sobic.004G229300.1	NA	Both
Cluster_1132	Zm00001d052206,Zm00001d052205	Zm00001d052205	Sobic.004G229200.1	NA	Other_Orthologue
Cluster_1134	Zm00001d052227,Zm00001d052226	Zm00001d052227	Sobic.004G232900.1	NA	SynMap_Chosen
Cluster_1134	Zm00001d052227,Zm00001d052226	Zm00001d052226	Sobic.002G303900.1	NA	Other_Orthologue
Cluster_1136	Zm00001d052245,Zm00001d052244	Zm00001d052244	Sobic.004G236200.1	NA	BLAST
Cluster_1137	Zm00001d052306,Zm00001d052296	Zm00001d052296	Sobic.008G002201.1	NA	Orthofinder_Only
Cluster_1139	Zm00001d052344,Zm00001d052346	Zm00001d052344	Sobic.005G012400.1	NA	Both
Cluster_1146	Zm00001d052420,Zm00001d052421	Zm00001d052420	Sobic.005G023900.1	NA	BLAST
Cluster_1149	Zm00001d052463,Zm00001d052464	Zm00001d052464	Sobic.005G029600.1	NA	Both
Cluster_1150	Zm00001d052479,Zm00001d052480	Zm00001d052479	Sobic.005G032000.1	NA	Both
Cluster_1150	Zm00001d052479,Zm00001d052480	Zm00001d052480	Sobic.005G032200.2	NA	Other_Orthologue
Cluster_1154	Zm00001d052565,Zm00001d052566	Zm00001d052566	Sobic.005G040900.1	NA	BLAST
Cluster_1165	Zm00001d052734,Zm00001d052735	Zm00001d052735	Sobic.007G180600.1	NA	Both
Cluster_1169	Zm00001d052835,Zm00001d052832	Zm00001d052835	Sobic.007G220400.1	NA	Both
Cluster_1172	Zm00001d052916,Zm00001d052915	Zm00001d052916	Sobic.005G134900.1	NA	Orthofinder_Only
Cluster_1173	Zm00001d049203,Zm00001d049196	Zm00001d049203	NA	OS11T0482400-01	SynMap_Chosen
