Anchor	Maize1	Maize2
Sobic.004G209000.1.v3.1	Zm00001d017157_T001	NA
Sobic.010G165200.1.v3.1	Zm00001d046281_T001	NA
Sobic.001G143000.1.v3.1	Zm00001d034944_T004	Zm00001d013581_T001
Sobic.005G198500.1.v3.1	Zm00001d048759_T001	Zm00001d007653_T003
Sobic.003G277300.1.v3.1	NA	Zm00001d011719_T001
Sobic.003G302900.1.v3.1	Zm00001d043387_T001	Zm00001d012694_T001
Sobic.003G329000.1.v3.1	Zm00001d043156_T001	NA
Sobic.003G093900.1.v3.1	Zm00001d040058_T001	Zm00001d008500_T001
Sobic.006G210300.1.v3.1	Zm00001d002364_T001	Zm00001d026271_T001
Sobic.001G081400.1.v3.1	Zm00001d034110_T001	Zm00001d013219_T001
Sobic.002G303900.1.v3.1	NA	Zm00001d006375_T001
Sobic.001G472100.1.v3.1	Zm00001d028173_T001	NA
Sobic.003G292300.1.v3.1	Zm00001d043508_T002	NA
Sobic.006G058500.1.v3.1	Zm00001d003888_T002	NA
Sobic.001G003600.1.v3.1	Zm00001d034917_T001	NA
Sobic.001G355100.1.v3.1	Zm00001d029343_T001	NA
Sobic.003G283900.1.v3.1	NA	Zm00001d011757_T001
Sobic.003G338000.1.v3.1	Zm00001d043059_T001	Zm00001d012504_T001
Sobic.003G282600.1.v3.1	Zm00001d043587_T001	NA
Sobic.007G134600.1.v3.1	Zm00001d032226_T001	Zm00001d050382_T001
Sobic.001G470100.1.v3.1	Zm00001d028159_T001	Zm00001d048185_T001
Sobic.006G110900.1.v3.1	NA	Zm00001d025640_T001
Sobic.009G072700.1.v3.1	Zm00001d037760_T001	NA
Sobic.003G051700.1.v3.1	NA	Zm00001d008720_T001
Sobic.001G048000.1.v3.1	Zm00001d034526_T001	NA
Sobic.003G343100.2.v3.1	Zm00001d043001_T001	NA
Sobic.010G177500.1.v3.1	Zm00001d046482_T001	Zm00001d036931_T001
Sobic.004G224600.1.v3.1	Zm00001d017331_T002	NA
Sobic.009G253700.1.v3.1	NA	Zm00001d009741_T001
Sobic.004G059600.4.v3.1	Zm00001d015420_T001	NA
Sobic.003G037800.1.v3.1	Zm00001d039535_T001	NA
Sobic.001G433000.1.v3.1	Zm00001d028472_T001	NA
Sobic.001G421500.1.v3.1	Zm00001d028608_T006	Zm00001d047808_T001
Sobic.003G195900.1.v3.1	Zm00001d044273_T002	NA
Sobic.002G223500.1.v3.1	Zm00001d020696_T001	NA
Sobic.001G499000.2.v3.1	NA	Zm00001d048420_T001
Sobic.002G253900.1.v3.1	Zm00001d020986_T001	Zm00001d006057_T001
Sobic.002G292600.1.v3.1	Zm00001d021410_T001	NA
Sobic.004G092000.1.v3.1	Zm00001d016379_T001	Zm00001d053593_T001
Sobic.006G249700.1.v3.1	Zm00001d001988_T001	NA
Sobic.001G243100.1.v3.1	Zm00001d032925_T001	NA
Sobic.008G192400.1.v3.1	Zm00001d031230_T001	NA
Sobic.001G347201.1.v3.1	Zm00001d029427_T001	NA
Sobic.002G136300.1.v3.1	NA	Zm00001d005328_T002
Sobic.001G388600.1.v3.1	Zm00001d028963_T001	NA
Sobic.007G002300.1.v3.1	NA	Zm00001d052763_T001
Sobic.009G167600.1.v3.1	Zm00001d038408_T001	NA
Sobic.001G333900.1.v3.1	Zm00001d029550_T008	NA
Sobic.003G070800.1.v3.1	NA	Zm00001d008628_T001
Sobic.001G396500.1.v3.1	Zm00001d028875_T001	NA
Sobic.002G191000.1.v3.1	Zm00001d020355_T001	Zm00001d005696_T001
Sobic.004G246100.2.v3.1	NA	Zm00001d051809_T001
Sobic.003G096100.1.v3.1	Zm00001d040089_T001	NA
Sobic.007G184700.1.v3.1	Zm00001d031700_T001	NA
Sobic.008G042100.2.v3.1	Zm00001d023455_T001	NA
Sobic.002G287400.1.v3.1	Zm00001d021442_T013	Zm00001d006293_T027
Sobic.008G117600.2.v3.1	Zm00001d023872_T001	NA
Sobic.001G162700.1.v3.1	Zm00001d033300_T001	NA
Sobic.009G254600.1.v3.1	Zm00001d039175_T001	NA
Sobic.005G033801.1.v3.1	Zm00001d052492_T001	NA
Sobic.007G176200.1.v3.1	Zm00001d032010_T001	Zm00001d053232_T011
Sobic.003G087900.3.v3.1	Zm00001d040020_T001	Zm00001d008525_T001
Sobic.003G027300.1.v3.1	Zm00001d039429_T001	Zm00001d008881_T001
Sobic.010G274000.1.v3.1	NA	Zm00001d036360_T002
Sobic.009G200200.1.v3.1	Zm00001d038728_T001	Zm00001d010755_T001
Sobic.003G085900.1.v3.1	Zm00001d039994_T001	NA
Sobic.002G402233.1.v3.1	Zm00001d022385_T001	NA
Sobic.009G223200.1.v3.1	Zm00001d038922_T001	NA
Sobic.006G122700.1.v3.1	Zm00001d003273_T002	NA
Sobic.008G055000.1.v3.1	Zm00001d023569_T001	Zm00001d041856_T001
Sobic.003G224800.1.v3.1	Zm00001d044187_T001	NA
Sobic.006G273800.1.v3.1	Zm00001d001774_T001	Zm00001d026657_T001
Sobic.001G186300.1.v3.1	Zm00001d033058_T001	NA
Sobic.010G065800.1.v3.1	Zm00001d045104_T003	NA
Sobic.004G329800.1.v3.1	Zm00001d018374_T001	Zm00001d052038_T001
Sobic.005G007900.1.v3.1	NA	Zm00001d005071_T001
Sobic.003G420800.2.v3.1	Zm00001d042152_T001	NA
Sobic.006G034500.1.v3.1	Zm00001d004172_T005	Zm00001d025100_T004
Sobic.007G051800.1.v3.1	Zm00001d024522_T001	NA
Sobic.003G114000.2.v3.1	NA	Zm00001d008355_T001
Sobic.004G241300.1.v3.1	Zm00001d018009_T004	NA
Sobic.001G171500.1.v3.1	NA	Zm00001d013747_T001
Sobic.004G027800.1.v3.1	NA	Zm00001d053975_T001
Sobic.003G222900.1.v3.1	Zm00001d044201_T003	Zm00001d011366_T002
Sobic.006G252900.1.v3.1	Zm00001d001962_T002	NA
Sobic.002G393332.1.v3.1	Zm00001d022306_T002	NA
Sobic.009G213400.1.v3.1	Zm00001d038850_T001	NA
Sobic.009G176300.1.v3.1	Zm00001d038510_T001	NA
Sobic.007G013900.2.v3.1	Zm00001d035054_T001	Zm00001d049691_T003
Sobic.009G155400.1.v3.1	NA	Zm00001d010129_T001
Sobic.001G250700.1.v3.1	Zm00001d032978_T001	NA
Sobic.004G087100.1.v3.1	Zm00001d016432_T001	NA
Sobic.003G192200.1.v3.1	Zm00001d044245_T001	NA
Sobic.002G379300.1.v3.1	Zm00001d022177_T001	NA
Sobic.010G008600.1.v3.1	Zm00001d045557_T001	NA
Sobic.003G004800.1.v3.1	Zm00001d039274_T001	NA
Sobic.003G042900.1.v3.1	Zm00001d039607_T001	Zm00001d008764_T001
Sobic.004G096300.1.v3.1	Zm00001d016332_T001	Zm00001d053566_T002
Sobic.005G115500.1.v3.1	Zm00001d049188_T004	NA
Sobic.001G353400.1.v3.1	Zm00001d029366_T002	NA
Sobic.009G157200.1.v3.1	Zm00001d038273_T001	Zm00001d010082_T001
Sobic.004G357900.1.v3.1	Zm00001d018555_T001	NA
Sobic.002G040900.1.v3.1	Zm00001d018845_T001	Zm00001d007911_T001
Sobic.010G266900.1.v3.1	Zm00001d014789_T002	Zm00001d036402_T002
Sobic.010G269800.1.v3.1	Zm00001d014813_T005	NA
Sobic.003G194800.1.v3.1	NA	Zm00001d011222_T001
Sobic.003G203400.1.v3.1	Zm00001d044338_T002	Zm00001d011258_T001
Sobic.002G388100.1.v3.1	Zm00001d022251_T001	NA
Sobic.003G382100.1.v3.1	Zm00001d042582_T001	Zm00001d012196_T001
Sobic.002G378700.1.v3.1	NA	Zm00001d006894_T001
Sobic.010G246500.1.v3.1	Zm00001d014614_T001,Zm00001d014617_T001	NA
Sobic.007G162700.1.v3.1	Zm00001d031861_T001	Zm00001d049889_T001
Sobic.001G391600.1.v3.1	Zm00001d028926_T002	NA
Sobic.002G430000.2.v3.1	Zm00001d022584_T001	NA
Sobic.004G349125.1.v3.1	Zm00001d018508_T001	NA
Sobic.009G022000.1.v3.1	Zm00001d035553_T001	Zm00001d011006_T001
Sobic.007G029400.1.v3.1	Zm00001d035201_T001	Zm00001d049619_T003
Sobic.004G012100.1.v3.1	Zm00001d014995_T001	Zm00001d054038_T002
Sobic.009G063200.1.v3.1	NA	Zm00001d009798_T001
Sobic.008G142400.1.v3.1	Zm00001d030819_T001	NA
Sobic.003G203500.1.v3.1	Zm00001d044340_T001	Zm00001d011259_T001
Sobic.003G300701.1.v3.1	Zm00001d043413_T001	Zm00001d012714_T001
Sobic.008G179200.1.v3.1	Zm00001d031131_T001	NA
Sobic.004G223800.1.v3.1	Zm00001d017317_T001	NA
Sobic.002G111700.2.v3.1	NA	Zm00001d005149_T001
Sobic.006G147900.1.v3.1	Zm00001d003062_T001	NA
Sobic.001G510700.1.v3.1	Zm00001d027596_T003	NA
Sobic.003G303000.1.v3.1	NA	Zm00001d012693_T001
Sobic.009G141300.1.v3.1	Zm00001d038211_T001	NA
Sobic.005G072700.1.v3.1	NA	Zm00001d007309_T001
Sobic.007G042400.1.v3.1	Zm00001d024601_T002	NA
Sobic.001G321800.1.v3.1	Zm00001d029667_T001	NA
Sobic.004G255800.1.v3.1	Zm00001d017889_T001	NA
Sobic.001G044300.7.v3.1	Zm00001d034571_T001	NA
Sobic.004G327000.1.v3.1	Zm00001d018352_T001	Zm00001d052051_T001
Sobic.002G047000.2.v3.1	Zm00001d018896_T002	Zm00001d007890_T001
Sobic.001G233600.1.v3.1	Zm00001d032832_T001	NA
Sobic.010G050500.1.v3.1	Zm00001d045231_T002	Zm00001d036279_T001
Sobic.005G195400.1.v3.1	Zm00001d048786_T001	NA
Sobic.001G390800.5.v3.1	Zm00001d028936_T001	Zm00001d047587_T003
Sobic.009G194801.1.v3.1	Zm00001d038681_T003	NA
Sobic.004G171000.1.v3.1	Zm00001d016760_T001	NA
Sobic.002G245100.1.v3.1	Zm00001d020915_T002	NA
Sobic.001G109000.1.v3.1	NA	Zm00001d013384_T001
Sobic.001G200600.1.v3.1	Zm00001d032518_T001	NA
Sobic.009G194200.1.v3.1	Zm00001d038676_T001	NA
Sobic.006G186300.2.v3.1	Zm00001d002607_T001	NA
Sobic.004G016000.1.v3.1	Zm00001d015026_T001	NA
Sobic.010G270700.2.v3.1	Zm00001d014818_T001	NA
Sobic.001G029800.1.v3.1	Zm00001d034702_T001	NA
Sobic.009G208100.1.v3.1	Zm00001d038745_T002	Zm00001d010811_T002
Sobic.009G100500.1.v3.1	Zm00001d038023_T001	NA
Sobic.004G131040.1.v3.1	Zm00001d015948_T002	NA
Sobic.002G368700.1.v3.1	Zm00001d022088_T002	NA
Sobic.001G248900.1.v3.1	NA	Zm00001d014179_T001
Sobic.006G025300.1.v3.1	Zm00001d004335_T001	Zm00001d025031_T001
Sobic.003G382900.1.v3.1	Zm00001d042569_T001	NA
Sobic.002G412600.1.v3.1	Zm00001d022472_T001	NA
Sobic.004G020800.1.v3.1	NA	Zm00001d053927_T013
Sobic.006G005000.1.v3.1	NA	Zm00001d024904_T001
Sobic.007G141100.1.v3.1	Zm00001d032153_T001	NA
Sobic.004G111000.1.v3.1	Zm00001d016131_T002	Zm00001d053427_T002
Sobic.003G202600.1.v3.1	Zm00001d044330_T002	Zm00001d011252_T001
Sobic.010G211900.1.v3.1	Zm00001d046850_T001	NA
Sobic.009G229600.1.v3.1	Zm00001d038982_T001	Zm00001d009541_T002
Sobic.003G376100.1.v3.1	Zm00001d042634_T003	Zm00001d012228_T002
Sobic.001G145200.1.v3.1	Zm00001d033451_T001	Zm00001d013603_T001
Sobic.009G240900.1.v3.1	Zm00001d039091_T001	NA
Sobic.004G259101.1.v3.1	Zm00001d017859_T001	NA
Sobic.006G091200.1.v3.1	NA	Zm00001d025477_T001
Sobic.003G316700.1.v3.1	NA	Zm00001d012620_T002
Sobic.004G055100.1.v3.1	Zm00001d015375_T001	NA
Sobic.006G120200.2.v3.1	Zm00001d003294_T001	NA
Sobic.004G303000.1.v3.1	NA	Zm00001d051287_T001
Sobic.003G000600.1.v3.1	Zm00001d039245_T001	NA
Sobic.006G245700.1.v3.1	Zm00001d002027_T001	NA
Sobic.006G203400.1.v3.1	Zm00001d002429_T003	Zm00001d026240_T006
Sobic.007G203000.1.v3.1	NA	Zm00001d049760_T001
Sobic.009G246950.1.v3.1	Zm00001d039145_T001	Zm00001d009695_T001
Sobic.009G135500.1.v3.1	Zm00001d038170_T001	NA
Sobic.010G277400.1.v3.1	Zm00001d014888_T001	NA
Sobic.003G098900.1.v3.1	Zm00001d040116_T001	NA
Sobic.001G160200.1.v3.1	Zm00001d033283_T001	Zm00001d013705_T001
Sobic.002G228800.1.v3.1	Zm00001d020746_T001	NA
Sobic.008G019000.1.v3.1	Zm00001d023273_T001	NA
Sobic.003G138500.3.v3.1	NA	Zm00001d008189_T001
Sobic.004G193500.1.v3.1	Zm00001d016992_T001	Zm00001d050908_T001
Sobic.002G224900.1.v3.1	Zm00001d020707_T001	NA
Sobic.006G130300.1.v3.1	NA	Zm00001d025747_T003
Sobic.002G430200.2.v3.1	NA	Zm00001d007227_T001
Sobic.001G367600.1.v3.1	NA	Zm00001d047458_T001
Sobic.010G052400.1.v3.1	NA	Zm00001d036296_T001
Sobic.003G013000.1.v3.1	Zm00001d039325_T001	NA
Sobic.001G295900.1.v3.1	Zm00001d029948_T001	NA
Sobic.009G045800.1.v3.1	NA	Zm00001d010867_T001
Sobic.002G257300.1.v3.1	Zm00001d021050_T002	NA
Sobic.003G295700.1.v3.1	Zm00001d043465_T002	NA
Sobic.006G185100.1.v3.1	Zm00001d002615_T002	NA
Sobic.002G243100.1.v3.1	Zm00001d020888_T001	NA
Sobic.002G210200.1.v3.1	Zm00001d020580_T001	Zm00001d005789_T001
Sobic.001G023300.1.v3.1	Zm00001d034756_T001	NA
Sobic.002G277100.1.v3.1	Zm00001d021310_T001	Zm00001d006221_T001
Sobic.001G308400.1.v3.1	Zm00001d029818_T001	NA
Sobic.002G185500.1.v3.1	Zm00001d020280_T001	NA
Sobic.003G117900.1.v3.1	Zm00001d040303_T001	NA
Sobic.003G271201.1.v3.1	Zm00001d043723_T001	NA
Sobic.002G304000.1.v3.1	Zm00001d021506_T001	NA
Sobic.005G120400.1.v3.1	Zm00001d049168_T001	NA
Sobic.005G207300.1.v3.1	Zm00001d048690_T001	NA
Sobic.002G417700.1.v3.1	Zm00001d022446_T001	Zm00001d007168_T001
Sobic.002G312900.1.v3.1	Zm00001d021582_T001	NA
Sobic.010G027500.1.v3.1	Zm00001d045425_T001	Zm00001d036090_T002
Sobic.003G051100.1.v3.1	Zm00001d039678_T001	Zm00001d008724_T002
Sobic.004G063500.1.v3.1	Zm00001d015473_T001	Zm00001d053731_T001
Sobic.010G052700.1.v3.1	Zm00001d045203_T001	NA
Sobic.001G513700.1.v3.1	Zm00001d027546_T001	NA
Sobic.003G115200.1.v3.1	Zm00001d040275_T001	NA
Sobic.003G016500.1.v3.1	Zm00001d039355_T010	Zm00001d008941_T002
Sobic.001G268200.1.v3.1	Zm00001d030301_T001	NA
Sobic.009G137401.1.v3.1	Zm00001d038191_T001	Zm00001d010280_T001
Sobic.006G133900.1.v3.1	Zm00001d003176_T001	Zm00001d025757_T001
Sobic.009G108600.1.v3.1	Zm00001d037966_T001	NA
Sobic.001G525900.1.v3.1	Zm00001d027435_T001	NA
Sobic.006G182700.1.v3.1	NA	Zm00001d026095_T001
Sobic.010G156000.1.v3.1	Zm00001d046136_T001	Zm00001d037025_T001
Sobic.001G077300.1.v3.1	Zm00001d034187_T002	Zm00001d013184_T001
Sobic.004G297900.2.v3.1	Zm00001d017455_T001	Zm00001d051333_T001
Sobic.010G112800.1.v3.1	NA	Zm00001d037305_T001
Sobic.001G397300.1.v3.1	Zm00001d028870_T001	Zm00001d047664_T001
Sobic.010G205200.1.v3.1	Zm00001d046593_T001	NA
Sobic.004G107500.1.v3.1	Zm00001d016160_T001	Zm00001d053446_T001
Sobic.005G139000.1.v3.1	Zm00001d052662_T001	NA
Sobic.004G290300.1.v3.1	NA	Zm00001d051389_T001
Sobic.008G041700.1.v3.1	Zm00001d023452_T001	NA
Sobic.010G163732.1.v3.1	Zm00001d046311_T001	Zm00001d037003_T001
Sobic.002G056900.1.v3.1	Zm00001d018986_T001	Zm00001d007802_T001
Sobic.010G207250.1.v3.1	Zm00001d046574_T001	Zm00001d036737_T001
Sobic.001G070600.1.v3.1	Zm00001d034282_T002	NA
Sobic.001G122100.1.v3.1	Zm00001d033668_T003	NA
Sobic.001G251900.1.v3.1	NA	Zm00001d014191_T001
Sobic.004G343600.1.v3.1	Zm00001d018471_T001	NA
Sobic.008G032800.1.v3.1	Zm00001d023372_T002	NA
Sobic.004G073600.1.v3.1	NA	Zm00001d053706_T002
Sobic.004G105500.1.v3.1	NA	Zm00001d053552_T001
Sobic.008G014100.1.v3.1	Zm00001d023258_T001	NA
Sobic.007G001900.1.v3.1	Zm00001d034977_T001	NA
Sobic.001G459200.1.v3.1	Zm00001d028193_T001	Zm00001d048105_T001
Sobic.004G093100.1.v3.1	NA	Zm00001d053587_T001
Sobic.004G177400.1.v3.1	Zm00001d016810_T001	Zm00001d050747_T001
Sobic.006G109700.2.v3.1	Zm00001d003393_T001	Zm00001d025628_T001
Sobic.010G191000.1.v3.1	Zm00001d046761_T001	NA
Sobic.004G162400.1.v3.1	Zm00001d016664_T001	NA
Sobic.004G198100.1.v3.1	Zm00001d017043_T001	NA
Sobic.007G025600.2.v3.1	Zm00001d035163_T001	Zm00001d049640_T002
Sobic.009G148000.1.v3.1	Zm00001d038340_T001	Zm00001d010202_T001
Sobic.006G208400.1.v3.1	NA	Zm00001d026263_T001
Sobic.001G028700.1.v3.1	Zm00001d034717_T002	NA
Sobic.001G154100.1.v3.1	Zm00001d033210_T001	Zm00001d013669_T001
Sobic.003G318900.1.v3.1	Zm00001d043262_T001	Zm00001d012611_T001
Sobic.001G147200.1.v3.1	Zm00001d033467_T001	Zm00001d013627_T001
Sobic.003G357800.2.v3.1	NA	Zm00001d012378_T001
Sobic.009G107600.1.v3.1	Zm00001d037969_T001	NA
Sobic.002G336000.1.v3.1	Zm00001d021746_T001	Zm00001d006574_T001
Sobic.004G354400.1.v3.1	Zm00001d018529_T001	NA
Sobic.006G100700.1.v3.1	Zm00001d003492_T001	Zm00001d025568_T001
Sobic.003G040600.1.v3.1	Zm00001d039582_T002	NA
Sobic.007G152400.1.v3.1	Zm00001d031747_T001	NA
Sobic.010G001000.1.v3.1	Zm00001d045632_T001	NA
Sobic.003G050200.1.v3.1	NA	Zm00001d008730_T001
Sobic.010G265600.1.v3.1	NA	Zm00001d036409_T001
Sobic.006G164800.1.v3.1	NA	Zm00001d025979_T001
Sobic.009G040700.1.v3.1	NA	Zm00001d010887_T002
Sobic.009G159100.1.v3.1	Zm00001d038346_T002	Zm00001d010066_T002
Sobic.003G339300.1.v3.1	Zm00001d043044_T001	NA
Sobic.001G389300.1.v3.1	Zm00001d028957_T001	Zm00001d047573_T001
Sobic.004G333600.1.v3.1	Zm00001d018404_T001	Zm00001d052011_T003
Sobic.009G166400.1.v3.1	NA	Zm00001d010567_T003
Sobic.004G152700.1.v3.1	Zm00001d016549_T001	NA
Sobic.002G429300.1.v3.1	NA	Zm00001d007225_T019
Sobic.007G097700.4.v3.1	Zm00001d024102_T001	NA
Sobic.005G033100.1.v3.1	Zm00001d052485_T001	NA
Sobic.001G496700.1.v3.1	NA	Zm00001d048437_T001
Sobic.004G259366.1.v3.1	Zm00001d017852_T001	Zm00001d051653_T001
Sobic.003G281900.2.v3.1	Zm00001d043595_T001	NA
Sobic.001G523500.1.v3.1	Zm00001d027453_T001	NA
Sobic.010G094400.1.v3.1	Zm00001d044816_T001	NA
Sobic.004G057700.1.v3.1	Zm00001d015394_T001	NA
Sobic.004G347300.2.v3.1	Zm00001d018495_T001	NA
Sobic.002G047600.1.v3.1	Zm00001d018903_T001	NA
Sobic.002G177100.1.v3.1	Zm00001d020176_T001	NA
Sobic.001G503400.1.v3.1	NA	Zm00001d048398_T001
Sobic.003G145400.1.v3.1	Zm00001d040624_T001	Zm00001d009087_T001
Sobic.002G429900.1.v3.1	Zm00001d022583_T001	NA
Sobic.009G240300.1.v3.1	Zm00001d039086_T001	NA
Sobic.010G040800.1.v3.1	NA	Zm00001d036196_T001
Sobic.009G212100.1.v3.1	Zm00001d038838_T001	Zm00001d011138_T001
Sobic.009G178000.1.v3.1	Zm00001d038527_T001	Zm00001d010634_T001
Sobic.001G315400.1.v3.1	Zm00001d029726_T001	NA
Sobic.007G032500.1.v3.1	Zm00001d024698_T001	Zm00001d049608_T001
Sobic.005G151100.1.v3.1	Zm00001d053106_T001	NA
Sobic.007G085300.1.v3.1	Zm00001d024376_T001	Zm00001d050195_T001
Sobic.007G077001.1.v3.1	NA	Zm00001d049364_T001
Sobic.003G012000.1.v3.1	Zm00001d039319_T002	NA
Sobic.001G114200.1.v3.1	NA	Zm00001d013421_T002
Sobic.010G245200.1.v3.1	Zm00001d014600_T001	Zm00001d036517_T001
Sobic.005G155700.1.v3.1	Zm00001d053122_T001	NA
Sobic.001G094500.1.v3.1	Zm00001d033979_T001	Zm00001d013300_T001
Sobic.003G235601.1.v3.1	Zm00001d044087_T001	Zm00001d011463_T001
Sobic.008G065000.1.v3.1	NA	Zm00001d041824_T001
Sobic.003G296000.3.v3.1	Zm00001d043468_T001	Zm00001d012748_T001
Sobic.006G109850.1.v3.1	Zm00001d003390_T001	NA
Sobic.001G356500.1.v3.1	Zm00001d029329_T001	Zm00001d047174_T001
Sobic.007G205800.1.v3.1	Zm00001d031490_T001	NA
Sobic.002G378900.4.v3.1	Zm00001d022176_T001	NA
Sobic.003G075800.1.v3.1	NA	Zm00001d008606_T003
Sobic.003G098800.1.v3.1	Zm00001d040113_T006	Zm00001d008446_T007
Sobic.002G247100.1.v3.1	Zm00001d020937_T001	Zm00001d006025_T001
Sobic.006G200500.1.v3.1	NA	Zm00001d026211_T001
Sobic.003G303100.1.v3.1	Zm00001d043386_T001	NA
Sobic.002G429400.2.v3.1	NA	Zm00001d007226_T005
Sobic.002G223900.1.v3.1	NA	Zm00001d005846_T002
Sobic.004G201800.1.v3.1	Zm00001d017086_T001	NA
Sobic.004G328700.1.v3.1	Zm00001d018367_T001	NA
Sobic.002G192000.2.v3.1	NA	Zm00001d005698_T001
Sobic.007G073000.1.v3.1	Zm00001d024277_T001	NA
Sobic.001G227400.1.v3.1	NA	Zm00001d014085_T001
Sobic.009G138500.1.v3.1	Zm00001d038197_T001	Zm00001d010264_T001
Sobic.006G228833.1.v3.1	Zm00001d002199_T002	NA
Sobic.010G196600.1.v3.1	Zm00001d046687_T001	Zm00001d036787_T001
Sobic.009G036100.1.v3.1	Zm00001d024778_T001	NA
Sobic.001G255600.1.v3.1	Zm00001d033025_T001	Zm00001d014207_T001
Sobic.005G021900.1.v3.1	NA	Zm00001d005008_T001
Sobic.008G071400.1.v3.1	NA	Zm00001d041791_T001
Sobic.006G204100.1.v3.1	Zm00001d002426_T001	Zm00001d026243_T002
Sobic.010G014100.1.v3.1	NA	Zm00001d035974_T001
Sobic.007G072100.1.v3.1	NA	Zm00001d049383_T002
Sobic.003G199200.1.v3.1	Zm00001d044304_T002	NA
Sobic.004G004800.1.v3.1	Zm00001d014947_T002	Zm00001d054075_T001
Sobic.004G184400.1.v3.1	Zm00001d016876_T001	NA
Sobic.004G285700.1.v3.1	Zm00001d017558_T001	Zm00001d051429_T001
Sobic.006G087100.1.v3.1	Zm00001d003616_T003	Zm00001d025450_T002
Sobic.003G283700.2.v3.1	NA	Zm00001d011755_T001
Sobic.002G255100.1.v3.1	Zm00001d021018_T001	Zm00001d006064_T001
Sobic.005G197100.1.v3.1	Zm00001d048766_T001	Zm00001d007638_T001
Sobic.003G349100.1.v3.1	Zm00001d042940_T001	Zm00001d012431_T001
Sobic.004G200200.1.v3.1	Zm00001d017072_T001	NA
Sobic.006G191800.1.v3.1	Zm00001d002546_T001	Zm00001d026015_T001
Sobic.004G141100.1.v3.1	Zm00001d016470_T001	NA
Sobic.010G093500.2.v3.1	NA	Zm00001d037235_T001
Sobic.004G283500.1.v3.1	Zm00001d017590_T001	NA
Sobic.003G110800.1.v3.1	Zm00001d040243_T001	Zm00001d008374_T001
Sobic.001G460700.1.v3.1	NA	Zm00001d048113_T001
Sobic.002G362100.1.v3.1	Zm00001d022027_T001	NA
Sobic.010G078100.1.v3.1	Zm00001d044985_T003	NA
Sobic.009G235200.1.v3.1	Zm00001d039047_T001	Zm00001d009597_T002
Sobic.003G277400.1.v3.1	NA	Zm00001d011720_T001
Sobic.002G172200.1.v3.1	Zm00001d020101_T001	NA
Sobic.004G058400.1.v3.1	Zm00001d015400_T004	NA
Sobic.007G125000.1.v3.1	Zm00001d032303_T005	NA
Sobic.008G018400.1.v3.1	Zm00001d023269_T001	NA
Sobic.005G036400.1.v3.1	NA	Zm00001d004917_T001
Sobic.006G029000.2.v3.1	NA	Zm00001d025020_T002
Sobic.010G250500.1.v3.1	Zm00001d014666_T001	NA
Sobic.008G088600.1.v3.1	NA	Zm00001d041127_T001
Sobic.004G130800.2.v3.1	Zm00001d015956_T001	NA
Sobic.010G007700.1.v3.1	Zm00001d045563_T001	NA
Sobic.007G220400.1.v3.1	NA	Zm00001d052835_T001
Sobic.002G250400.1.v3.1	Zm00001d020963_T001	Zm00001d006040_T001
Sobic.001G010000.1.v3.1	Zm00001d034865_T001	NA
Sobic.003G310700.1.v3.1	Zm00001d043314_T001	NA
Sobic.005G044400.1.v3.1	Zm00001d052781_T005	Zm00001d004875_T002
Sobic.009G195100.1.v3.1	Zm00001d038684_T001	Zm00001d010731_T001
Sobic.004G308000.1.v3.1	NA	Zm00001d052172_T001
Sobic.003G153000.1.v3.1	Zm00001d040724_T001	NA
Sobic.002G043800.1.v3.1	Zm00001d018872_T001	NA
Sobic.003G246000.1.v3.1	Zm00001d043981_T004	Zm00001d011511_T001
Sobic.007G178900.1.v3.1	Zm00001d032036_T001	NA
Sobic.005G059600.2.v3.1	Zm00001d053038_T001	Zm00001d004782_T002
Sobic.004G329201.1.v3.1	NA	Zm00001d052040_T001
Sobic.006G076300.2.v3.1	NA	Zm00001d025380_T001
Sobic.008G131300.1.v3.1	Zm00001d030643_T001	NA
Sobic.010G247400.1.v3.1	Zm00001d014626_T002	NA
Sobic.001G051800.1.v3.1	Zm00001d034497_T003	NA
Sobic.009G177700.1.v3.1	NA	Zm00001d010631_T003
Sobic.010G228700.1.v3.1	Zm00001d014378_T001	Zm00001d036594_T001
Sobic.002G029100.1.v3.1	Zm00001d018770_T002	NA
Sobic.006G197000.1.v3.1	Zm00001d002496_T001	NA
Sobic.007G148700.1.v3.1	Zm00001d032075_T001	Zm00001d050095_T001
Sobic.001G237600.1.v3.1	NA	Zm00001d014132_T001
Sobic.005G215300.1.v3.1	Zm00001d048658_T001	NA
Sobic.006G073700.1.v3.1	Zm00001d003763_T001	Zm00001d025361_T001
Sobic.010G013000.1.v3.1	Zm00001d045537_T001	Zm00001d035962_T001
Sobic.002G367300.1.v3.1	Zm00001d022072_T001	Zm00001d006828_T001
Sobic.006G242000.1.v3.1	Zm00001d002065_T002	Zm00001d026458_T001
Sobic.007G046400.1.v3.1	NA	Zm00001d049545_T001
Sobic.001G497000.1.v3.1	Zm00001d027748_T001	Zm00001d048432_T001
Sobic.009G193600.1.v3.1	NA	Zm00001d010722_T001
Sobic.001G370500.1.v3.1	NA	Zm00001d047469_T001
Sobic.008G033900.1.v3.1	Zm00001d023391_T001	NA
Sobic.002G201600.1.v3.1	Zm00001d020461_T001	NA
Sobic.003G052200.2.v3.1	Zm00001d039683_T009	NA
Sobic.001G407600.1.v3.1	Zm00001d028742_T001	Zm00001d047743_T001
