Gene Model ID	Gene Symbol	Source	Chromosome	Start	End
GRMZM2G435475	dof10	MaizeGDB-curated	Chr6	158,675,548	158,676,679
GRMZM2G123900	dof11	MaizeGDB-curated	Chr1	154,329,458	154,331,722
GRMZM2G178767	dof12	MaizeGDB-curated	Chr5	19,549,995	19,551,017
GRMZM2G456452	dof13	MaizeGDB-curated	Chr1	227,596,191	227,597,088
GRMZM2G134545	dof14	MaizeGDB-curated	Chr7	152,100,148	152,102,643
GRMZM2G451771	dof15	MaizeGDB-curated	Chr10	88,301,230	88,302,056
GRMZM2G089850	dof16	MaizeGDB-curated	Chr7	130,393,751	130,395,017
GRMZM2G114998	dof17	MaizeGDB-curated	Chr4	155,035,798	155,038,140
GRMZM2G131897	dof18	MaizeGDB-curated	Chr1	164,644,881	164,645,955
GRMZM2G135703	dof19	MaizeGDB-curated	Chr3	176,010,296	176,011,726
GRMZM2G371058	dof20	MaizeGDB-curated	Chr6	149,318,311	149,319,745
GRMZM2G162749	dof21	MaizeGDB-curated	Chr1	14,850,152	14,853,035
GRMZM2G171852	dof22	MaizeGDB-curated	Chr5	194,884,355	194,887,188
GRMZM2G010290	dof23	MaizeGDB-curated	Chr10	137,229,762	137,232,013
GRMZM2G084130	dof24	MaizeGDB-curated	Chr5	6,118,778	6,119,924
GRMZM2G108865	dof25	MaizeGDB-curated	Chr1	280,409,564	280,411,218
GRMZM2G061292	dof26	MaizeGDB-curated	Chr5	18,177,711	18,179,160
GRMZM2G017470	dof27	MaizeGDB-curated	Chr1	293,405,280	293,407,607
GRMZM2G093725	dof28	MaizeGDB-curated	Chr1	293,486,116	293,487,783
GRMZM2G140694	dof29	MaizeGDB-curated	Chr5	201,437,666	201,441,763
GRMZM2G179069	dof3	MaizeGDB-curated	Chr6	36,946,638	36,948,605
AC233935.1_FG005	dof30	MaizeGDB-curated	Chr1	40,917,520	40,918,920
GRMZM2G144188	dof31	MaizeGDB-curated	Chr5	2,344,044	2,345,532
GRMZM2G011832	dof32	MaizeGDB-curated	Chr1	246,538,639	246,539,936
GRMZM2G144172	dof33	MaizeGDB-curated	Chr5	2,336,487	2,338,861
GRMZM2G064655	dof34	MaizeGDB-curated	Chr2	203,073,326	203,075,231
GRMZM2G137502	dof36	MaizeGDB-curated	Chr1	72,625,013	72,627,421
GRMZM2G394973	dof37	MaizeGDB-curated	Chr3	195,990,512	195,991,615
GRMZM2G042218	dof38	MaizeGDB-curated	Chr8	166,129,975	166,131,371
GRMZM2G045678	dof39	MaizeGDB-curated	Chr1	254,619,872	254,621,178
GRMZM2G327189	dof4	MaizeGDB-curated	Chr3	209,919,655	209,921,032
GRMZM2G138455	dof40	MaizeGDB-curated	Chr1	242,766,583	242,768,989
GRMZM2G142718	dof41	MaizeGDB-curated	Chr10	147,844,469	147,845,926
GRMZM2G394941	dof42	MaizeGDB-curated	Chr5	204,282,491	204,284,190
GRMZM2G589696	dof43	MaizeGDB-curated	Chr4	160,304,743	160,307,885
AC209819.3_FG009	dof44	MaizeGDB-curated	Chr8	122,590,335	122,590,955
GRMZM2G082490	dof45	MaizeGDB-curated	Chr8	173,272,809	173,273,930
GRMZM2G176063	dof46	MaizeGDB-curated	Chr3	126,327,930	126,330,315
AC155434.2_FG006	dof47	MaizeGDB-curated	Chr7	173,848,308	173,849,744
GRMZM5G880268	dof5	MaizeGDB-curated	Chr8	133,370,483	133,372,747
GRMZM2G089949	dof6	MaizeGDB-curated	Chr3	40,521,477	40,522,945
GRMZM2G378490	dof7	MaizeGDB-curated	Chr3	6,300,724	6,302,028
GRMZM2G463525	dof8	MaizeGDB-curated	Chr3	44,598,043	44,601,358
GRMZM2G449950	dof9	MaizeGDB-curated	Chr4	164,205,529	164,206,744
GRMZM2G435338	dpold3a	MaizeGDB-curated	Chr3	5,429,348	5,438,197
GRMZM2G005536	dpold3b	MaizeGDB-curated	Chr8	23,383,967	23,389,363
GRMZM2G044247	dpr1	MaizeGDB-curated	Chr1	3,642,611	3,645,502
GRMZM2G027835	dps1	MaizeGDB-curated	Chr9	107,331,165	107,334,148
GRMZM2G362850	drh1	MaizeGDB-curated	Chr3	163,786,353	163,791,421
GRMZM2G123896	drm1	MaizeGDB-curated	Chr1	222,643,514	222,645,307
GRMZM2G117329	dsc1	MaizeGDB-curated	Chr4	47,714,348	47,736,769
GRMZM5G872204	dsc2	MaizeGDB-curated	Chr1	195,791,317	195,802,900
GRMZM2G059225	dsc3	MaizeGDB-curated	Chr7	135,541,997	135,550,832
GRMZM2G006324	dsul1	MaizeGDB-curated	Chr7	159,979,076	159,979,972
AC210848.3_FG004	dsy2	MaizeGDB-curated	Chr5	89,755,508	89,760,884
GRMZM2G019121	dts1	MaizeGDB-curated	Chr5	75,965,462	75,969,666
GRMZM2G141399	du1	MaizeGDB-curated	Chr10	59,516,234	59,527,812
GRMZM2G433025	duf177	MaizeGDB-curated	Chr5	216,820,554	216,821,708
GRMZM2G114861	dv1	MaizeGDB-curated	Chr2	7,626,633	7,631,527
GRMZM2G063048	dvr1	MaizeGDB-curated	Chr1	59,865,304	59,866,740
GRMZM2G013657	dwil1	MaizeGDB-curated	Chr6	143,487,859	143,494,583
GRMZM2G056975	dxr1	MaizeGDB-curated	Chr3	30,227,477	30,234,031
GRMZM2G036290	dxr2	MaizeGDB-curated	Chr8	8,094,882	8,101,495
GRMZM2G137151	dxs1	MaizeGDB-curated	Chr6	146,570,742	146,575,010
GRMZM2G493395	dxs2	MaizeGDB-curated	Chr7	14,086,686	14,089,909
GRMZM2G173641	dxs3	MaizeGDB-curated	Chr9	20,471,360	20,476,373
Zm00001d045937	dzs10	MaizeGDB-curated	Chr9	47,916,398	47,916,850
GRMZM2G001699	e2f1	MaizeGDB-curated	Chr1	233,461,624	233,465,523
GRMZM2G169709	e2f10	MaizeGDB-curated	Chr9	9,941,701	9,945,712
GRMZM2G052515	e2f11	MaizeGDB-curated	Chr10	6,663,939	6,668,632
GRMZM2G060000	e2f12	MaizeGDB-curated	Chr6	115,306,684	115,309,679
GRMZM2G361659	e2f13	MaizeGDB-curated	Chr4	182,904,238	182,907,831
GRMZM5G829408	e2f14	MaizeGDB-curated	Chr6	158,198,224	158,202,485
GRMZM2G148506	e2f15	MaizeGDB-curated	Chr10	142,876,623	142,885,325
GRMZM2G041701	e2f16	MaizeGDB-curated	Chr4	109,547,016	109,551,841
AC214168.3_FG001	e2f17	MaizeGDB-curated	Chr2	56,303,461	56,307,449
GRMZM2G139024	e2f18	MaizeGDB-curated	Chr5	32,444,644	32,482,308
GRMZM2G086072	e2f19	MaizeGDB-curated	Chr1	11,479,832	11,487,112
GRMZM2G333591	e2f2	MaizeGDB-curated	Chr2	223,993,795	223,997,480
GRMZM2G351232	e2f3	MaizeGDB-curated	Chr1	262,525,868	262,531,447
AC233850.1_FG005	e2f4	MaizeGDB-curated	Chr5	169,877,246	169,881,176
GRMZM2G050590	e2f5	MaizeGDB-curated	Chr2	113,226,437	113,231,629
GRMZM2G063387	e2f6	MaizeGDB-curated	Chr9	152,941,252	152,946,177
GRMZM2G378665	e2f7	MaizeGDB-curated	Chr5	205,840,277	205,843,667
GRMZM2G404769	e2f8	MaizeGDB-curated	Chr5	175,687,853	175,693,606
GRMZM2G462623	e2f9	MaizeGDB-curated	Chr8	150,408,103	150,413,617
GRMZM2G129157	ebe1	MaizeGDB-curated	Chr8	158,567,300	158,572,192
GRMZM2G167733	ebe2	MaizeGDB-curated	Chr6	109,030,239	109,033,033
GRMZM2G137582	ebf1	MaizeGDB-curated	Chr6	102,392,990	102,395,999
GRMZM2G132903	ech1	MaizeGDB-curated	Chr8	40,263,840	40,270,804
GRMZM2G107654	eif2	MaizeGDB-curated	Chr7	158,175,062	158,191,500
GRMZM2G093050	eif3	MaizeGDB-curated	Chr3	7,406,093	7,414,401
GRMZM2G116034	eif4	MaizeGDB-curated	Chr5	56,805,146	56,809,251
GRMZM2G027995	eif4a	MaizeGDB-curated	Chr6	87,282,559	87,286,379
GRMZM2G002616	eif6	MaizeGDB-curated	Chr3	132,487,154	132,491,827
GRMZM2G022019	eif7	MaizeGDB-curated	Chr5	30,318,321	30,323,991
GRMZM2G317584	eil1	MaizeGDB-curated	Chr9	133,469,222	133,473,010
AC234203.1_FG011	eil13	MaizeGDB-curated	Chr1	188,105,263	188,107,161
GRMZM2G003558	eil2	MaizeGDB-curated	Chr2	218,017,798	218,019,723
GRMZM2G033570	eil3	MaizeGDB-curated	Chr1	52,561,894	52,565,938
GRMZM2G006752	eil4	MaizeGDB-curated	Chr7	133,190,586	133,195,177
AC210616.4_FG005	eil5	MaizeGDB-curated	Chr4	124,304,670	124,305,995
GRMZM2G151811	eil6	MaizeGDB-curated	Chr7	173,994,325	173,996,353
GRMZM2G044322	eil7	MaizeGDB-curated	Chr2	43,586,438	43,588,329
GRMZM2G040481	eil8	MaizeGDB-curated	Chr5	176,155,464	176,156,801
GRMZM2G068217	ein2	MaizeGDB-curated	Chr3	2,874,629	2,881,174
GRMZM2G343543	elfa10	MaizeGDB-curated	Chr6	102,923,481	102,926,877
GRMZM2G149768	elfa2	MaizeGDB-curated	Chr6	136,755,765	136,759,415
GRMZM2G154218	elfa3	MaizeGDB-curated	Chr6	136,703,065	136,706,224
GRMZM2G153541	elfa9	MaizeGDB-curated	Chr9	88,067,950	88,071,249
GRMZM2G355752	elip1	MaizeGDB-curated	Chr2	234,220,402	234,221,935
GRMZM2G425728	elip2	MaizeGDB-curated	Chr7	9,706,644	9,708,137
GRMZM2G101004	elm2	MaizeGDB-curated	Chr9	89,924,624	89,933,813
GRMZM2G384293	emb14	MaizeGDB-curated	Chr4	241,018,915	241,022,802
GRMZM2G119691	emb17	MaizeGDB-curated	Chr5	213,411,819	213,415,006
GRMZM2G136559	emb18	MaizeGDB-curated	Chr9	93,426,568	93,429,048
GRMZM5G884466	emb2	MaizeGDB-curated	Chr1	301,344,228	301,363,304
GRMZM2G095078	embp1	MaizeGDB-curated	Chr7	19,265,565	19,270,520
GRMZM2G060516	emp16	MaizeGDB-curated	Chr8	149,423,147	149,426,931
GRMZM2G092198	emp4	MaizeGDB-curated	Chr1	272,101,204	272,103,668
GRMZM2G060536	emp5	MaizeGDB-curated	Chr3	147,043,139	147,046,048
GRMZM2G048392	emp6	MaizeGDB-curated	Chr2	188,808,679	188,813,282
GRMZM2G041231	emp7	MaizeGDB-curated	Chr8	4,335,406	4,337,599
GRMZM2G144610	endo1	MaizeGDB-curated	Chr9	37,552,323	37,553,942
GRMZM2G113228	endo3	MaizeGDB-curated	Chr10	5,735,648	5,739,240
GRMZM2G064302	eno1	MaizeGDB-curated	Chr9	22,112,240	22,116,928
GRMZM2G048371	eno2	MaizeGDB-curated	Chr1	125,081,143	125,088,083
GRMZM2G129189	epr4	MaizeGDB-curated	Chr5	182,569,001	182,570,164
GRMZM5G877500	eps1	MaizeGDB-curated	Chr9	22,689,315	22,692,638
GRMZM2G158024	era1	MaizeGDB-curated	Chr8	70,795,031	70,799,216
GRMZM5G889719	ereb1	MaizeGDB-curated	Chr9	115,615,847	115,616,692
GRMZM2G434203	ereb10	MaizeGDB-curated	Chr5	195,729,657	195,730,672
AC209257.4_FG006	ereb100	MaizeGDB-curated	Chr6	153,427,827	153,429,877
GRMZM2G003466	ereb101	MaizeGDB-curated	Chr1	20,094,144	20,095,477
GRMZM2G052667	ereb102	MaizeGDB-curated	Chr7	120,384,696	120,387,770
GRMZM2G133168	ereb103	MaizeGDB-curated	Chr3	4,660,995	4,665,940
GRMZM5G816314	ereb104	MaizeGDB-curated	Chr5	191,933,955	191,934,641
GRMZM2G042756	ereb105	MaizeGDB-curated	Chr2	16,543,815	16,545,074
AC198403.3_FG001	ereb106	MaizeGDB-curated	Chr4	10,908,008	10,908,646
GRMZM2G057386	ereb107	MaizeGDB-curated	Chr5	191,428,547	191,430,072
GRMZM2G480434	ereb108	MaizeGDB-curated	Chr1	189,829,804	189,830,412
GRMZM2G141679	ereb109	MaizeGDB-curated	Chr7	100,267,099	100,269,276
GRMZM2G076896	ereb111	MaizeGDB-curated	Chr4	215,636,055	215,638,692
GRMZM2G039870	ereb112	MaizeGDB-curated	Chr1	138,460,613	138,461,461
GRMZM2G457562	ereb113	MaizeGDB-curated	Chr8	100,502,242	100,503,899
GRMZM2G008234	ereb114	MaizeGDB-curated	Chr7	3,186,862	3,189,788
GRMZM2G069146	ereb115	MaizeGDB-curated	Chr7	141,174,421	141,175,245
GRMZM2G131281	ereb116	MaizeGDB-curated	Chr7	135,625,864	135,626,905
GRMZM2G113078	ereb117	MaizeGDB-curated	Chr8	135,582,288	135,584,343
GRMZM2G081892	ereb118	MaizeGDB-curated	Chr8	12,197,384	12,199,394
GRMZM2G309731	ereb119	MaizeGDB-curated	Chr1	195,911,073	195,911,583
GRMZM2G100982	ereb12	MaizeGDB-curated	Chr8	71,940,571	71,941,451
AC200038.4_FG011	ereb120	MaizeGDB-curated	Chr1	21,602,442	21,603,594
GRMZM2G176175	ereb121	MaizeGDB-curated	Chr7	22,015,365	22,026,546
GRMZM2G301860	ereb122	MaizeGDB-curated	Chr9	16,258,284	16,259,458
GRMZM2G461907	ereb123	MaizeGDB-curated	Chr1	21,635,058	21,635,844
GRMZM2G399098	ereb124	MaizeGDB-curated	Chr9	151,187,691	151,189,042
GRMZM2G023708	ereb125	MaizeGDB-curated	Chr10	112,324,342	112,325,371
GRMZM2G169654	ereb126	MaizeGDB-curated	Chr3	206,678,255	206,680,041
GRMZM2G000520	ereb127	MaizeGDB-curated	Chr4	155,637,630	155,639,087
AC233933.1_FG001	ereb128	MaizeGDB-curated	Chr7	34,482,445	34,483,233
GRMZM2G016434	ereb129	MaizeGDB-curated	Chr5	166,359,251	166,361,971
GRMZM2G011110	ereb13	MaizeGDB-curated	Chr4	178,417,315	178,418,683
GRMZM2G399072	ereb130	MaizeGDB-curated	Chr1	16,118,043	16,122,450
GRMZM2G087059	ereb131	MaizeGDB-curated	Chr2	64,001,713	64,004,098
GRMZM2G165257	ereb132	MaizeGDB-curated	Chr4	130,100,068	130,101,363
GRMZM2G100727	ereb133	MaizeGDB-curated	Chr6	150,487,664	150,489,012
GRMZM2G474326	ereb134	MaizeGDB-curated	Chr3	198,667,814	198,668,962
GRMZM2G328197	ereb135	MaizeGDB-curated	Chr6	77,131,623	77,132,592
GRMZM2G021369	ereb136	MaizeGDB-curated	Chr5	210,323,041	210,324,358
GRMZM2G028386	ereb137	MaizeGDB-curated	Chr1	201,993,810	201,995,393
GRMZM2G079653	ereb138	MaizeGDB-curated	Chr5	100,107,595	100,108,704
GRMZM2G103085	ereb139	MaizeGDB-curated	Chr5	209,945,135	209,946,354
GRMZM2G018398	ereb14	MaizeGDB-curated	Chr4	176,066,660	176,069,349
GRMZM2G348307	ereb140	MaizeGDB-curated	Chr4	65,968,744	65,972,918
GRMZM2G097182	ereb141	MaizeGDB-curated	Chr3	145,467,972	145,468,863
GRMZM2G010100	ereb142	MaizeGDB-curated	Chr1	255,604,709	255,605,965
GRMZM2G141219	ereb143	MaizeGDB-curated	Chr7	117,877,954	117,881,926
GRMZM2G005301	ereb144	MaizeGDB-curated	Chr5	150,664,312	150,665,813
GRMZM2G106591	ereb145	MaizeGDB-curated	Chr6	102,578,638	102,580,044
GRMZM2G021790	ereb146	MaizeGDB-curated	Chr8	69,893,597	69,894,451
GRMZM2G310368	ereb147	MaizeGDB-curated	Chr3	188,728,319	188,729,366
GRMZM2G053503	ereb148	MaizeGDB-curated	Chr8	35,566,541	35,567,721
GRMZM2G425798	ereb149	MaizeGDB-curated	Chr10	111,635,997	111,638,209
GRMZM2G111415	ereb15	MaizeGDB-curated	Chr4	173,829,508	173,830,759
GRMZM2G033656	ereb150	MaizeGDB-curated	Chr1	189,870,771	189,871,628
GRMZM2G379652	ereb153	MaizeGDB-curated	Chr7	15,671,318	15,672,307
GRMZM2G026926	ereb154	MaizeGDB-curated	Chr2	24,360,914	24,363,125
GRMZM2G060465	ereb155	MaizeGDB-curated	Chr4	185,036,196	185,037,019
GRMZM2G421033	ereb156	MaizeGDB-curated	Chr10	144,707,377	144,708,793
GRMZM2G087040	ereb157	MaizeGDB-curated	Chr5	174,205,686	174,206,245
GRMZM2G002119	ereb158	MaizeGDB-curated	Chr3	188,630,301	188,631,150
GRMZM2G009598	ereb159	MaizeGDB-curated	Chr1	292,178,941	292,180,261
GRMZM2G137341	ereb16	MaizeGDB-curated	Chr5	195,885,970	195,887,098
GRMZM2G171179	ereb160	MaizeGDB-curated	Chr9	11,535,025	11,537,985
GRMZM2G021573	ereb161	MaizeGDB-curated	Chr9	145,136,034	145,140,341
GRMZM2G059939	ereb162	MaizeGDB-curated	Chr6	162,767,827	162,769,490
GRMZM2G022359	ereb163	MaizeGDB-curated	Chr10	73,140,439	73,143,884
GRMZM2G093595	ereb164	MaizeGDB-curated	Chr6	140,882,370	140,883,690
GRMZM2G317596	ereb165	MaizeGDB-curated	Chr6	164,875,430	164,876,438
GRMZM2G478965	ereb166	MaizeGDB-curated	Chr7	15,838,022	15,839,110
GRMZM2G050851	ereb167	MaizeGDB-curated	Chr1	209,401,525	209,403,939
GRMZM2G039112	ereb168	MaizeGDB-curated	Chr1	162,442,365	162,444,201
GRMZM2G016079	ereb169	MaizeGDB-curated	Chr1	189,807,563	189,808,400
GRMZM2G029323	ereb17	MaizeGDB-curated	Chr4	181,088,255	181,090,094
GRMZM2G300924	ereb170	MaizeGDB-curated	Chr4	146,313,370	146,315,508
GRMZM2G013657	ereb171	MaizeGDB-curated	Chr6	143,487,859	143,494,583
GRMZM2G369472	ereb172	MaizeGDB-curated	Chr1	199,674,463	199,675,600
GRMZM2G007406	ereb173	MaizeGDB-curated	Chr9	141,206,088	141,207,032
GRMZM2G149756	ereb174	MaizeGDB-curated	Chr3	175,592,023	175,595,225
GRMZM2G429378	ereb175	MaizeGDB-curated	Chr9	17,655,509	17,656,456
GRMZM2G072926	ereb176	MaizeGDB-curated	Chr4	152,189,367	152,190,424
GRMZM2G123119	ereb177	MaizeGDB-curated	Chr7	52,773,401	52,774,399
GRMZM2G047999	ereb178	MaizeGDB-curated	Chr5	166,555,654	166,556,595
GRMZM2G129674	ereb179	MaizeGDB-curated	Chr1	17,461,265	17,462,932
GRMZM2G055204	ereb18	MaizeGDB-curated	Chr5	208,210,507	208,213,447
GRMZM2G018984	ereb180	MaizeGDB-curated	Chr1	17,492,641	17,494,645
AC206951.3_FG016	ereb181	MaizeGDB-curated	Chr1	17,518,824	17,519,639
AC206951.3_FG017	ereb182	MaizeGDB-curated	Chr1	17,525,572	17,526,492
GRMZM2G458437	ereb183	MaizeGDB-curated	Chr2	216,615,448	216,616,387
GRMZM2G028151	ereb184	MaizeGDB-curated	Chr1	281,700,006	281,703,981
GRMZM2G028969	ereb185	MaizeGDB-curated	Chr2	20,720,151	20,721,075
AC187157.4_FG001	ereb186	MaizeGDB-curated	Chr8	22,690,444	22,691,545
GRMZM2G130459	ereb187	MaizeGDB-curated	Chr5	207,437,058	207,441,313
GRMZM2G477287	ereb188	MaizeGDB-curated	Chr1	80,875,824	80,876,762
GRMZM2G060517	ereb189	MaizeGDB-curated	Chr7	53,484,637	53,485,245
GRMZM2G175543	ereb19	MaizeGDB-curated	Chr6	88,910,388	88,912,086
GRMZM2G104260	ereb190	MaizeGDB-curated	Chr10	145,554,185	145,555,089
GRMZM2G047918	ereb191	MaizeGDB-curated	Chr5	150,972,392	150,973,390
GRMZM2G129777	ereb192	MaizeGDB-curated	Chr3	22,395,049	22,397,063
GRMZM2G169382	ereb193	MaizeGDB-curated	Chr3	56,326,099	56,327,373
GRMZM2G120401	ereb194	MaizeGDB-curated	Chr8	80,500,107	80,501,402
GRMZM2G466044	ereb195	MaizeGDB-curated	Chr5	191,270,861	191,272,390
GRMZM2G020150	ereb196	MaizeGDB-curated	Chr6	156,591,969	156,593,826
GRMZM2G174784	ereb197	MaizeGDB-curated	Chr2	5,520,018	5,524,385
GRMZM2G055180	ereb198	MaizeGDB-curated	Chr2	21,347,526	21,348,862
GRMZM2G163745	ereb199	MaizeGDB-curated	Chr1	208,809,359	208,810,072
GRMZM2G080516	ereb2	MaizeGDB-curated	Chr10	139,299,146	139,301,101
GRMZM2G025062	ereb200	MaizeGDB-curated	Chr7	172,771,420	172,772,631
GRMZM2G384386	ereb201	MaizeGDB-curated	Chr7	160,094,706	160,096,131
GRMZM2G148333	ereb202	MaizeGDB-curated	Chr2	184,209,896	184,212,209
GRMZM2G104866	ereb203	MaizeGDB-curated	Chr9	98,042,537	98,044,099
GRMZM2G061487	ereb204	MaizeGDB-curated	Chr1	217,638,400	217,639,968
GRMZM2G438202	ereb205	MaizeGDB-curated	Chr10	141,249,356	141,251,027
GRMZM2G366434	ereb206	MaizeGDB-curated	Chr5	184,337,648	184,342,194
GRMZM2G156006	ereb207	MaizeGDB-curated	Chr9	13,761,895	13,762,657
GRMZM2G160971	ereb208	MaizeGDB-curated	Chr3	212,582,559	212,584,989
GRMZM2G089995	ereb209	MaizeGDB-curated	Chr4	26,450,939	26,451,894
GRMZM2G175525	ereb21	MaizeGDB-curated	Chr10	116,699,951	116,700,712
GRMZM2G125460	ereb210	MaizeGDB-curated	Chr2	214,344,857	214,345,995
GRMZM2G138396	ereb211	MaizeGDB-curated	Chr2	186,957,472	186,958,546
GRMZM2G076602	ereb212	MaizeGDB-curated	Chr10	144,777,835	144,780,346
GRMZM2G006745	ereb22	MaizeGDB-curated	Chr8	94,530,861	94,534,207
GRMZM2G069126	ereb23	MaizeGDB-curated	Chr7	141,170,323	141,171,382
GRMZM2G086573	ereb24	MaizeGDB-curated	Chr2	4,666,315	4,671,738
GRMZM2G119865	ereb25	MaizeGDB-curated	Chr6	79,717,475	79,718,928
GRMZM2G317160	ereb26	MaizeGDB-curated	Chr1	51,014,131	51,020,257
GRMZM2G084264	ereb27	MaizeGDB-curated	Chr6	110,073,119	110,074,320
GRMZM2G544539	ereb28	MaizeGDB-curated	Chr10	9,217,173	9,219,426
GRMZM2G132223	ereb29	MaizeGDB-curated	Chr8	171,190,647	171,191,502
GRMZM5G842961	ereb30	MaizeGDB-curated	Chr5	191,829,610	191,830,443
GRMZM5G852704	ereb31	MaizeGDB-curated	Chr9	5,877,307	5,878,356
GRMZM2G139740	ereb32	MaizeGDB-curated	Chr4	119,105,133	119,105,723
GRMZM2G073982	ereb33	MaizeGDB-curated	Chr9	20,121,733	20,123,748
GRMZM5G846057	ereb34	MaizeGDB-curated	Chr6	165,687,986	165,689,517
GRMZM2G415251	ereb35	MaizeGDB-curated	Chr1	21,678,126	21,679,947
GRMZM2G069082	ereb36	MaizeGDB-curated	Chr7	141,162,777	141,163,747
GRMZM2G322672	ereb37	MaizeGDB-curated	Chr5	81,797,663	81,800,162
GRMZM2G419901	ereb38	MaizeGDB-curated	Chr1	15,773,208	15,774,173
GRMZM2G073047	ereb39	MaizeGDB-curated	Chr9	76,481,085	76,482,299
GRMZM2G015281	ereb4	MaizeGDB-curated	Chr1	37,721,439	37,722,170
GRMZM2G164591	ereb40	MaizeGDB-curated	Chr10	146,788,916	146,790,031
GRMZM2G146688	ereb41	MaizeGDB-curated	Chr2	237,250,179	237,253,121
GRMZM2G020016	ereb42	MaizeGDB-curated	Chr6	156,579,550	156,581,365
GRMZM2G399598	ereb43	MaizeGDB-curated	Chr2	219,318,493	219,323,840
GRMZM5G806839	ereb44	MaizeGDB-curated	Chr1	90,116,618	90,117,418
GRMZM2G067463	ereb45	MaizeGDB-curated	Chr2	4,352,876	4,353,499
GRMZM2G085678	ereb46	MaizeGDB-curated	Chr5	114,131,334	114,133,006
GRMZM2G174917	ereb47	MaizeGDB-curated	Chr2	5,568,515	5,570,186
GRMZM2G376255	ereb48	MaizeGDB-curated	Chr9	151,134,794	151,135,999
GRMZM2G159592	ereb49	MaizeGDB-curated	Chr8	64,222,278	64,223,655
GRMZM2G048621	ereb5	MaizeGDB-curated	Chr4	152,103,666	152,104,731
GRMZM2G142179	ereb50	MaizeGDB-curated	Chr3	2,629,088	2,630,607
GRMZM2G055070	ereb51	MaizeGDB-curated	Chr10	71,678,821	71,679,414
GRMZM2G105266	ereb52	MaizeGDB-curated	Chr3	170,265,321	170,267,160
GRMZM2G141638	ereb53	MaizeGDB-curated	Chr3	166,836,222	166,840,043
GRMZM2G020054	ereb54	MaizeGDB-curated	Chr10	65,437,299	65,438,594
GRMZM2G097081	ereb57	MaizeGDB-curated	Chr4	176,557,756	176,558,869
GRMZM2G381441	ereb58	MaizeGDB-curated	Chr1	300,119,372	300,120,555
GRMZM5G837876	ereb59	MaizeGDB-curated	Chr4	13,240,123	13,240,995
GRMZM2G172936	ereb6	MaizeGDB-curated	Chr2	20,632,553	20,633,410
GRMZM2G131266	ereb60	MaizeGDB-curated	Chr1	211,370,663	211,373,082
GRMZM2G475678	ereb61	MaizeGDB-curated	Chr2	21,187,724	21,188,794
GRMZM2G011236	ereb62	MaizeGDB-curated	Chr2	207,364,254	207,365,473
GRMZM2G307152	ereb63	MaizeGDB-curated	Chr3	170,466,981	170,467,714
GRMZM2G171569	ereb64	MaizeGDB-curated	Chr7	21,160,811	21,162,260
GRMZM2G124011	ereb65	MaizeGDB-curated	Chr2	195,135,264	195,136,246
GRMZM2G041839	ereb66	MaizeGDB-curated	Chr5	191,904,539	191,906,156
GRMZM2G114820	ereb67	MaizeGDB-curated	Chr9	125,166,271	125,168,025
GRMZM2G368838	ereb68	MaizeGDB-curated	Chr2	16,555,808	16,557,224
GRMZM2G085964	ereb69	MaizeGDB-curated	Chr6	138,751,831	138,753,113
GRMZM2G173771	ereb7	MaizeGDB-curated	Chr4	178,620,836	178,621,888
AC213666.3_FG003	ereb70	MaizeGDB-curated	Chr4	24,212,770	24,213,261
GRMZM2G113060	ereb71	MaizeGDB-curated	Chr9	149,648,095	149,649,451
GRMZM2G135452	ereb72	MaizeGDB-curated	Chr6	51,805,587	51,806,576
GRMZM2G060876	ereb73	MaizeGDB-curated	Chr7	165,849,278	165,850,111
GRMZM2G024871	ereb74	MaizeGDB-curated	Chr5	31,877,779	31,878,301
GRMZM2G060249	ereb75	MaizeGDB-curated	Chr7	165,822,785	165,823,252
GRMZM2G139765	ereb76	MaizeGDB-curated	Chr5	188,716,605	188,718,676
GRMZM2G451031	ereb77	MaizeGDB-curated	Chr3	186,781,331	186,784,258
GRMZM2G060206	ereb78	MaizeGDB-curated	Chr4	49,346,413	49,347,038
GRMZM2G175856	ereb79	MaizeGDB-curated	Chr1	197,306,494	197,307,177
GRMZM2G146028	ereb8	MaizeGDB-curated	Chr4	234,986,414	234,987,698
GRMZM2G151542	ereb80	MaizeGDB-curated	Chr8	147,672,456	147,674,477
GRMZM2G416701	ereb81	MaizeGDB-curated	Chr6	29,008,639	29,012,194
GRMZM2G019443	ereb82	MaizeGDB-curated	Chr7	17,154,984	17,156,006
GRMZM2G132185	ereb83	MaizeGDB-curated	Chr8	171,200,009	171,201,130
GRMZM2G481668	ereb84	MaizeGDB-curated	Chr6	147,998,722	147,999,285
GRMZM2G040664	ereb86	MaizeGDB-curated	Chr10	132,343,963	132,345,739
GRMZM5G805505	ereb87	MaizeGDB-curated	Chr2	21,231,379	21,232,602
GRMZM2G018138	ereb88	MaizeGDB-curated	Chr7	141,464,460	141,465,197
GRMZM2G156737	ereb89	MaizeGDB-curated	Chr4	48,661,492	48,662,964
GRMZM2G323172	ereb9	MaizeGDB-curated	Chr6	124,705,032	124,709,397
GRMZM2G110333	ereb90	MaizeGDB-curated	Chr5	212,398,699	212,401,458
GRMZM2G079825	ereb91	MaizeGDB-curated	Chr2	63,265,056	63,266,421
GRMZM2G174347	ereb92	MaizeGDB-curated	Chr8	120,487,038	120,488,230
