Gene Model ID	Gene Symbol	Source	Chromosome	Start	End
GRMZM2G113033	ssu2	Classical Gene	Chr2	143,429,392	143,430,581
GRMZM2G177098	stc1	Classical Gene	Chr9	11,745,997	11,754,981
GRMZM2G165433	stk1	Classical Gene	Chr9	11,782,450	11,785,572
GRMZM2G097768	stp1	Classical Gene	Chr8	73,418,620	73,424,707
GRMZM2G138060	su1	Classical Gene	Chr4	41,396,390	41,405,179
GRMZM2G348551	su2	Classical Gene	Chr6	113,414,100	113,419,156
GRMZM2G109818	sun1	Classical Gene	Chr5	88,695,793	88,701,952
GRMZM2G440614	sun2	Classical Gene	Chr3	38,600,230	38,605,885
GRMZM2G005483	sun4	Classical Gene	Chr8	165,131,574	165,135,243
AC194341.4_FG003	sun5	Classical Gene	Chr8	140,924,162	140,926,362
GRMZM2G152908	sus1	Classical Gene	Chr9	122,479,052	122,485,725
GRMZM2G009785	sxd1	Classical Gene	Chr5	133,540,574	133,557,141
GRMZM2G111906	tacs1	Classical Gene	Chr6	82,660,395	82,663,470
GRMZM2G002276	taf1	Classical Gene	Chr3	179,837,079	179,842,136
GRMZM2G039113	tan1	Classical Gene	Chr6	142,758,475	142,760,706
AC233950.1_FG002	tb1	Classical Gene	Chr1	265,811,311	265,813,044
GRMZM2G161418	tbp2	Classical Gene	Chr5	15,340,632	15,345,558
GRMZM2G321778	tdy1	Classical Gene	Chr6	166,836,363	166,837,893
GRMZM2G085113	te1	Classical Gene	Chr3	165,216,844	165,220,769
GRMZM2G101511	tga1	Classical Gene	Chr4	44,534,815	44,539,478
GRMZM5G835323	tif1	Classical Gene	Chr7	154,305,680	154,308,577
GRMZM2G144030	tif5A	Classical Gene	Chr7	163,041,712	163,045,353
GRMZM2G016671	tlk1	Classical Gene	Chr1	276,396,791	276,429,710
GRMZM2G172132	tlk2	Classical Gene	Chr5	7,231,744	7,248,155
GRMZM2G036564	tm20	Classical Gene	Chr6	120,315,469	120,319,622
GRMZM2G424053	trh1	Classical Gene	Chr6	157,965,018	157,969,757
GRMZM2G104843	ts1	Classical Gene	Chr2	45,820,737	45,825,105
GRMZM2G455809	ts2	Classical Gene	Chr1	46,683,464	46,684,885
GRMZM5G803935	ts4	Classical Gene	Chr3	144,918,011	144,918,720
GRMZM5G862109	ts6	Classical Gene	Chr1	292,966,682	292,970,925
GRMZM2G325850	tsh1	Classical Gene	Chr6	166,277,494	166,278,842
GRMZM2G152466	tua4	Classical Gene	Chr5	9,481,738	9,485,476
GRMZM2G099167	tua5	Classical Gene	Chr2	207,291,939	207,295,620
GRMZM2G083243	tua6	Classical Gene	Chr7	160,071,867	160,075,599
GRMZM2G334899	tub2	Classical Gene	Chr8	104,292,707	104,296,183
GRMZM2G108766	tub3	Classical Gene	Chr1	258,611,047	258,615,106
GRMZM2G066191	tub4	Classical Gene	Chr5	14,869,913	14,874,139
GRMZM2G419891	ubi2	Classical Gene	Chr4	237,423,191	237,427,552
GRMZM2G018447	uce1	Classical Gene	Chr3	93,201,404	93,219,385
GRMZM2G067546	vacs1	Classical Gene	Chr9	131,423,638	131,431,860
GRMZM2G133398	vp1	Classical Gene	Chr3	162,842,569	162,847,653
GRMZM2G067176	vp10	Classical Gene	Chr10	146,104,115	146,108,434
GRMZM2G014392	vp14	Classical Gene	Chr1	250,953,388	250,956,063
GRMZM2G121468	vp15	Classical Gene	Chr5	174,261,710	174,266,807
GRMZM2G410515	vp5	Classical Gene	Chr1	17,660,122	17,666,235
GRMZM2G010353	vp8	Classical Gene	Chr1	286,390,345	286,398,537
GRMZM2G014240	vpp1	Classical Gene	Chr9	14,328,479	14,333,699
GRMZM2G057243	wc1	Classical Gene	Chr9	152,353,213	152,359,196
GRMZM2G151227	whp1	Classical Gene	Chr2	224,558,005	224,561,990
GRMZM2G155662	why1	Classical Gene	Chr6	71,779,327	71,782,388
GRMZM2G156632	wip1	Classical Gene	Chr8	12,275,985	12,276,693
GRMZM2G403797	wtf1	Classical Gene	Chr8	71,815,346	71,817,424
GRMZM2G024993	wx1	Classical Gene	Chr9	23,267,684	23,271,612
GRMZM2G170839	xyl1	Classical Gene	Chr1	132,575,709	132,578,475
GRMZM2G167824	yab10	Classical Gene	Chr1	225,097,097	225,102,315
GRMZM2G005353	yab14	Classical Gene	Chr10	133,133,767	133,136,401
GRMZM2G529859	yab15	Classical Gene	Chr5	189,249,290	189,252,175
GRMZM2G074543	yab9	Classical Gene	Chr5	23,592,937	23,597,115
GRMZM2G086971	ypt1	Classical Gene	Chr2	47,740,882	47,746,771
GRMZM2G156599	ys1	Classical Gene	Chr5	190,726,052	190,729,182
GRMZM2G140016	yy1	Classical Gene	Chr4	115,453,280	115,456,159
GRMZM2G052890	zag1	Classical Gene	Chr6	132,008,587	132,016,861
GRMZM2G160687	zag2	Classical Gene	Chr3	137,255,997	137,261,748
GRMZM2G531231	zag4	Classical Gene	Chr9	16,806,164	16,814,207
GRMZM2G003514	zag5	Classical Gene	Chr4	156,111,149	156,118,295
GRMZM2G098813	zfl1	Classical Gene	Chr10	140,276,803	140,279,827
GRMZM2G180190	zfl2	Classical Gene	Chr2	12,649,206	12,652,213
GRMZM2G359952	zmm2	Classical Gene	Chr8	22,983,104	22,992,125
GRMZM2G071620	zmm31	Classical Gene	Chr5	6,925,447	6,932,461
GRMZM2G159397	zmm6	Classical Gene	Chr1	194,046,502	194,054,589
GRMZM2G102161	zmm8	Classical Gene	Chr9	146,936,987	146,945,281
GRMZM5G836222	znf1	Classical Gene	Chr9	102,483,351	102,485,242
GRMZM2G008913	zp1	Classical Gene	Chr4	29,963,321	29,964,591
GRMZM2G086294	zp15	Classical Gene	Chr6	44,541,825	44,542,774
GRMZM2G138727	zp27	Classical Gene	Chr7	120,233,940	120,236,057
