Anchor	Maize1	Maize2
LOC_Os03g13570.1.MSUv7.0	NA	Zm00008a035729_T01.v1.1
LOC_Os06g09240.1.MSUv7.0	Zm00008a033499_T01.v1.1	NA
LOC_Os06g48810.1.MSUv7.0	Zm00008a020484_T01.v1.1	NA
LOC_Os02g36974.1.MSUv7.0	NA	Zm00008a016574_T01.v1.1
LOC_Os06g05209.1.MSUv7.0	NA	Zm00008a024249_T01.v1.1
LOC_Os01g15320.1.MSUv7.0	Zm00008a011440_T01.v1.1	Zm00008a029885_T01.v1.1
LOC_Os03g06520.1.MSUv7.0	Zm00008a000412_T01.v1.1	NA
LOC_Os06g51150.1.MSUv7.0	Zm00008a020635_T01.v1.1	NA
LOC_Os11g38450.1.MSUv7.0	Zm00008a015106_T01.v1.1	NA
LOC_Os07g44140.1.MSUv7.0	Zm00008a029461_T01.v1.1	Zm00008a009833_T01.v1.1
LOC_Os06g21380.1.MSUv7.0	Zm00008a034149_T01.v1.1	NA
LOC_Os04g38750.1.MSUv7.0	Zm00008a007172_T01.v1.1	Zm00008a038050_T01.v1.1
LOC_Os04g31690.1.MSUv7.0	Zm00008a007618_T01.v1.1	Zm00008a037779_T01.v1.1
LOC_Os09g38420.1.MSUv7.0	NA	Zm00008a009351_T01.v1.1
LOC_Os08g33820.1.MSUv7.0	Zm00008a003768_T01.v1.1	Zm00008a016216_T01.v1.1
LOC_Os03g14000.1.MSUv7.0	Zm00008a000914_T01.v1.1	NA
LOC_Os04g46060.1.MSUv7.0	Zm00008a006657_T01.v1.1	Zm00008a038345_T01.v1.1
LOC_Os02g04630.1.MSUv7.0	Zm00008a020911_T01.v1.1	NA
LOC_Os06g14240.1.MSUv7.0	Zm00008a033257_T01.v1.1	NA
LOC_Os03g58720.1.MSUv7.0	NA	Zm00008a019193_T01.v1.1
LOC_Os02g42320.2.MSUv7.0	Zm00008a022413_T01.v1.1	Zm00008a016784_T01.v1.1
LOC_Os03g59450.1.MSUv7.0	Zm00008a005576_T01.v1.1	NA
LOC_Os03g25869.1.MSUv7.0	Zm00008a001609_T01.v1.1	NA
LOC_Os02g52730.1.MSUv7.0	Zm00008a023085_T01.v1.1	Zm00008a017540_T01.v1.1
LOC_Os04g52100.1.MSUv7.0	Zm00008a006323_T01.v1.1	NA
LOC_Os01g15900.1.MSUv7.0	Zm00008a011504_T01.v1.1	Zm00008a029865_T01.v1.1
LOC_Os03g62240.1.MSUv7.0	Zm00008a005754_T01.v1.1	NA
LOC_Os03g61760.1.MSUv7.0	Zm00008a005707_T01.v1.1	Zm00008a019074_T01.v1.1
LOC_Os07g33790.1.MSUv7.0	NA	Zm00008a009492_T01.v1.1
LOC_Os06g36270.1.MSUv7.0	Zm00008a034411_T01.v1.1	Zm00008a024844_T01.v1.1
LOC_Os01g06590.1.MSUv7.0	Zm00008a011039_T01.v1.1	Zm00008a030121_T01.v1.1
LOC_Os06g03980.1.MSUv7.0	Zm00008a033852_T01.v1.1	NA
LOC_Os02g58550.2.MSUv7.0	Zm00008a023399_T01.v1.1	NA
LOC_Os02g38200.1.MSUv7.0	Zm00008a022222_T01.v1.1	Zm00008a016617_T01.v1.1
LOC_Os01g15120.1.MSUv7.0	Zm00008a011435_T01.v1.1	NA
LOC_Os04g55500.1.MSUv7.0	Zm00008a006127_T01.v1.1	NA
LOC_Os06g14350.1.MSUv7.0	Zm00008a033262_T01.v1.1	Zm00008a025136_T01.v1.1
LOC_Os01g47470.1.MSUv7.0	Zm00008a014223_T01.v1.1	NA
LOC_Os08g01780.1.MSUv7.0	NA	Zm00008a015691_T01.v1.1
LOC_Os07g31610.1.MSUv7.0	Zm00008a028883_T01.v1.1	NA
LOC_Os04g57880.1.MSUv7.0	NA	Zm00008a038840_T01.v1.1
LOC_Os03g08624.1.MSUv7.0	Zm00008a000551_T01.v1.1	NA
LOC_Os09g32976.1.MSUv7.0	Zm00008a028504_T01.v1.1	Zm00008a009185_T01.v1.1
LOC_Os03g59330.1.MSUv7.0	Zm00008a005560_T01.v1.1	Zm00008a019167_T01.v1.1
LOC_Os04g46710.1.MSUv7.0	Zm00008a006598_T01.v1.1	NA
LOC_Os05g43610.1.MSUv7.0	Zm00008a026167_T01.v1.1	NA
LOC_Os07g04530.1.MSUv7.0	Zm00008a026773_T01.v1.1	NA
LOC_Os04g46530.1.MSUv7.0	Zm00008a006608_T01.v1.1	Zm00008a038507_T01.v1.1
LOC_Os03g15950.1.MSUv7.0	Zm00008a001037_T01.v1.1	Zm00008a035625_T01.v1.1
LOC_Os11g41910.1.MSUv7.0	NA	Zm00008a010306_T01.v1.1
LOC_Os03g18690.1.MSUv7.0	Zm00008a001231_T01.v1.1	NA
LOC_Os02g55120.1.MSUv7.0	Zm00008a023240_T01.v1.1	NA
LOC_Os03g61829.1.MSUv7.0	Zm00008a005702_T01.v1.1	NA
LOC_Os11g32070.1.MSUv7.0	Zm00008a015385_T01.v1.1	NA
LOC_Os04g59470.1.MSUv7.0	Zm00008a006767_T01.v1.1	NA
LOC_Os03g21880.1.MSUv7.0	Zm00008a001426_T01.v1.1	NA
LOC_Os03g15870.1.MSUv7.0	Zm00008a001030_T01.v1.1	NA
LOC_Os07g46700.1.MSUv7.0	NA	Zm00008a009903_T01.v1.1
LOC_Os08g42640.1.MSUv7.0	Zm00008a003404_T01.v1.1	Zm00008a017913_T01.v1.1
LOC_Os01g53079.1.MSUv7.0	Zm00008a013915_T01.v1.1	NA
LOC_Os03g60530.1.MSUv7.0	Zm00008a005633_T01.v1.1	NA
LOC_Os04g54600.1.MSUv7.0	Zm00008a006163_T01.v1.1	NA
LOC_Os05g41270.1.MSUv7.0	NA	Zm00008a031570_T01.v1.1,Zm00008a031578_T01.v1.1
LOC_Os09g34960.1.MSUv7.0	Zm00008a028600_T01.v1.1	Zm00008a009239_T01.v1.1
LOC_Os02g53340.1.MSUv7.0	Zm00008a023143_T01.v1.1	NA
LOC_Os02g46962.1.MSUv7.0	Zm00008a022707_T01.v1.1	Zm00008a017014_T01.v1.1
LOC_Os07g42900.1.MSUv7.0	Zm00008a029390_T01.v1.1	NA
LOC_Os02g43130.1.MSUv7.0	NA	Zm00008a016842_T01.v1.1
LOC_Os06g48720.1.MSUv7.0	Zm00008a020477_T01.v1.1	NA
LOC_Os01g68970.1.MSUv7.0	NA	Zm00008a032645_T01.v1.1
LOC_Os06g11720.1.MSUv7.0	NA	Zm00008a025022_T01.v1.1
LOC_Os03g14270.1.MSUv7.0	Zm00008a000928_T01.v1.1	Zm00008a035695_T01.v1.1
LOC_Os10g29920.1.MSUv7.0	Zm00008a004328_T01.v1.1	Zm00008a020128_T01.v1.1
LOC_Os02g12350.1.MSUv7.0	NA	Zm00008a018554_T01.v1.1
LOC_Os03g02110.1.MSUv7.0	NA	Zm00008a036203_T01.v1.1
LOC_Os01g17279.1.MSUv7.0	Zm00008a011594_T01.v1.1	NA
LOC_Os01g63940.1.MSUv7.0	Zm00008a013273_T01.v1.1	NA
LOC_Os09g39020.1.MSUv7.0	Zm00008a027431_T01.v1.1	NA
LOC_Os03g57870.1.MSUv7.0	Zm00008a005440_T01.v1.1	Zm00008a019240_T01.v1.1
LOC_Os09g25900.1.MSUv7.0	Zm00008a028129_T01.v1.1	NA
LOC_Os02g06520.1.MSUv7.0	Zm00008a020978_T01.v1.1	Zm00008a018749_T01.v1.1
LOC_Os05g38470.1.MSUv7.0	Zm00008a025939_T01.v1.1	NA
LOC_Os03g30570.1.MSUv7.0	Zm00008a001762_T01.v1.1	Zm00008a035183_T01.v1.1
LOC_Os02g02930.1.MSUv7.0	Zm00008a020793_T01.v1.1	Zm00008a018811_T01.v1.1
LOC_Os01g53940.1.MSUv7.0	NA	Zm00008a033238_T01.v1.1
LOC_Os07g32880.1.MSUv7.0	Zm00008a028955_T01.v1.1	Zm00008a009474_T01.v1.1
LOC_Os03g09200.1.MSUv7.0	Zm00008a000730_T01.v1.1	NA
LOC_Os07g34390.1.MSUv7.0	Zm00008a028992_T01.v1.1	NA
LOC_Os06g11304.1.MSUv7.0	Zm00008a033385_T01.v1.1	NA
LOC_Os03g19670.1.MSUv7.0	NA	Zm00008a035443_T01.v1.1
LOC_Os03g13080.1.MSUv7.0	NA	Zm00008a035767_T01.v1.1
LOC_Os01g65720.1.MSUv7.0	Zm00008a013143_T01.v1.1	NA
LOC_Os01g62370.1.MSUv7.0	Zm00008a013360_T01.v1.1	Zm00008a032932_T01.v1.1
LOC_Os06g43930.1.MSUv7.0	Zm00008a034802_T01.v1.1	Zm00008a024664_T01.v1.1
LOC_Os07g03070.1.MSUv7.0	Zm00008a026727_T01.v1.1	Zm00008a010569_T01.v1.1
LOC_Os10g34360.1.MSUv7.0	Zm00008a004139_T01.v1.1	Zm00008a019985_T01.v1.1
LOC_Os06g49990.1.MSUv7.0	Zm00008a020575_T01.v1.1	NA
LOC_Os03g10400.2.MSUv7.0	Zm00008a000675_T01.v1.1	NA
LOC_Os06g08660.1.MSUv7.0	Zm00008a033537_T01.v1.1	NA
LOC_Os03g60950.2.MSUv7.0	Zm00008a005672_T01.v1.1	NA
LOC_Os03g53740.1.MSUv7.0	Zm00008a005180_T01.v1.1	NA
LOC_Os03g48380.1.MSUv7.0	Zm00008a004861_T01.v1.1	NA
LOC_Os10g39460.1.MSUv7.0	Zm00008a001954_T01.v1.1	NA
LOC_Os03g15540.1.MSUv7.0	Zm00008a001007_T01.v1.1	NA
LOC_Os02g56250.1.MSUv7.0	Zm00008a023291_T01.v1.1	Zm00008a017398_T01.v1.1
LOC_Os02g49770.1.MSUv7.0	Zm00008a022892_T01.v1.1	Zm00008a017208_T01.v1.1
LOC_Os03g60180.1.MSUv7.0	Zm00008a005611_T01.v1.1	NA
LOC_Os06g45070.1.MSUv7.0	Zm00008a034848_T01.v1.1	NA
LOC_Os01g55730.1.MSUv7.0	Zm00008a013748_T01.v1.1	NA
LOC_Os02g57200.1.MSUv7.0	Zm00008a023339_T01.v1.1	NA
LOC_Os03g04020.1.MSUv7.0	Zm00008a000245_T01.v1.1	Zm00008a036056_T01.v1.1
LOC_Os05g45210.1.MSUv7.0	Zm00008a026236_T01.v1.1	NA
LOC_Os07g40770.1.MSUv7.0	NA	Zm00008a009702_T01.v1.1
LOC_Os05g01530.1.MSUv7.0	NA	Zm00008a031893_T01.v1.1
LOC_Os02g49980.1.MSUv7.0	Zm00008a022905_T01.v1.1	Zm00008a017232_T01.v1.1
LOC_Os07g49080.1.MSUv7.0	NA	Zm00008a009987_T01.v1.1
LOC_Os05g50980.1.MSUv7.0	NA	Zm00008a030889_T01.v1.1
LOC_Os01g70500.1.MSUv7.0	Zm00008a012840_T01.v1.1	NA
LOC_Os03g21550.1.MSUv7.0	Zm00008a001409_T01.v1.1	NA
LOC_Os06g41560.1.MSUv7.0	Zm00008a034735_T01.v1.1	NA
LOC_Os12g07610.1.MSUv7.0	NA	Zm00008a012545_T01.v1.1
LOC_Os04g35490.1.MSUv7.0	NA	Zm00008a037920_T01.v1.1
LOC_Os01g58400.1.MSUv7.0	Zm00008a013609_T01.v1.1	NA
LOC_Os09g01620.1.MSUv7.0	Zm00008a027482_T01.v1.1	NA
LOC_Os07g12170.1.MSUv7.0	Zm00008a027105_T01.v1.1	NA
LOC_Os06g17870.1.MSUv7.0	Zm00008a034083_T01.v1.1	Zm00008a025164_T01.v1.1
LOC_Os06g04370.1.MSUv7.0	Zm00008a033807_T01.v1.1	NA
LOC_Os05g02880.1.MSUv7.0	Zm00008a023826_T01.v1.1	Zm00008a031841_T01.v1.1
LOC_Os03g09070.1.MSUv7.0	Zm00008a000597_T01.v1.1	Zm00008a035957_T01.v1.1
LOC_Os05g09640.1.MSUv7.0	Zm00008a025381_T01.v1.1	NA
LOC_Os05g08540.1.MSUv7.0	Zm00008a025349_T01.v1.1	NA
LOC_Os10g41430.1.MSUv7.0	Zm00008a002099_T01.v1.1	NA
LOC_Os02g10310.1.MSUv7.0	Zm00008a021319_T01.v1.1	Zm00008a018607_T01.v1.1
LOC_Os10g42510.1.MSUv7.0	NA	Zm00008a020295_T01.v1.1
LOC_Os02g38080.1.MSUv7.0	NA	Zm00008a016607_T01.v1.1
LOC_Os02g55000.1.MSUv7.0	Zm00008a023232_T01.v1.1	NA
LOC_Os06g45950.1.MSUv7.0	Zm00008a034927_T01.v1.1	NA
LOC_Os07g14090.1.MSUv7.0	Zm00008a027153_T01.v1.1	NA
LOC_Os11g29200.1.MSUv7.0	Zm00008a015316_T01.v1.1	NA
LOC_Os06g04300.1.MSUv7.0	Zm00008a033809_T01.v1.1	NA
LOC_Os08g05910.1.MSUv7.0	Zm00008a037295_T01.v1.1	NA
LOC_Os07g32450.1.MSUv7.0	Zm00008a028930_T01.v1.1	Zm00008a009463_T01.v1.1
LOC_Os01g36630.1.MSUv7.0	NA	Zm00008a030643_T01.v1.1
LOC_Os07g14910.1.MSUv7.0	Zm00008a027191_T01.v1.1	NA
LOC_Os03g59080.1.MSUv7.0	Zm00008a005537_T01.v1.1	NA
LOC_Os07g43030.1.MSUv7.0	Zm00008a029398_T01.v1.1	NA
LOC_Os10g01680.1.MSUv7.0	Zm00008a002301_T01.v1.1	NA
LOC_Os07g07070.1.MSUv7.0	Zm00008a026861_T01.v1.1	NA
LOC_Os12g42210.1.MSUv7.0	Zm00008a002963_T01.v1.1	NA
LOC_Os07g43720.1.MSUv7.0	Zm00008a029434_T01.v1.1	NA
LOC_Os05g03160.1.MSUv7.0	Zm00008a023793_T01.v1.1	Zm00008a031818_T01.v1.1
LOC_Os11g30310.1.MSUv7.0	Zm00008a015284_T01.v1.1	NA
LOC_Os07g05400.1.MSUv7.0	Zm00008a026792_T01.v1.1	NA
LOC_Os06g15810.1.MSUv7.0	NA	Zm00008a025112_T01.v1.1
LOC_Os04g55230.1.MSUv7.0	Zm00008a006134_T01.v1.1	Zm00008a038710_T01.v1.1
LOC_Os02g40890.1.MSUv7.0	NA	Zm00008a016733_T01.v1.1
LOC_Os04g46384.1.MSUv7.0	Zm00008a006616_T01.v1.1	Zm00008a038514_T01.v1.1
LOC_Os01g13140.1.MSUv7.0	Zm00008a010651_T01.v1.1	NA
LOC_Os06g33810.1.MSUv7.0	NA	Zm00008a024884_T01.v1.1
LOC_Os12g04370.1.MSUv7.0	Zm00008a036311_T01.v1.1	NA
LOC_Os06g04590.1.MSUv7.0	Zm00008a033794_T01.v1.1	NA
LOC_Os03g55800.1.MSUv7.0	Zm00008a005317_T01.v1.1	Zm00008a019328_T01.v1.1
LOC_Os06g04920.1.MSUv7.0	Zm00008a033766_T01.v1.1	NA
LOC_Os03g21380.1.MSUv7.0	Zm00008a001394_T01.v1.1	Zm00008a035381_T01.v1.1
LOC_Os07g07920.1.MSUv7.0	Zm00008a026908_T01.v1.1	NA
LOC_Os05g35690.1.MSUv7.0	NA	Zm00008a031245_T01.v1.1
LOC_Os04g43550.1.MSUv7.0	Zm00008a006901_T01.v1.1	Zm00008a038240_T01.v1.1
LOC_Os11g07510.1.MSUv7.0	NA	Zm00008a008180_T01.v1.1
LOC_Os11g01600.2.MSUv7.0	Zm00008a017657_T01.v1.1	NA
LOC_Os07g38430.1.MSUv7.0	Zm00008a029147_T01.v1.1	NA
LOC_Os02g48110.1.MSUv7.0	Zm00008a022797_T01.v1.1	Zm00008a017093_T01.v1.1
LOC_Os10g30054.1.MSUv7.0	Zm00008a004324_T01.v1.1	NA
LOC_Os02g13110.1.MSUv7.0	NA	Zm00008a018531_T01.v1.1
LOC_Os01g56530.1.MSUv7.0	Zm00008a013699_T01.v1.1	NA
LOC_Os03g15480.1.MSUv7.0	Zm00008a001005_T01.v1.1	NA
LOC_Os08g41380.1.MSUv7.0	NA	Zm00008a015757_T01.v1.1
LOC_Os04g51410.1.MSUv7.0	Zm00008a006368_T01.v1.1	Zm00008a038559_T01.v1.1
LOC_Os11g37900.1.MSUv7.0	Zm00008a015114_T01.v1.1	NA
LOC_Os08g06450.1.MSUv7.0	Zm00008a037247_T01.v1.1	Zm00008a015526_T01.v1.1
LOC_Os01g60830.1.MSUv7.0	Zm00008a013459_T01.v1.1	NA
LOC_Os08g05830.1.MSUv7.0	NA	Zm00008a015567_T01.v1.1
LOC_Os04g51000.1.MSUv7.0	Zm00008a006394_T01.v1.1	Zm00008a038554_T01.v1.1
LOC_Os05g02530.1.MSUv7.0	Zm00008a023874_T01.v1.1	Zm00008a031851_T01.v1.1
LOC_Os03g17050.1.MSUv7.0	Zm00008a001117_T01.v1.1	NA
LOC_Os02g41954.1.MSUv7.0	Zm00008a022384_T01.v1.1	NA
LOC_Os01g58100.1.MSUv7.0	Zm00008a013625_T01.v1.1	NA
LOC_Os01g64870.1.MSUv7.0	Zm00008a013211_T01.v1.1	NA
LOC_Os11g01570.1.MSUv7.0	Zm00008a017653_T01.v1.1	NA
LOC_Os04g34600.1.MSUv7.0	Zm00008a007393_T01.v1.1	NA
LOC_Os06g42620.1.MSUv7.0	Zm00008a034708_T01.v1.1	Zm00008a024704_T01.v1.1
LOC_Os03g10240.1.MSUv7.0	Zm00008a000687_T01.v1.1	Zm00008a035911_T01.v1.1
LOC_Os05g49820.1.MSUv7.0	Zm00008a026501_T01.v1.1	NA
LOC_Os06g48600.1.MSUv7.0	Zm00008a020470_T01.v1.1	NA
LOC_Os01g57150.1.MSUv7.0	Zm00008a013666_T01.v1.1	Zm00008a033111_T01.v1.1
LOC_Os02g50430.1.MSUv7.0	Zm00008a022927_T01.v1.1	Zm00008a017255_T01.v1.1
LOC_Os04g49520.1.MSUv7.0	Zm00008a006466_T01.v1.1	NA
LOC_Os02g13540.1.MSUv7.0	NA	Zm00008a018522_T01.v1.1
LOC_Os12g03090.1.MSUv7.0	Zm00008a036354_T01.v1.1	NA
LOC_Os04g53210.1.MSUv7.0	Zm00008a006249_T01.v1.1	NA
LOC_Os02g44370.1.MSUv7.0	Zm00008a022551_T01.v1.1	Zm00008a016905_T01.v1.1
LOC_Os02g13800.1.MSUv7.0	Zm00008a021625_T01.v1.1	NA
LOC_Os12g38250.1.MSUv7.0	NA	Zm00008a012298_T01.v1.1
LOC_Os04g35790.3.MSUv7.0	Zm00008a007323_T01.v1.1	NA
LOC_Os03g62770.1.MSUv7.0	Zm00008a005786_T01.v1.1	Zm00008a019033_T01.v1.1
LOC_Os07g42626.1.MSUv7.0	Zm00008a029372_T01.v1.1	NA
LOC_Os06g50420.1.MSUv7.0	Zm00008a020609_T01.v1.1	NA
LOC_Os08g40930.1.MSUv7.0	NA	Zm00008a015723_T01.v1.1
LOC_Os03g20420.1.MSUv7.0	Zm00008a001342_T01.v1.1	NA
LOC_Os01g54510.1.MSUv7.0	Zm00008a013825_T01.v1.1	Zm00008a033219_T01.v1.1
LOC_Os10g30890.1.MSUv7.0	Zm00008a004281_T01.v1.1	Zm00008a020084_T01.v1.1
LOC_Os03g36560.1.MSUv7.0	Zm00008a003940_T01.v1.1	NA
LOC_Os09g12600.1.MSUv7.0	Zm00008a027666_T01.v1.1	NA
LOC_Os01g52550.1.MSUv7.0	Zm00008a013941_T01.v1.1	NA
LOC_Os02g02820.1.MSUv7.0	NA	Zm00008a018800_T01.v1.1
LOC_Os01g71330.1.MSUv7.0	Zm00008a012774_T01.v1.1	Zm00008a032525_T01.v1.1
LOC_Os01g61430.1.MSUv7.0	Zm00008a013426_T01.v1.1	NA
LOC_Os04g44540.1.MSUv7.0	Zm00008a006807_T01.v1.1	Zm00008a038276_T01.v1.1
LOC_Os04g56170.1.MSUv7.0	Zm00008a006072_T01.v1.1	Zm00008a038761_T01.v1.1
LOC_Os06g40960.1.MSUv7.0	Zm00008a034782_T01.v1.1	NA
LOC_Os02g49710.1.MSUv7.0	Zm00008a022896_T01.v1.1	NA
LOC_Os03g61030.1.MSUv7.0	Zm00008a005676_T01.v1.1	NA
LOC_Os08g43270.1.MSUv7.0	Zm00008a003437_T01.v1.1	Zm00008a017939_T01.v1.1
LOC_Os03g07170.1.MSUv7.0	Zm00008a000456_T01.v1.1	Zm00008a036047_T01.v1.1
LOC_Os07g38220.1.MSUv7.0	Zm00008a029133_T01.v1.1	NA
LOC_Os12g43720.1.MSUv7.0	NA	Zm00008a011998_T01.v1.1
LOC_Os06g16370.1.MSUv7.0	Zm00008a034049_T01.v1.1	NA
LOC_Os01g02040.1.MSUv7.0	Zm00008a011296_T01.v1.1	NA
LOC_Os04g47480.1.MSUv7.0	Zm00008a006548_T01.v1.1	Zm00008a038457_T01.v1.1
LOC_Os03g58390.1.MSUv7.0	Zm00008a005486_T01.v1.1	NA
LOC_Os08g05280.1.MSUv7.0	Zm00008a037339_T01.v1.1	NA
LOC_Os04g32320.1.MSUv7.0	Zm00008a007574_T01.v1.1	NA
LOC_Os07g05940.1.MSUv7.0	Zm00008a026817_T01.v1.1	NA
LOC_Os04g36750.1.MSUv7.0	Zm00008a007275_T01.v1.1	Zm00008a037963_T01.v1.1
LOC_Os01g48570.1.MSUv7.0	Zm00008a014159_T01.v1.1	NA
LOC_Os05g11990.1.MSUv7.0	NA	Zm00008a030322_T01.v1.1
LOC_Os03g36900.1.MSUv7.0	Zm00008a003931_T01.v1.1	NA
LOC_Os07g25540.1.MSUv7.0	Zm00008a027356_T01.v1.1	NA
LOC_Os03g25420.1.MSUv7.0	Zm00008a001589_T01.v1.1	NA
LOC_Os06g08140.1.MSUv7.0	Zm00008a033568_T01.v1.1	NA
LOC_Os03g06290.1.MSUv7.0	Zm00008a000400_T01.v1.1	NA
LOC_Os05g11140.1.MSUv7.0	Zm00008a025455_T01.v1.1	NA
LOC_Os05g32190.1.MSUv7.0	Zm00008a025705_T01.v1.1	NA
LOC_Os05g47780.1.MSUv7.0	Zm00008a026365_T01.v1.1	NA
LOC_Os03g10478.1.MSUv7.0	Zm00008a000670_T01.v1.1	Zm00008a035898_T01.v1.1
LOC_Os02g53140.1.MSUv7.0	Zm00008a023126_T01.v1.1	Zm00008a017512_T01.v1.1
LOC_Os06g33330.1.MSUv7.0	Zm00008a034378_T01.v1.1	NA
LOC_Os02g30550.1.MSUv7.0	Zm00008a021843_T01.v1.1	NA
LOC_Os01g16550.1.MSUv7.0	NA	Zm00008a029836_T01.v1.1
LOC_Os07g42160.1.MSUv7.0	Zm00008a029346_T01.v1.1	NA
LOC_Os02g45320.1.MSUv7.0	NA	Zm00008a016940_T01.v1.1
LOC_Os02g39050.1.MSUv7.0	Zm00008a022253_T01.v1.1	NA
LOC_Os01g17420.1.MSUv7.0	NA	Zm00008a029801_T01.v1.1
LOC_Os03g63500.1.MSUv7.0	Zm00008a005820_T01.v1.1	NA
LOC_Os04g38700.1.MSUv7.0	Zm00008a007176_T01.v1.1	NA
LOC_Os02g03310.1.MSUv7.0	Zm00008a020824_T01.v1.1	NA
LOC_Os03g22880.1.MSUv7.0	NA	Zm00008a035325_T01.v1.1
LOC_Os01g01600.1.MSUv7.0	Zm00008a011353_T01.v1.1	Zm00008a029948_T01.v1.1
LOC_Os03g49700.1.MSUv7.0	Zm00008a004942_T01.v1.1	NA
LOC_Os03g58150.1.MSUv7.0	Zm00008a005467_T01.v1.1	Zm00008a019221_T01.v1.1
LOC_Os03g50810.1.MSUv7.0	Zm00008a005003_T01.v1.1	Zm00008a019518_T01.v1.1
LOC_Os03g11360.2.MSUv7.0	Zm00008a000743_T01.v1.1	NA
LOC_Os01g42770.1.MSUv7.0	Zm00008a014628_T01.v1.1	NA
LOC_Os11g29120.1.MSUv7.0	Zm00008a015318_T01.v1.1	NA
LOC_Os01g53840.1.MSUv7.0	Zm00008a013875_T01.v1.1	NA
LOC_Os09g36270.1.MSUv7.0	Zm00008a028676_T01.v1.1	NA
LOC_Os04g55130.1.MSUv7.0	NA	Zm00008a038707_T01.v1.1
LOC_Os03g56380.1.MSUv7.0	Zm00008a005363_T01.v1.1	NA
LOC_Os09g38300.1.MSUv7.0	Zm00008a028765_T01.v1.1	NA
LOC_Os03g50520.1.MSUv7.0	Zm00008a004993_T01.v1.1	Zm00008a019530_T01.v1.1
LOC_Os02g51799.1.MSUv7.0	Zm00008a023034_T01.v1.1	NA
LOC_Os06g47580.1.MSUv7.0	Zm00008a020415_T01.v1.1	NA
LOC_Os02g33550.1.MSUv7.0	Zm00008a021960_T01.v1.1	NA
LOC_Os03g52130.1.MSUv7.0	Zm00008a005089_T01.v1.1	NA
LOC_Os04g54590.1.MSUv7.0	Zm00008a006164_T01.v1.1	NA
LOC_Os09g21000.1.MSUv7.0	Zm00008a027915_T01.v1.1	NA
LOC_Os04g40030.1.MSUv7.0	NA	Zm00008a038105_T01.v1.1
LOC_Os08g33590.1.MSUv7.0	Zm00008a003779_T01.v1.1	Zm00008a016211_T01.v1.1
LOC_Os05g28530.1.MSUv7.0	Zm00008a025663_T01.v1.1	NA
LOC_Os01g43910.1.MSUv7.0	NA	Zm00008a032141_T01.v1.1
LOC_Os01g42280.1.MSUv7.0	NA	Zm00008a032060_T01.v1.1
LOC_Os02g42530.1.MSUv7.0	NA	Zm00008a016794_T01.v1.1
LOC_Os06g45570.1.MSUv7.0	Zm00008a034903_T01.v1.1	Zm00008a024604_T01.v1.1
LOC_Os11g35390.1.MSUv7.0	Zm00008a018229_T01.v1.1	NA
LOC_Os08g37010.1.MSUv7.0	Zm00008a003482_T01.v1.1	NA
LOC_Os06g37190.1.MSUv7.0	Zm00008a034462_T01.v1.1	NA
LOC_Os04g42110.1.MSUv7.0	NA	Zm00008a038182_T01.v1.1
LOC_Os02g47440.1.MSUv7.0	Zm00008a022750_T01.v1.1	NA
LOC_Os01g09300.1.MSUv7.0	NA	Zm00008a030230_T01.v1.1
LOC_Os04g55520.1.MSUv7.0	NA	Zm00008a038717_T01.v1.1
LOC_Os01g17170.1.MSUv7.0	NA	Zm00008a029813_T01.v1.1
LOC_Os01g36840.1.MSUv7.0	Zm00008a014663_T01.v1.1	NA
LOC_Os05g05700.1.MSUv7.0	Zm00008a037504_T01.v1.1	Zm00008a031718_T01.v1.1
LOC_Os08g02340.1.MSUv7.0	Zm00008a023516_T01.v1.1	Zm00008a015664_T01.v1.1
LOC_Os09g20560.1.MSUv7.0	Zm00008a027893_T01.v1.1	Zm00008a008810_T01.v1.1
LOC_Os10g39670.1.MSUv7.0	Zm00008a001965_T01.v1.1	NA
LOC_Os10g37240.4.MSUv7.0	Zm00008a003982_T01.v1.1	NA
LOC_Os07g46560.1.MSUv7.0	Zm00008a029558_T01.v1.1	NA
LOC_Os03g01790.1.MSUv7.0	Zm00008a000063_T01.v1.1	NA
LOC_Os05g36010.1.MSUv7.0	NA	Zm00008a031236_T01.v1.1
LOC_Os02g04640.1.MSUv7.0	Zm00008a020912_T01.v1.1	NA
LOC_Os01g22390.2.MSUv7.0	Zm00008a011767_T01.v1.1	NA
LOC_Os01g37590.1.MSUv7.0	Zm00008a014687_T01.v1.1	NA
LOC_Os04g42670.1.MSUv7.0	Zm00008a006937_T01.v1.1	Zm00008a038205_T01.v1.1
LOC_Os10g36810.1.MSUv7.0	Zm00008a003997_T01.v1.1	Zm00008a019893_T01.v1.1
LOC_Os02g43360.1.MSUv7.0	Zm00008a022479_T01.v1.1	NA
LOC_Os02g40750.1.MSUv7.0	Zm00008a022348_T01.v1.1	NA
LOC_Os02g34950.1.MSUv7.0	Zm00008a022020_T01.v1.1	NA
LOC_Os03g58764.1.MSUv7.0	Zm00008a005509_T01.v1.1	NA
LOC_Os05g14240.1.MSUv7.0	NA	Zm00008a031392_T01.v1.1
LOC_Os09g36580.1.MSUv7.0	Zm00008a029768_T01.v1.1	NA
LOC_Os09g20860.1.MSUv7.0	Zm00008a027905_T01.v1.1	NA
LOC_Os01g48700.1.MSUv7.0	NA	Zm00008a032273_T01.v1.1
LOC_Os04g56490.1.MSUv7.0	NA	Zm00008a038771_T01.v1.1
